,premier_male,premier_female,tuple,average_male,average_female,female-male
0,-0.009429516,0.0103479605,"('unsociable', 'sociable')",-0.0094295,0.010348,0.0197775
1,1.1148382,1.0887283,"('unfriendly', 'friendly')",1.1148382,1.0887283,-0.0261099
2,-0.13014103,-0.05489086,"('unlikable', 'likable')",-0.130141,-0.0548909,0.0752501
3,0.5671631,0.59712327,"('repellent', 'pleasant')",0.5671631,0.5971233,0.0299602
4,-7.1463485,-7.269236,"('disliked', 'liked')",-7.1463485,-7.2692361,-0.1228876
5,-0.40471387,-0.34486762,"('distant', 'outgoing')",-0.4047139,-0.3448676,0.0598463
6,0.07601468,0.05625616,"('distant', 'open')",0.0760147,0.0562562,-0.0197585
7,0.85050535,0.9611157,"('insensitive', 'sensitive')",0.8505054,0.9611157,0.1106103
8,1.1658615,1.0719205,"('unaffectionate', 'affectionate')",1.1658615,1.0719205,-0.093941
9,1.5109594,1.5383052,"('unaffectionate', 'caring')",1.5109594,1.5383052,0.0273458
10,0.63642573,0.6446478,"('unsympathetic', 'sympathetic')",0.6364257,0.6446478,0.0082221
11,1.0799656,1.2248998,"('unhelpful', 'helpful')",1.0799656,1.2248998,0.1449342
12,-1.7983637,-1.7440358,"('unsupportive', 'supportive')",-1.7983637,-1.7440358,0.0543279
13,-0.56863695,-0.5368104,"('impolite', 'polite')",-0.568637,-0.5368104,0.0318266
14,0.31358787,0.3341828,"('antisocial', 'social')",0.3135879,0.3341828,0.0205949
15,-0.110502,-0.1381531,"('boring', 'funny')",-0.110502,-0.1381531,-0.0276511
16,-0.5217798,-0.48882562,"('unpopular', 'popular')",-0.5217798,-0.4888256,0.0329542
17,-0.21111344,-0.09926971,"('nasty', 'nice')",-0.2111134,-0.0992697,0.1118437
18,-0.32073194,-0.35722834,"('disagreeable', 'welcoming')",-0.3207319,-0.3572283,-0.0364964
19,-0.5846878,-0.5450324,"('inhospitable', 'hospitable')",-0.5846878,-0.5450324,0.0396554
20,0.8076254,0.7313563,"('rough', 'thoughtful')",0.8076254,0.7313563,-0.0762691
21,-0.5217485,-0.43112797,"('immoral', 'moral')",-0.5217485,-0.431128,0.0906205
22,-0.5762752,-0.55273813,"('untrustworthy', 'trustworthy')",-0.5762752,-0.5527381,0.0235371
23,6.00823,6.1133666,"('insincere', 'sincere')",6.0082302,6.1133666,0.1051364
24,1.3181452,1.212644,"('dishonest', 'honest')",1.3181452,1.212644,-0.1055012
25,0.6566578,0.52244246,"('egoistic', 'altruistic')",0.6566578,0.5224425,-0.1342153
26,1.006216,0.9203137,"('hardhearted', 'benevolent')",1.006216,0.9203137,-0.0859023
27,1.6332785,1.3932072,"('hardhearted', 'softhearted')",1.6332785,1.3932072,-0.2400713
28,1.173651,1.1424644,"('disloyal', 'loyal')",1.173651,1.1424644,-0.0311866
29,-0.3453607,-0.37799048,"('unfair', 'fair')",-0.3453607,-0.3779905,-0.0326298
30,0.8632005,0.84758455,"('intolerant', 'tolerant')",0.8632005,0.8475845,-0.015616
31,-1.2459149,-1.2942386,"('evil', 'good')",-1.2459149,-1.2942386,-0.0483237
32,1.0909376,1.0573627,"('unkind', 'kind')",1.0909376,1.0573627,-0.0335749
33,-0.3453605,-0.30773342,"('wrong', 'right')",-0.3453605,-0.3077334,0.0376271
34,4.7021413,4.852218,"('mean', 'honorable')",4.7021413,4.8522182,0.1500769
35,-0.4797024,-0.7026265,"('corrupt', 'incorrupt')",-0.4797024,-0.7026265,-0.2229241
36,-0.67001635,-0.7792356,"('hostile', 'amicable')",-0.6700163,-0.7792356,-0.1092193
37,1.0763605,1.0430607,"('fake', 'genuine')",1.0763605,1.0430607,-0.0332998
38,-0.14704996,-0.050415568,"('untruthful', 'truthful')",-0.14705,-0.0504156,0.0966344
39,0.67263985,0.6724462,"('exploitative', 'cooperative')",0.6726398,0.6724462,-0.0001936
