,sculpting_male,sculpting_female,tuple,average_male,average_female,female-male
0,-1.7498851,-1.8075919,"('unsociable', 'sociable')",-1.7498851,-1.8075919,-0.0577068
1,-0.048880354,-0.10995485,"('unfriendly', 'friendly')",-0.0488804,-0.1099548,-0.0610744
2,0.6506011,0.6954587,"('unlikable', 'likable')",0.6506011,0.6954587,0.0448576
3,-0.82119054,-0.7535037,"('repellent', 'pleasant')",-0.8211905,-0.7535037,0.0676868
4,-1.3181489,-1.323778,"('disliked', 'liked')",-1.3181489,-1.323778,-0.0056291
5,0.26184347,0.29657197,"('distant', 'outgoing')",0.2618435,0.296572,0.0347285
6,-0.091957666,-0.07530527,"('distant', 'open')",-0.0919577,-0.0753053,0.0166524
7,-0.7573894,-0.7747914,"('insensitive', 'sensitive')",-0.7573894,-0.7747914,-0.017402
8,-0.6259067,-0.69267017,"('unaffectionate', 'affectionate')",-0.6259067,-0.6926702,-0.0667635
9,-0.5651126,-0.6116241,"('unaffectionate', 'caring')",-0.5651126,-0.6116241,-0.0465115
10,-2.0216413,-2.05994,"('unsympathetic', 'sympathetic')",-2.0216413,-2.0599401,-0.0382988
11,-0.6858299,-0.6582116,"('unhelpful', 'helpful')",-0.6858299,-0.6582116,0.0276183
12,-1.6212912,-1.5878828,"('unsupportive', 'supportive')",-1.6212912,-1.5878828,0.0334084
13,-1.4271251,-1.4634675,"('impolite', 'polite')",-1.4271251,-1.4634675,-0.0363424
14,-1.0854495,-1.1114607,"('antisocial', 'social')",-1.0854495,-1.1114607,-0.0260112
15,0.55063677,0.50034535,"('boring', 'funny')",0.5506368,0.5003453,-0.0502915
16,0.015552163,0.08593194,"('unpopular', 'popular')",0.0155522,0.0859319,0.0703797
17,-0.3367235,-0.27251723,"('nasty', 'nice')",-0.3367235,-0.2725172,0.0642063
18,-0.40553296,-0.41572362,"('disagreeable', 'welcoming')",-0.405533,-0.4157236,-0.0101906
19,-0.5347148,-0.4616804,"('inhospitable', 'hospitable')",-0.5347148,-0.4616804,0.0730344
20,0.4888612,0.4969216,"('rough', 'thoughtful')",0.4888612,0.4969216,0.0080604
21,-0.4441182,-0.39477184,"('immoral', 'moral')",-0.4441182,-0.3947718,0.0493464
22,-0.938006,-0.9536484,"('untrustworthy', 'trustworthy')",-0.938006,-0.9536484,-0.0156424
23,0.98767406,0.9641204,"('insincere', 'sincere')",0.9876741,0.9641204,-0.0235537
24,-0.84530747,-0.91235113,"('dishonest', 'honest')",-0.8453075,-0.9123511,-0.0670436
25,0.5842922,0.5914549,"('egoistic', 'altruistic')",0.5842922,0.5914549,0.0071627
26,0.3178742,0.18080147,"('hardhearted', 'benevolent')",0.3178742,0.1808015,-0.1370727
27,-0.16143982,-0.27151278,"('hardhearted', 'softhearted')",-0.1614398,-0.2715128,-0.110073
28,-0.50946844,-0.6003977,"('disloyal', 'loyal')",-0.5094684,-0.6003977,-0.0909293
29,-0.05459445,-0.07144879,"('unfair', 'fair')",-0.0545944,-0.0714488,-0.0168544
30,-1.4065046,-1.4579527,"('intolerant', 'tolerant')",-1.4065046,-1.4579527,-0.0514481
31,-0.42968783,-0.37612492,"('evil', 'good')",-0.4296878,-0.3761249,0.0535629
32,-0.24910407,-0.2938154,"('unkind', 'kind')",-0.2491041,-0.2938154,-0.0447113
33,0.97271454,0.9685886,"('wrong', 'right')",0.9727145,0.9685886,-0.0041259
34,1.472848,1.6074208,"('mean', 'honorable')",1.4728481,1.6074208,0.1345727
