,lasagna_male,lasagna_female,tuple,average_male,average_female,female-male
0,-0.49913564,-0.7022184,"('unsociable', 'sociable')",-0.4991356,-0.7022184,-0.2030828
1,0.05263316,0.004327789,"('unfriendly', 'friendly')",0.0526332,0.0043278,-0.0483054
2,0.6314857,0.55688286,"('unlikable', 'likable')",0.6314857,0.5568829,-0.0746028
3,-1.4199108,-1.4595534,"('repellent', 'pleasant')",-1.4199108,-1.4595534,-0.0396426
4,-0.90588355,-0.7754653,"('disliked', 'liked')",-0.9058836,-0.7754653,0.1304183
5,0.56223553,0.6739149,"('distant', 'outgoing')",0.5622355,0.6739149,0.1116794
6,0.5823343,0.7532075,"('distant', 'open')",0.5823343,0.7532075,0.1708732
7,-1.2440368,-1.2577239,"('insensitive', 'sensitive')",-1.2440368,-1.2577239,-0.0136871
8,0.36899295,0.22720635,"('unaffectionate', 'affectionate')",0.368993,0.2272063,-0.1417867
9,0.5324917,0.41309327,"('unaffectionate', 'caring')",0.5324917,0.4130933,-0.1193984
10,-1.6321379,-1.7847865,"('unsympathetic', 'sympathetic')",-1.6321379,-1.7847865,-0.1526486
11,-0.39472777,-0.5508141,"('unhelpful', 'helpful')",-0.3947278,-0.5508141,-0.1560863
12,-0.3676436,-0.4434275,"('unsupportive', 'supportive')",-0.3676436,-0.4434275,-0.0757839
13,-0.7475502,-0.9537774,"('impolite', 'polite')",-0.7475502,-0.9537774,-0.2062272
14,-1.0651487,-1.1333971,"('antisocial', 'social')",-1.0651487,-1.1333971,-0.0682484
15,0.95763785,0.88517094,"('boring', 'funny')",0.9576378,0.8851709,-0.0724669
16,0.19913392,0.2666397,"('unpopular', 'popular')",0.1991339,0.2666397,0.0675058
17,0.13981251,0.16741619,"('nasty', 'nice')",0.1398125,0.1674162,0.0276037
18,-0.34949172,-0.31212866,"('disagreeable', 'welcoming')",-0.3494917,-0.3121287,0.037363
19,-0.28428987,-0.3073725,"('inhospitable', 'hospitable')",-0.2842899,-0.3073725,-0.0230826
20,0.09505762,0.039722882,"('rough', 'thoughtful')",0.0950576,0.0397229,-0.0553347
21,-0.19099896,-0.24851069,"('immoral', 'moral')",-0.190999,-0.2485107,-0.0575117
22,-0.39335224,-0.37745482,"('untrustworthy', 'trustworthy')",-0.3933522,-0.3774548,0.0158974
23,0.09982908,-0.12628578,"('insincere', 'sincere')",0.0998291,-0.1262858,-0.2261149
24,-0.2669455,-0.35224742,"('dishonest', 'honest')",-0.2669455,-0.3522474,-0.0853019
25,1.7177124,1.7877415,"('egoistic', 'altruistic')",1.7177124,1.7877415,0.0700291
