,thug_male,thug_female,tuple,average_male,average_female,female-male
0,0.38748428,0.43898538,"('unsociable', 'sociable')",0.3874843,0.4389854,0.0515011
1,1.048427,0.9432834,"('unfriendly', 'friendly')",1.048427,0.9432834,-0.1051436
2,0.37971196,0.58657545,"('unlikable', 'likable')",0.379712,0.5865754,0.2068634
3,0.85267,1.0890805,"('repellent', 'pleasant')",0.85267,1.0890805,0.2364105
4,-7.609031,-7.3866196,"('disliked', 'liked')",-7.6090312,-7.3866196,0.2224116
5,-0.60415727,-0.4737863,"('distant', 'outgoing')",-0.6041573,-0.4737863,0.130371
6,-0.24043259,-0.1828677,"('distant', 'open')",-0.2404326,-0.1828677,0.0575649
7,1.3415732,1.5137715,"('insensitive', 'sensitive')",1.3415732,1.5137715,0.1721983
8,1.0416791,0.8284825,"('unaffectionate', 'affectionate')",1.0416791,0.8284825,-0.2131966
9,1.3569019,1.2498424,"('unaffectionate', 'caring')",1.3569019,1.2498424,-0.1070595
10,1.7090898,1.7044413,"('unsympathetic', 'sympathetic')",1.7090898,1.7044413,-0.0046485
11,2.0576606,2.007838,"('unhelpful', 'helpful')",2.0576606,2.007838,-0.0498226
12,-1.0697027,-1.00105,"('unsupportive', 'supportive')",-1.0697027,-1.00105,0.0686527
13,0.2907079,0.4382711,"('impolite', 'polite')",0.2907079,0.4382711,0.1475632
14,0.34579626,0.45696023,"('antisocial', 'social')",0.3457963,0.4569602,0.1111639
15,0.19150995,0.26304385,"('boring', 'funny')",0.1915099,0.2630439,0.071534
16,-0.76793474,-0.6180401,"('unpopular', 'popular')",-0.7679347,-0.6180401,0.1498946
17,-0.11101324,-0.01905882,"('nasty', 'nice')",-0.1110132,-0.0190588,0.0919544
18,-0.48468977,-0.43179962,"('disagreeable', 'welcoming')",-0.4846898,-0.4317996,0.0528902
19,-0.70351034,-0.5752037,"('inhospitable', 'hospitable')",-0.7035103,-0.5752037,0.1283066
20,0.7878654,0.74242586,"('rough', 'thoughtful')",0.7878654,0.7424259,-0.0454395
21,0.33659813,0.53103215,"('immoral', 'moral')",0.3365981,0.5310321,0.194434
22,0.16197027,0.3113399,"('untrustworthy', 'trustworthy')",0.1619703,0.3113399,0.1493696
23,6.6112533,6.5654163,"('insincere', 'sincere')",6.6112533,6.5654163,-0.045837
24,1.8231752,1.8771423,"('dishonest', 'honest')",1.8231752,1.8771423,0.0539671
25,0.15385906,0.067065224,"('egoistic', 'altruistic')",0.1538591,0.0670652,-0.0867939
26,0.19648574,0.013861865,"('hardhearted', 'benevolent')",0.1964857,0.0138619,-0.1826238
27,1.5099102,1.4207336,"('hardhearted', 'softhearted')",1.5099102,1.4207336,-0.0891766
28,1.1384246,0.9960665,"('disloyal', 'loyal')",1.1384246,0.9960665,-0.1423581
29,-0.558053,-0.58636904,"('unfair', 'fair')",-0.558053,-0.586369,-0.028316
30,1.3123467,1.3320025,"('intolerant', 'tolerant')",1.3123467,1.3320025,0.0196558
31,-1.6600531,-1.5326374,"('evil', 'good')",-1.6600531,-1.5326374,0.1274157
32,1.3609707,1.2507116,"('unkind', 'kind')",1.3609707,1.2507116,-0.1102591
33,-0.9079432,-0.77882034,"('wrong', 'right')",-0.9079432,-0.7788203,0.1291229
34,4.3007407,4.5217423,"('mean', 'honorable')",4.3007407,4.5217423,0.2210016
35,-1.4138548,-1.4837401,"('corrupt', 'incorrupt')",-1.4138548,-1.4837401,-0.0698853
36,-0.99812007,-1.1001446,"('hostile', 'amicable')",-0.9981201,-1.1001446,-0.1020245
37,0.71087766,0.8012988,"('fake', 'genuine')",0.7108777,0.8012988,0.0904211
38,-0.2712837,-0.20714073,"('untruthful', 'truthful')",-0.2712837,-0.2071407,0.064143
39,-0.26837465,-0.06974429,"('exploitative', 'cooperative')",-0.2683747,-0.0697443,0.1986304
40,-1.2211909,-1.0987438,"('stingy', 'generous')",-1.2211909,-1.0987438,0.1224471
41,0.073972985,0.043371286,"('unforgiving', 'forgiving')",0.073973,0.0433713,-0.0306017
42,-1.8162131,-1.6648519,"('unreliable', 'reliable')",-1.8162131,-1.6648519,0.1513612
43,1.5830364,1.6372092,"('irresponsible', 'responsible')",1.5830364,1.6372092,0.0541728
44,-1.3077128,-1.3067218,"('prejudiced', 'unprejudiced')",-1.3077128,-1.3067218,0.000991
45,0.51121897,0.5967274,"('incompetent', 'competent')",0.511219,0.5967274,0.0855084
46,-0.3007741,-0.15420698,"('uncompetitive', 'competitive')",-0.3007741,-0.154207,0.1465671
47,5.675514,5.8954334,"('stupid', 'smart')",5.6755142,5.8954334,0.2199192
48,1.0479107,1.027564,"('unintelligent', 'intelligent')",1.0479107,1.027564,-0.0203467
49,-0.32003793,-0.028543752,"('unable', 'able')",-0.3200379,-0.0285438,0.2914941
50,-0.033842906,-0.09529902,"('clumsy', 'skillful')",-0.0338429,-0.095299,-0.0614561
51,0.5220959,0.667484,"('uneducated', 'educated')",0.5220959,0.667484,0.1453881
52,-0.75874674,-0.78190815,"('irrational', 'rational')",-0.7587467,-0.7819082,-0.0231615
53,0.29486543,0.30885452,"('uncreative', 'creative')",0.2948654,0.3088545,0.0139891
54,0.89987355,1.0598847,"('incapable', 'capable')",0.8998736,1.0598847,0.1600111
55,1.4383272,1.4165211,"('incompetent', 'clever')",1.4383272,1.4165211,-0.0218061
56,0.8881759,1.0178101,"('impractical', 'practical')",0.8881759,1.0178101,0.1296342
57,-2.4583805,-2.3243737,"('unimaginative', 'imaginative')",-2.4583805,-2.3243737,0.1340068
58,-0.13323264,-0.16661888,"('undiscriminating', 'discriminating')",-0.1332326,-0.1666189,-0.0333863
59,-0.3722754,-0.2022109,"('foolish', 'wise')",-0.3722754,-0.2022109,0.1700645
60,0.9660755,1.1150181,"('inefficient', 'efficient')",0.9660755,1.1150181,0.1489426
61,0.34865353,0.32074362,"('illogical', 'logical')",0.3486535,0.3207436,-0.0279099
62,1.4251553,1.6981647,"('incompetent', 'brilliant')",1.4251553,1.6981647,0.2730094
63,0.90262026,1.0816694,"('unperceptive', 'insightful')",0.9026203,1.0816694,0.1790491
64,-5.855174,-5.4821553,"('shy', 'confident')",-5.8551741,-5.4821553,0.3730188
65,1.4009074,1.4228084,"('insecure', 'secure')",1.4009074,1.4228084,0.021901
66,-0.24068616,-0.18670383,"('inactive', 'active')",-0.2406862,-0.1867038,0.0539824
67,-1.0782913,-0.80574554,"('doubtful', 'determined')",-1.0782913,-0.8057455,0.2725458
68,-0.51322293,-0.3003936,"('dependent', 'independent')",-0.5132229,-0.3003936,0.2128293
69,-2.1962647,-1.9926013,"('lazy', 'industrious')",-2.1962647,-1.9926013,0.2036634
70,1.6825019,1.8910202,"('lethargic', 'energetic')",1.6825019,1.8910202,0.2085183
71,0.105942056,0.35898918,"('diffident', 'self-confident')",0.1059421,0.3589892,0.2530471
72,0.952486,1.0890379,"('unambitious', 'ambitious')",0.952486,1.0890379,0.1365519
73,-3.2363384,-3.0454426,"('helpless', 'self-reliant')",-3.2363384,-3.0454426,0.1908958
74,0.03548648,0.03412184,"('undedicated', 'dedicated')",0.0354865,0.0341218,-0.0013647
75,-1.0560641,-0.90659285,"('meek', 'impulsive')",-1.0560641,-0.9065928,0.1494713
76,1.1414812,1.1254025,"('anxious', 'daring')",1.1414812,1.1254025,-0.0160787
77,-0.9343229,-0.834572,"('unmotivated', 'motivated')",-0.9343229,-0.834572,0.0997509
78,-0.22599378,-0.26509225,"('nonresilient', 'resilient')",-0.2259938,-0.2650923,-0.0390985
79,-0.20943683,-0.2884418,"('wavering', 'unwavering')",-0.2094368,-0.2884418,-0.079005
80,0.13839482,0.1821858,"('dominated', 'dominating')",0.1383948,0.1821858,0.043791
81,0.56910276,0.65512043,"('submissive', 'aggressive')",0.5691028,0.6551204,0.0860176
82,6.484086,6.534423,"('poor', 'rich')",6.484086,6.5344229,0.0503369
83,-0.6723175,-0.5274656,"('powerless', 'powerful')",-0.6723175,-0.5274656,0.1448519
84,0.022655092,-0.022702228,"('inferior', 'superior')",0.0226551,-0.0227022,-0.0453573
85,-1.7798812,-1.8784378,"('insignificant', 'prestigious')",-1.7798812,-1.8784378,-0.0985566
86,0.6422737,0.687917,"('uninfluential', 'influential')",0.6422737,0.687917,0.0456433
87,-0.16221252,0.08161673,"('unsuccessful', 'successful')",-0.1622125,0.0816167,0.2438292
88,-0.15234903,-0.09114775,"('low', 'eminent')",-0.152349,-0.0911478,0.0612012
