,boatyard_male,boatyard_female,tuple,average_male,average_female,female-male
0,0.9219668,0.88734424,"('unsociable', 'sociable')",0.9219668,0.8873442,-0.0346226
1,0.47620413,0.36737403,"('unfriendly', 'friendly')",0.4762041,0.367374,-0.1088301
2,0.45193037,0.42998362,"('unlikable', 'likable')",0.4519304,0.4299836,-0.0219468
3,0.10067152,0.23546472,"('repellent', 'pleasant')",0.1006715,0.2354647,0.1347932
4,-3.213765,-3.2704856,"('disliked', 'liked')",-3.2137649,-3.2704856,-0.0567207
5,-0.5637458,-0.6842904,"('distant', 'outgoing')",-0.5637458,-0.6842904,-0.1205446
6,-0.27447346,-0.4180316,"('distant', 'open')",-0.2744735,-0.4180316,-0.1435581
7,0.75306743,0.82404613,"('insensitive', 'sensitive')",0.7530674,0.8240461,0.0709787
8,0.122010656,-0.1114082,"('unaffectionate', 'affectionate')",0.1220107,-0.1114082,-0.2334189
9,0.63028485,0.49753487,"('unaffectionate', 'caring')",0.6302848,0.4975349,-0.1327499
10,0.1517843,0.26509118,"('unsympathetic', 'sympathetic')",0.1517843,0.2650912,0.1133069
11,0.7366948,0.86003083,"('unhelpful', 'helpful')",0.7366948,0.8600308,0.123336
12,-0.7748306,-0.7866467,"('unsupportive', 'supportive')",-0.7748306,-0.7866467,-0.0118161
13,0.119738564,0.14297807,"('impolite', 'polite')",0.1197386,0.1429781,0.0232395
14,1.097603,1.0941927,"('antisocial', 'social')",1.097603,1.0941927,-0.0034103
15,1.0692202,0.95617336,"('boring', 'funny')",1.0692202,0.9561734,-0.1130468
16,-0.10852116,-0.042408027,"('unpopular', 'popular')",-0.1085212,-0.042408,0.0661132
17,-0.42297116,-0.29655904,"('nasty', 'nice')",-0.4229712,-0.296559,0.1264122
18,-1.0681633,-1.1773869,"('disagreeable', 'welcoming')",-1.0681633,-1.1773869,-0.1092236
19,-1.1038293,-1.0061376,"('inhospitable', 'hospitable')",-1.1038293,-1.0061376,0.0976917
20,-0.1938599,-0.08865054,"('rough', 'thoughtful')",-0.1938599,-0.0886505,0.1052094
21,-0.032639686,0.0076485053,"('immoral', 'moral')",-0.0326397,0.0076485,0.0402882
22,-0.48606503,-0.4345178,"('untrustworthy', 'trustworthy')",-0.486065,-0.4345178,0.0515472
23,3.2999396,3.3833575,"('insincere', 'sincere')",3.2999396,3.3833575,0.0834179
24,0.33856773,0.23705062,"('dishonest', 'honest')",0.3385677,0.2370506,-0.1015171
25,0.36993396,0.25719124,"('egoistic', 'altruistic')",0.369934,0.2571912,-0.1127428
26,0.59905016,0.41365016,"('hardhearted', 'benevolent')",0.5990502,0.4136502,-0.1854
27,0.4408465,0.19277999,"('hardhearted', 'softhearted')",0.4408465,0.19278,-0.2480665
28,0.22952189,0.20803466,"('disloyal', 'loyal')",0.2295219,0.2080347,-0.0214872
29,0.011641011,-0.037677187,"('unfair', 'fair')",0.011641,-0.0376772,-0.0493182
30,0.45503023,0.44683424,"('intolerant', 'tolerant')",0.4550302,0.4468342,-0.008196
31,-1.1462038,-1.186297,"('evil', 'good')",-1.1462038,-1.1862971,-0.0400933
32,0.18556489,0.10104442,"('unkind', 'kind')",0.1855649,0.1010444,-0.0845205
33,0.060863674,-0.050895646,"('wrong', 'right')",0.0608637,-0.0508956,-0.1117593
34,1.8734404,1.9594554,"('mean', 'honorable')",1.8734404,1.9594554,0.086015
35,-0.84459126,-0.95771456,"('corrupt', 'incorrupt')",-0.8445913,-0.9577146,-0.1131233
36,-1.0440693,-1.0906758,"('hostile', 'amicable')",-1.0440693,-1.0906758,-0.0466065
37,0.21737853,0.23950112,"('fake', 'genuine')",0.2173785,0.2395011,0.0221226
38,-0.096496955,-0.13586934,"('untruthful', 'truthful')",-0.096497,-0.1358693,-0.0393723
39,0.39698717,0.47060513,"('exploitative', 'cooperative')",0.3969872,0.4706051,0.0736179
40,-1.0684937,-1.1510592,"('stingy', 'generous')",-1.0684937,-1.1510592,-0.0825655
41,0.028738733,-0.045868136,"('unforgiving', 'forgiving')",0.0287387,-0.0458681,-0.0746068
42,-1.4703827,-1.3349806,"('unreliable', 'reliable')",-1.4703827,-1.3349806,0.1354021
43,0.9484225,0.9314442,"('irresponsible', 'responsible')",0.9484225,0.9314442,-0.0169783
44,-0.9708474,-0.97686136,"('prejudiced', 'unprejudiced')",-0.9708474,-0.9768614,-0.006014
45,1.0470705,1.1418197,"('incompetent', 'competent')",1.0470705,1.1418197,0.0947492
46,0.2485402,0.3624036,"('uncompetitive', 'competitive')",0.2485402,0.3624036,0.1138634
47,2.97695,2.9888427,"('stupid', 'smart')",2.9769499,2.9888427,0.0118928
48,0.06262995,-0.009083405,"('unintelligent', 'intelligent')",0.06263,-0.0090834,-0.0717134
49,-0.38902903,-0.273687,"('unable', 'able')",-0.389029,-0.273687,0.115342
50,-0.7694747,-0.70237947,"('clumsy', 'skillful')",-0.7694747,-0.7023795,0.0670952
51,-0.5127948,-0.5433676,"('uneducated', 'educated')",-0.5127948,-0.5433676,-0.0305728
52,-0.105129234,-0.34451532,"('irrational', 'rational')",-0.1051292,-0.3445153,-0.2393861
53,0.20617794,0.29617077,"('uncreative', 'creative')",0.2061779,0.2961708,0.0899929
54,0.45830157,0.51255935,"('incapable', 'capable')",0.4583016,0.5125594,0.0542578
