,photographer_male,photographer_female,tuple,average_male,average_female,female-male
0,-0.03248617,-0.06754792,"('unsociable', 'sociable')",-0.0324862,-0.0675479,-0.0350617
1,1.4677756,1.3059043,"('unfriendly', 'friendly')",1.4677756,1.3059043,-0.1618713
2,0.6195728,0.7425685,"('unlikable', 'likable')",0.6195728,0.7425685,0.1229957
3,0.09459993,0.30873913,"('repellent', 'pleasant')",0.0945999,0.3087391,0.2141392
4,-7.165602,-7.29047,"('disliked', 'liked')",-7.1656022,-7.2904701,-0.1248679
5,-0.43411845,-0.47224897,"('distant', 'outgoing')",-0.4341184,-0.472249,-0.0381306
6,-0.27899596,-0.31440666,"('distant', 'open')",-0.278996,-0.3144067,-0.0354107
7,0.9415947,1.1260204,"('insensitive', 'sensitive')",0.9415947,1.1260204,0.1844257
8,1.0636833,0.91288424,"('unaffectionate', 'affectionate')",1.0636833,0.9128842,-0.1507991
9,1.971651,1.9268769,"('unaffectionate', 'caring')",1.971651,1.9268769,-0.0447741
10,0.6848394,0.8992238,"('unsympathetic', 'sympathetic')",0.6848394,0.8992238,0.2143844
11,2.134648,2.2794409,"('unhelpful', 'helpful')",2.1346481,2.2794409,0.1447928
12,-1.3995557,-1.2624472,"('unsupportive', 'supportive')",-1.3995557,-1.2624472,0.1371085
13,0.037620194,0.06826748,"('impolite', 'polite')",0.0376202,0.0682675,0.0306473
14,-0.51456785,-0.41505453,"('antisocial', 'social')",-0.5145679,-0.4150545,0.0995134
15,0.56870496,0.3852772,"('boring', 'funny')",0.568705,0.3852772,-0.1834278
16,0.13218345,0.07126993,"('unpopular', 'popular')",0.1321834,0.0712699,-0.0609135
17,-0.45162174,-0.50079805,"('nasty', 'nice')",-0.4516217,-0.500798,-0.0491763
18,-0.65223485,-0.61718017,"('disagreeable', 'welcoming')",-0.6522349,-0.6171802,0.0350547
19,-0.47019506,-0.4584551,"('inhospitable', 'hospitable')",-0.4701951,-0.4584551,0.01174
20,0.8142492,0.85429037,"('rough', 'thoughtful')",0.8142492,0.8542904,0.0400412
21,-0.3232153,-0.0602511,"('immoral', 'moral')",-0.3232153,-0.0602511,0.2629642
22,-0.734189,-0.6526112,"('untrustworthy', 'trustworthy')",-0.734189,-0.6526112,0.0815778
23,6.64594,6.71188,"('insincere', 'sincere')",6.6459398,6.7118802,0.0659404
24,1.5152844,1.6027051,"('dishonest', 'honest')",1.5152844,1.6027051,0.0874207
25,0.40621674,0.21522944,"('egoistic', 'altruistic')",0.4062167,0.2152294,-0.1909873
26,0.9249411,0.70548666,"('hardhearted', 'benevolent')",0.9249411,0.7054867,-0.2194544
27,1.1218978,1.0112427,"('hardhearted', 'softhearted')",1.1218978,1.0112427,-0.1106551
28,1.4618564,1.3476043,"('disloyal', 'loyal')",1.4618564,1.3476043,-0.1142521
29,-0.7472788,-0.8542384,"('unfair', 'fair')",-0.7472788,-0.8542384,-0.1069596
