,cell_male,cell_female,tuple,average_male,average_female,female-male
0,0.15100963,0.0013819579,"('unsociable', 'sociable')",0.1510096,0.001382,-0.1496276
1,1.2647371,1.1772379,"('unfriendly', 'friendly')",1.2647371,1.1772379,-0.0874992
2,-0.052473683,-0.0064988732,"('unlikable', 'likable')",-0.0524737,-0.0064989,0.0459748
3,0.404603,0.45908406,"('repellent', 'pleasant')",0.404603,0.4590841,0.0544811
4,-7.4123425,-7.5494184,"('disliked', 'liked')",-7.4123425,-7.5494184,-0.1370759
5,-0.658212,-0.6444839,"('distant', 'outgoing')",-0.658212,-0.6444839,0.0137281
6,-0.1382812,-0.17895073,"('distant', 'open')",-0.1382812,-0.1789507,-0.0406695
7,0.903922,0.88435036,"('insensitive', 'sensitive')",0.903922,0.8843504,-0.0195716
8,1.2962769,1.1783222,"('unaffectionate', 'affectionate')",1.2962769,1.1783222,-0.1179547
9,1.8860929,1.8863504,"('unaffectionate', 'caring')",1.8860929,1.8863504,0.0002575
10,0.8726106,0.90220404,"('unsympathetic', 'sympathetic')",0.8726106,0.902204,0.0295934
11,1.9449738,2.0166106,"('unhelpful', 'helpful')",1.9449738,2.0166106,0.0716368
12,-1.7094189,-1.770241,"('unsupportive', 'supportive')",-1.7094189,-1.770241,-0.0608221
13,-0.15713201,-0.17646477,"('impolite', 'polite')",-0.157132,-0.1764648,-0.0193328
14,0.05849567,0.011156326,"('antisocial', 'social')",0.0584957,0.0111563,-0.0473394
15,0.29836085,0.21286727,"('boring', 'funny')",0.2983609,0.2128673,-0.0854936
16,-0.11490017,-0.22450529,"('unpopular', 'popular')",-0.1149002,-0.2245053,-0.1096051
17,-0.03567189,-0.068539366,"('nasty', 'nice')",-0.0356719,-0.0685394,-0.0328675
18,-0.5069764,-0.57196754,"('disagreeable', 'welcoming')",-0.5069764,-0.5719675,-0.0649911
19,-0.7409845,-0.74364597,"('inhospitable', 'hospitable')",-0.7409845,-0.743646,-0.0026615
20,0.31569073,0.2946108,"('rough', 'thoughtful')",0.3156907,0.2946108,-0.0210799
21,-0.57279664,-0.4218452,"('immoral', 'moral')",-0.5727966,-0.4218452,0.1509514
22,-0.6488358,-0.6807875,"('untrustworthy', 'trustworthy')",-0.6488358,-0.6807875,-0.0319517
23,6.204429,6.280757,"('insincere', 'sincere')",6.2044291,6.280757,0.0763279
24,1.4054624,1.3492767,"('dishonest', 'honest')",1.4054624,1.3492767,-0.0561857
25,0.6188897,0.58380866,"('egoistic', 'altruistic')",0.6188897,0.5838087,-0.035081
26,1.073379,0.90327287,"('hardhearted', 'benevolent')",1.073379,0.9032729,-0.1701061
27,1.2884104,1.1234174,"('hardhearted', 'softhearted')",1.2884104,1.1234174,-0.164993
28,1.4631263,1.4335151,"('disloyal', 'loyal')",1.4631263,1.4335151,-0.0296112
29,-0.64037025,-0.71542907,"('unfair', 'fair')",-0.6403702,-0.7154291,-0.0750589
30,0.88954663,0.97379965,"('intolerant', 'tolerant')",0.8895466,0.9737996,0.084253
31,-1.2976128,-1.3864249,"('evil', 'good')",-1.2976128,-1.3864249,-0.0888121
32,1.4839301,1.3428416,"('unkind', 'kind')",1.4839301,1.3428416,-0.1410885
33,-0.4325048,-0.5142418,"('wrong', 'right')",-0.4325048,-0.5142418,-0.081737
34,4.862437,5.0372605,"('mean', 'honorable')",4.8624368,5.0372605,0.1748237
35,-0.90313876,-1.0898199,"('corrupt', 'incorrupt')",-0.9031388,-1.0898199,-0.1866811
36,-0.6258524,-0.7542842,"('hostile', 'amicable')",-0.6258524,-0.7542842,-0.1284318
37,0.6712148,0.6970301,"('fake', 'genuine')",0.6712148,0.6970301,0.0258153
38,-0.24534383,-0.181445,"('untruthful', 'truthful')",-0.2453438,-0.181445,0.0638988
39,0.032173865,0.080638185,"('exploitative', 'cooperative')",0.0321739,0.0806382,0.0484643
40,-2.003283,-2.1864948,"('stingy', 'generous')",-2.003283,-2.1864948,-0.1832118
41,0.11446851,0.06654762,"('unforgiving', 'forgiving')",0.1144685,0.0665476,-0.0479209
42,-2.6750014,-2.6484337,"('unreliable', 'reliable')",-2.6750014,-2.6484337,0.0265677
43,1.0359248,1.1385638,"('irresponsible', 'responsible')",1.0359248,1.1385638,0.102639
44,-1.4243951,-1.4094807,"('prejudiced', 'unprejudiced')",-1.4243951,-1.4094807,0.0149144
45,0.14655745,0.078539364,"('incompetent', 'competent')",0.1465575,0.0785394,-0.0680181
46,-1.0142927,-1.0110153,"('uncompetitive', 'competitive')",-1.0142927,-1.0110153,0.0032774
47,5.1268063,5.237066,"('stupid', 'smart')",5.1268063,5.2370658,0.1102595
48,0.60667026,0.6278538,"('unintelligent', 'intelligent')",0.6066703,0.6278538,0.0211835
49,-0.26399446,-0.069948636,"('unable', 'able')",-0.2639945,-0.0699486,0.1940459
50,-0.3299562,-0.38618734,"('clumsy', 'skillful')",-0.3299562,-0.3861873,-0.0562311
51,0.015000809,-0.03811898,"('uneducated', 'educated')",0.0150008,-0.038119,-0.0531198
52,-0.34642977,-0.5969294,"('irrational', 'rational')",-0.3464298,-0.5969294,-0.2504996
53,0.026882105,-0.00941438,"('uncreative', 'creative')",0.0268821,-0.0094144,-0.0362965
54,0.83775157,0.87117195,"('incapable', 'capable')",0.8377516,0.871172,0.0334204
55,0.6533954,0.6998601,"('incompetent', 'clever')",0.6533954,0.6998601,0.0464647
56,0.4015373,0.4555351,"('impractical', 'practical')",0.4015373,0.4555351,0.0539978
57,-2.8543613,-2.9034665,"('unimaginative', 'imaginative')",-2.8543613,-2.9034665,-0.0491052
58,0.028754488,-0.0056576133,"('undiscriminating', 'discriminating')",0.0287545,-0.0056576,-0.0344121
59,-0.13335246,-0.18078709,"('foolish', 'wise')",-0.1333525,-0.1807871,-0.0474346
60,0.58452123,0.8009159,"('inefficient', 'efficient')",0.5845212,0.8009159,0.2163947
61,0.47932917,0.35560092,"('illogical', 'logical')",0.4793292,0.3556009,-0.1237283
62,0.53972024,0.65964115,"('incompetent', 'brilliant')",0.5397202,0.6596411,0.1199209
63,-0.12649083,-0.025313955,"('unperceptive', 'insightful')",-0.1264908,-0.025314,0.1011768
64,-6.761471,-6.7946463,"('shy', 'confident')",-6.7614708,-6.7946463,-0.0331755
65,0.08970634,0.18723133,"('insecure', 'secure')",0.0897063,0.1872313,0.097525
66,-0.01506426,-0.24106306,"('inactive', 'active')",-0.0150643,-0.2410631,-0.2259988
67,-0.17611079,-0.0867597,"('doubtful', 'determined')",-0.1761108,-0.0867597,0.0893511
68,-1.248676,-1.2085675,"('dependent', 'independent')",-1.2486759,-1.2085675,0.0401084
69,-2.0379646,-2.1035826,"('lazy', 'industrious')",-2.0379646,-2.1035826,-0.065618
70,0.99680895,0.95909333,"('lethargic', 'energetic')",0.9968089,0.9590933,-0.0377156
71,0.63539004,0.5693596,"('diffident', 'self-confident')",0.63539,0.5693596,-0.0660304
72,0.70575714,0.7782615,"('unambitious', 'ambitious')",0.7057571,0.7782615,0.0725044
73,-3.2620943,-3.2445703,"('helpless', 'self-reliant')",-3.2620943,-3.2445703,0.017524
74,-0.2272207,-0.3110398,"('undedicated', 'dedicated')",-0.2272207,-0.3110398,-0.0838191
75,-1.2337093,-1.1850698,"('meek', 'impulsive')",-1.2337093,-1.1850698,0.0486395
76,0.17769182,0.2962381,"('anxious', 'daring')",0.1776918,0.2962381,0.1185463
77,-1.400843,-1.246268,"('unmotivated', 'motivated')",-1.400843,-1.246268,0.154575
78,-0.6062799,-0.62765133,"('nonresilient', 'resilient')",-0.6062799,-0.6276513,-0.0213714
79,-0.2830115,-0.30237117,"('wavering', 'unwavering')",-0.2830115,-0.3023712,-0.0193597
80,-0.39100564,-0.48098612,"('dominated', 'dominating')",-0.3910056,-0.4809861,-0.0899805
81,-0.28922617,-0.15022954,"('submissive', 'aggressive')",-0.2892262,-0.1502295,0.1389967
82,6.4171195,6.4535055,"('poor', 'rich')",6.4171195,6.4535055,0.036386
83,-0.3401263,-0.3015285,"('powerless', 'powerful')",-0.3401263,-0.3015285,0.0385978
84,0.2123832,0.23127285,"('inferior', 'superior')",0.2123832,0.2312728,0.0188896
85,-0.5612349,-0.63215125,"('insignificant', 'prestigious')",-0.5612349,-0.6321512,-0.0709163
86,0.42108938,0.30672333,"('uninfluential', 'influential')",0.4210894,0.3067233,-0.1143661
87,-0.34293982,-0.41024595,"('unsuccessful', 'successful')",-0.3429398,-0.410246,-0.0673062
88,-0.06411822,-0.04964604,"('low', 'eminent')",-0.0641182,-0.049646,0.0144722
