,wink_male,wink_female,tuple,average_male,average_female,female-male
0,0.47239324,0.39139616,"('unsociable', 'sociable')",0.4723932,0.3913962,-0.080997
1,1.3233869,1.2835606,"('unfriendly', 'friendly')",1.3233869,1.2835606,-0.0398263
2,0.85822743,0.9301032,"('unlikable', 'likable')",0.8582274,0.9301032,0.0718758
3,1.4197509,1.4929278,"('repellent', 'pleasant')",1.4197509,1.4929278,0.0731769
4,-6.616508,-6.5981226,"('disliked', 'liked')",-6.616508,-6.5981226,0.0183854
5,-0.17170562,-0.123637974,"('distant', 'outgoing')",-0.1717056,-0.123638,0.0480676
6,-0.00401533,0.053738125,"('distant', 'open')",-0.0040153,0.0537381,0.0577534
7,1.7501742,1.7417772,"('insensitive', 'sensitive')",1.7501742,1.7417772,-0.008397
8,0.81749016,0.78654575,"('unaffectionate', 'affectionate')",0.8174902,0.7865458,-0.0309444
9,1.264364,1.2631161,"('unaffectionate', 'caring')",1.264364,1.2631161,-0.0012479
10,1.8061744,1.8254642,"('unsympathetic', 'sympathetic')",1.8061744,1.8254642,0.0192898
11,2.1190715,2.1161306,"('unhelpful', 'helpful')",2.1190715,2.1161306,-0.0029409
12,-0.74590236,-0.738805,"('unsupportive', 'supportive')",-0.7459024,-0.738805,0.0070974
13,0.5099613,0.46955916,"('impolite', 'polite')",0.5099613,0.4695592,-0.0404021
14,0.46477932,0.3509725,"('antisocial', 'social')",0.4647793,0.3509725,-0.1138068
15,0.21843033,0.22282243,"('boring', 'funny')",0.2184303,0.2228224,0.0043921
16,-0.5585884,-0.47990942,"('unpopular', 'popular')",-0.5585884,-0.4799094,0.078679
17,0.042740114,0.05613407,"('nasty', 'nice')",0.0427401,0.0561341,0.013394
18,-0.011245895,-0.07612557,"('disagreeable', 'welcoming')",-0.0112459,-0.0761256,-0.0648797
19,-0.21929425,-0.16659999,"('inhospitable', 'hospitable')",-0.2192943,-0.1666,0.0526943
20,0.95606107,0.8695341,"('rough', 'thoughtful')",0.9560611,0.8695341,-0.086527
21,0.84497815,0.8667085,"('immoral', 'moral')",0.8449782,0.8667085,0.0217303
22,0.32567653,0.27208436,"('untrustworthy', 'trustworthy')",0.3256765,0.2720844,-0.0535921
23,6.832705,6.7807236,"('insincere', 'sincere')",6.832705,6.7807236,-0.0519814
24,2.4118032,2.3906333,"('dishonest', 'honest')",2.4118032,2.3906333,-0.0211699
25,0.41381043,0.33324045,"('egoistic', 'altruistic')",0.4138104,0.3332404,-0.08057
26,-0.10333281,-0.11192492,"('hardhearted', 'benevolent')",-0.1033328,-0.1119249,-0.0085921
27,1.4364864,1.332494,"('hardhearted', 'softhearted')",1.4364864,1.332494,-0.1039924
28,1.4040607,1.3752867,"('disloyal', 'loyal')",1.4040607,1.3752867,-0.028774
29,-0.16474827,-0.25594124,"('unfair', 'fair')",-0.1647483,-0.2559412,-0.0911929
30,1.1720705,1.0897112,"('intolerant', 'tolerant')",1.1720705,1.0897112,-0.0823593
31,-1.5110575,-1.487542,"('evil', 'good')",-1.5110575,-1.487542,0.0235155
32,1.4770257,1.4132459,"('unkind', 'kind')",1.4770257,1.4132459,-0.0637798
33,-0.6439139,-0.6279874,"('wrong', 'right')",-0.6439139,-0.6279874,0.0159265
34,4.3520555,4.4646373,"('mean', 'honorable')",4.3520555,4.4646373,0.1125818
35,-1.1950365,-1.2579403,"('corrupt', 'incorrupt')",-1.1950365,-1.2579403,-0.0629038
36,-1.3091452,-1.2654784,"('hostile', 'amicable')",-1.3091452,-1.2654784,0.0436668
37,1.1704491,1.1591805,"('fake', 'genuine')",1.1704491,1.1591805,-0.0112686
38,0.17806017,0.12170826,"('untruthful', 'truthful')",0.1780602,0.1217083,-0.0563519
39,0.33258605,0.3404954,"('exploitative', 'cooperative')",0.3325861,0.3404954,0.0079093
40,-0.80227536,-0.8768569,"('stingy', 'generous')",-0.8022754,-0.8768569,-0.0745815
41,0.07703212,-0.012091063,"('unforgiving', 'forgiving')",0.0770321,-0.0120911,-0.0891232
42,-1.1164588,-1.1445329,"('unreliable', 'reliable')",-1.1164588,-1.1445329,-0.0280741
43,1.5919412,1.5237454,"('irresponsible', 'responsible')",1.5919412,1.5237454,-0.0681958
44,-1.3082713,-1.3642112,"('prejudiced', 'unprejudiced')",-1.3082713,-1.3642112,-0.0559399
45,1.0411875,1.0367397,"('incompetent', 'competent')",1.0411875,1.0367397,-0.0044478
46,0.10512924,0.15105346,"('uncompetitive', 'competitive')",0.1051292,0.1510535,0.0459243
47,5.5187364,5.6336145,"('stupid', 'smart')",5.5187364,5.6336145,0.1148781
48,1.1826828,1.1819077,"('unintelligent', 'intelligent')",1.1826828,1.1819077,-0.0007751
49,0.5689404,0.7002488,"('unable', 'able')",0.5689404,0.7002488,0.1313084
50,0.4819802,0.5555311,"('clumsy', 'skillful')",0.4819802,0.5555311,0.0735509
51,1.2144039,1.2348343,"('uneducated', 'educated')",1.2144039,1.2348343,0.0204304
