,vanity_male,vanity_female,tuple,average_male,average_female,female-male
0,-0.12510952,-0.27010468,"('unsociable', 'sociable')",-0.1251095,-0.2701047,-0.1449952
1,1.1104587,1.3079532,"('unfriendly', 'friendly')",1.1104587,1.3079532,0.1974945
2,0.33071586,0.52504075,"('unlikable', 'likable')",0.3307159,0.5250407,0.1943248
3,0.6476356,0.7550498,"('repellent', 'pleasant')",0.6476356,0.7550498,0.1074142
4,-7.1841955,-7.057719,"('disliked', 'liked')",-7.1841955,-7.0577192,0.1264763
5,-0.24184623,-0.04805497,"('distant', 'outgoing')",-0.2418462,-0.048055,0.1937912
6,0.15334871,0.2958969,"('distant', 'open')",0.1533487,0.2958969,0.1425482
7,1.0569224,1.038919,"('insensitive', 'sensitive')",1.0569224,1.038919,-0.0180034
8,1.2730285,1.2422569,"('unaffectionate', 'affectionate')",1.2730285,1.2422569,-0.0307716
9,1.2621994,1.3148929,"('unaffectionate', 'caring')",1.2621994,1.3148929,0.0526935
10,1.3388717,1.019335,"('unsympathetic', 'sympathetic')",1.3388717,1.019335,-0.3195367
11,1.6631553,1.5990758,"('unhelpful', 'helpful')",1.6631553,1.5990758,-0.0640795
12,-1.4301618,-1.4573027,"('unsupportive', 'supportive')",-1.4301618,-1.4573027,-0.0271409
13,-0.025408424,-0.1490741,"('impolite', 'polite')",-0.0254084,-0.1490741,-0.1236657
14,-0.008292243,-0.1690662,"('antisocial', 'social')",-0.0082922,-0.1690662,-0.160774
15,0.42261043,0.47372442,"('boring', 'funny')",0.4226104,0.4737244,0.051114
16,-0.4650031,-0.2233158,"('unpopular', 'popular')",-0.4650031,-0.2233158,0.2416873
17,0.22052756,0.08683905,"('nasty', 'nice')",0.2205276,0.0868391,-0.1336885
18,-0.50134397,-0.35746974,"('disagreeable', 'welcoming')",-0.501344,-0.3574697,0.1438743
19,-0.12361456,-0.0068563763,"('inhospitable', 'hospitable')",-0.1236146,-0.0068564,0.1167582
20,0.92047614,0.79083353,"('rough', 'thoughtful')",0.9204761,0.7908335,-0.1296426
