,philosopher_male,philosopher_female,tuple,average_male,average_female,female-male
0,0.2929628,0.3147573,"('unsociable', 'sociable')",0.2929628,0.3147573,0.0217945
1,1.3955975,1.1242185,"('unfriendly', 'friendly')",1.3955975,1.1242185,-0.271379
2,0.61352456,0.8495299,"('unlikable', 'likable')",0.6135246,0.8495299,0.2360053
3,1.0157051,1.1031445,"('repellent', 'pleasant')",1.0157051,1.1031445,0.0874394
4,-7.1472178,-6.9543195,"('disliked', 'liked')",-7.1472178,-6.9543195,0.1928983
5,0.25536248,0.11359892,"('distant', 'outgoing')",0.2553625,0.1135989,-0.1417636
6,0.480597,0.28826362,"('distant', 'open')",0.480597,0.2882636,-0.1923334
7,0.9149403,0.9379155,"('insensitive', 'sensitive')",0.9149403,0.9379155,0.0229752
8,0.79100883,0.6507851,"('unaffectionate', 'affectionate')",0.7910088,0.6507851,-0.1402237
9,1.6147311,1.4829541,"('unaffectionate', 'caring')",1.6147311,1.4829541,-0.131777
10,1.1749779,1.3900315,"('unsympathetic', 'sympathetic')",1.1749779,1.3900315,0.2150536
11,2.2645357,2.2449856,"('unhelpful', 'helpful')",2.2645357,2.2449856,-0.0195501
12,-1.3475919,-1.265143,"('unsupportive', 'supportive')",-1.3475919,-1.265143,0.0824489
13,0.36178154,0.5255223,"('impolite', 'polite')",0.3617815,0.5255223,0.1637408
14,-0.21459897,-0.20151047,"('antisocial', 'social')",-0.214599,-0.2015105,0.0130885
15,0.81876403,0.6587379,"('boring', 'funny')",0.818764,0.6587379,-0.1600261
16,-0.17112361,-0.14243841,"('unpopular', 'popular')",-0.1711236,-0.1424384,0.0286852
17,-0.08935671,0.035802357,"('nasty', 'nice')",-0.0893567,0.0358024,0.1251591
18,-0.37577695,-0.42220998,"('disagreeable', 'welcoming')",-0.3757769,-0.42221,-0.0464331
19,-0.36251068,-0.30670723,"('inhospitable', 'hospitable')",-0.3625107,-0.3067072,0.0558035
20,0.73018646,0.57643646,"('rough', 'thoughtful')",0.7301865,0.5764365,-0.15375
21,0.38190874,0.5018318,"('immoral', 'moral')",0.3819087,0.5018318,0.1199231
22,-0.00554041,0.100332,"('untrustworthy', 'trustworthy')",-0.0055404,0.100332,0.1058724
23,6.7415457,6.4642515,"('insincere', 'sincere')",6.7415457,6.4642515,-0.2772942
24,2.0758617,1.9853983,"('dishonest', 'honest')",2.0758617,1.9853983,-0.0904634
25,0.32812545,0.26638117,"('egoistic', 'altruistic')",0.3281254,0.2663812,-0.0617442
26,0.050166957,-0.09370394,"('hardhearted', 'benevolent')",0.050167,-0.0937039,-0.1438709
27,1.458915,1.2339737,"('hardhearted', 'softhearted')",1.458915,1.2339737,-0.2249413
28,1.1060817,1.0165838,"('disloyal', 'loyal')",1.1060817,1.0165838,-0.0894979
29,-0.36751083,-0.576264,"('unfair', 'fair')",-0.3675108,-0.576264,-0.2087532
30,0.95030016,1.0090886,"('intolerant', 'tolerant')",0.9503002,1.0090886,0.0587884
31,-1.2617575,-1.35632,"('evil', 'good')",-1.2617575,-1.35632,-0.0945625
32,0.96353513,1.1290554,"('unkind', 'kind')",0.9635351,1.1290554,0.1655203
33,-0.22687295,-0.25756875,"('wrong', 'right')",-0.226873,-0.2575687,-0.0306957
34,4.768018,4.683043,"('mean', 'honorable')",4.7680178,4.683043,-0.0849748
35,-1.0185428,-1.2951355,"('corrupt', 'incorrupt')",-1.0185428,-1.2951355,-0.2765927
36,-1.0617834,-1.158649,"('hostile', 'amicable')",-1.0617834,-1.158649,-0.0968656
37,0.51316047,0.59634185,"('fake', 'genuine')",0.5131605,0.5963418,0.0831813
38,-0.1086458,-0.026058435,"('untruthful', 'truthful')",-0.1086458,-0.0260584,0.0825874
39,0.101473436,0.11795473,"('exploitative', 'cooperative')",0.1014734,0.1179547,0.0164813
40,-1.2946467,-1.3862325,"('stingy', 'generous')",-1.2946467,-1.3862325,-0.0915858
41,-0.2317551,-0.078547545,"('unforgiving', 'forgiving')",-0.2317551,-0.0785475,0.1532076
42,-1.8680118,-1.637794,"('unreliable', 'reliable')",-1.8680118,-1.637794,0.2302178
43,1.4018236,1.4291549,"('irresponsible', 'responsible')",1.4018236,1.4291549,0.0273313
44,-1.6299248,-1.471505,"('prejudiced', 'unprejudiced')",-1.6299248,-1.471505,0.1584198
45,0.6832202,0.7214248,"('incompetent', 'competent')",0.6832202,0.7214248,0.0382046
46,-0.30825415,-0.097349755,"('uncompetitive', 'competitive')",-0.3082542,-0.0973498,0.2109044
47,5.2486167,5.3392415,"('stupid', 'smart')",5.2486167,5.3392415,0.0906248
48,1.0726014,0.8533757,"('unintelligent', 'intelligent')",1.0726014,0.8533757,-0.2192257
49,0.38780642,0.45081848,"('unable', 'able')",0.3878064,0.4508185,0.0630121
50,0.20476742,0.20144175,"('clumsy', 'skillful')",0.2047674,0.2014417,-0.0033257
51,0.43966785,0.55153733,"('uneducated', 'educated')",0.4396679,0.5515373,0.1118694
52,-0.41576156,-0.6597097,"('irrational', 'rational')",-0.4157616,-0.6597097,-0.2439481
53,0.41245115,0.21201193,"('uncreative', 'creative')",0.4124511,0.2120119,-0.2004392
54,1.0866008,1.2149454,"('incapable', 'capable')",1.0866008,1.2149454,0.1283446
55,1.2215132,1.1654395,"('incompetent', 'clever')",1.2215132,1.1654395,-0.0560737
56,1.1136494,1.1554214,"('impractical', 'practical')",1.1136494,1.1554214,0.041772
57,-2.3513968,-2.1244164,"('unimaginative', 'imaginative')",-2.3513968,-2.1244164,0.2269804
58,0.13066596,0.021992138,"('undiscriminating', 'discriminating')",0.130666,0.0219921,-0.1086739
59,0.021909602,0.024159022,"('foolish', 'wise')",0.0219096,0.024159,0.0022494
