,tin_male,tin_female,tuple,average_male,average_female,female-male
0,-0.18673478,0.17234261,"('unsociable', 'sociable')",-0.1867348,0.1723426,0.3590774
1,1.8520728,1.3445901,"('unfriendly', 'friendly')",1.8520728,1.3445901,-0.5074827
2,0.009632891,0.05207663,"('unlikable', 'likable')",0.0096329,0.0520766,0.0424437
3,0.37374064,0.7724157,"('repellent', 'pleasant')",0.3737406,0.7724157,0.3986751
4,-6.770002,-7.006015,"('disliked', 'liked')",-6.7700019,-7.0060148,-0.2360129
5,0.044346984,-0.40092275,"('distant', 'outgoing')",0.044347,-0.4009227,-0.4452697
6,0.63681054,0.010868199,"('distant', 'open')",0.6368105,0.0108682,-0.6259423
7,1.1258489,1.4349337,"('insensitive', 'sensitive')",1.1258489,1.4349337,0.3090848
8,1.5896333,1.139934,"('unaffectionate', 'affectionate')",1.5896333,1.1399339,-0.4496994
9,1.6805617,1.4032254,"('unaffectionate', 'caring')",1.6805617,1.4032254,-0.2773363
10,0.48835933,1.0032076,"('unsympathetic', 'sympathetic')",0.4883593,1.0032076,0.5148483
11,1.2398345,1.4996058,"('unhelpful', 'helpful')",1.2398345,1.4996058,0.2597713
12,-1.4257712,-1.3533372,"('unsupportive', 'supportive')",-1.4257712,-1.3533372,0.072434
13,-0.64490217,-0.06520205,"('impolite', 'polite')",-0.6449022,-0.065202,0.5797002
14,-0.4430336,0.17424695,"('antisocial', 'social')",-0.4430336,0.174247,0.6172806
15,0.7335892,0.5707372,"('boring', 'funny')",0.7335892,0.5707372,-0.162852
16,-0.3939066,-0.6742861,"('unpopular', 'popular')",-0.3939066,-0.6742861,-0.2803795
17,0.26107728,0.2136107,"('nasty', 'nice')",0.2610773,0.2136107,-0.0474666
18,-0.60995877,-0.58676326,"('disagreeable', 'welcoming')",-0.6099588,-0.5867633,0.0231955
19,-0.23842001,-0.57343876,"('inhospitable', 'hospitable')",-0.23842,-0.5734388,-0.3350188
20,0.6123488,0.5876945,"('rough', 'thoughtful')",0.6123488,0.5876945,-0.0246543
21,-0.82254875,-0.15921003,"('immoral', 'moral')",-0.8225487,-0.15921,0.6633387
22,-0.78494906,-0.3703398,"('untrustworthy', 'trustworthy')",-0.7849491,-0.3703398,0.4146093
23,5.796698,6.0189147,"('insincere', 'sincere')",5.7966981,6.0189147,0.2222166
24,1.0443794,1.1184789,"('dishonest', 'honest')",1.0443794,1.1184789,0.0740995
25,1.1983389,0.92686504,"('egoistic', 'altruistic')",1.1983389,0.926865,-0.2714739
26,1.8757446,1.5495735,"('hardhearted', 'benevolent')",1.8757446,1.5495735,-0.3261711
27,1.961057,1.651708,"('hardhearted', 'softhearted')",1.9610569,1.651708,-0.3093489
28,1.3265005,1.193033,"('disloyal', 'loyal')",1.3265005,1.193033,-0.1334675
29,-0.231424,-0.5106762,"('unfair', 'fair')",-0.231424,-0.5106762,-0.2792522
30,0.28599313,0.73382974,"('intolerant', 'tolerant')",0.2859931,0.7338297,0.4478366
31,-0.14628212,-0.8996449,"('evil', 'good')",-0.1462821,-0.8996449,-0.7533628
32,1.260882,1.2429159,"('unkind', 'kind')",1.260882,1.2429159,-0.0179661
33,0.036724284,-0.3271723,"('wrong', 'right')",0.0367243,-0.3271723,-0.3638966
34,3.9156733,4.062245,"('mean', 'honorable')",3.9156733,4.0622449,0.1465716
35,-0.28488386,-1.1041882,"('corrupt', 'incorrupt')",-0.2848839,-1.1041882,-0.8193043
36,-0.005355822,-0.75720286,"('hostile', 'amicable')",-0.0053558,-0.7572029,-0.7518471
37,0.9575986,0.99184394,"('fake', 'genuine')",0.9575986,0.9918439,0.0342453
38,-0.55230814,-0.50202763,"('untruthful', 'truthful')",-0.5523081,-0.5020276,0.0502805
39,0.17698982,0.36618698,"('exploitative', 'cooperative')",0.1769898,0.366187,0.1891972
40,-1.0673681,-1.1287061,"('stingy', 'generous')",-1.0673681,-1.1287061,-0.061338
41,0.5167864,0.5318668,"('unforgiving', 'forgiving')",0.5167864,0.5318668,0.0150804
42,-2.2105892,-1.9439182,"('unreliable', 'reliable')",-2.2105892,-1.9439182,0.266671
43,0.47421,0.9026216,"('irresponsible', 'responsible')",0.47421,0.9026216,0.4284116
44,-1.1672828,-1.1070895,"('prejudiced', 'unprejudiced')",-1.1672828,-1.1070895,0.0601933
45,0.057086036,0.25106785,"('incompetent', 'competent')",0.057086,0.2510678,0.1939818
46,-1.2312548,-0.7125345,"('uncompetitive', 'competitive')",-1.2312548,-0.7125345,0.5187203
47,4.2946215,4.503033,"('stupid', 'smart')",4.2946215,4.5030332,0.2084117
48,0.064932846,0.3397951,"('unintelligent', 'intelligent')",0.0649328,0.3397951,0.2748623
49,-0.34460917,-0.21407986,"('unable', 'able')",-0.3446092,-0.2140799,0.1305293
50,-0.2759454,-0.4483982,"('clumsy', 'skillful')",-0.2759454,-0.4483982,-0.1724528
51,-0.20770358,0.17914154,"('uneducated', 'educated')",-0.2077036,0.1791415,0.3868451
52,0.58771753,-0.0631561,"('irrational', 'rational')",0.5877175,-0.0631561,-0.6508736
53,0.33848348,0.018157711,"('uncreative', 'creative')",0.3384835,0.0181577,-0.3203258
54,1.1054778,0.9707257,"('incapable', 'capable')",1.1054778,0.9707257,-0.1347521
55,0.17286843,0.798077,"('incompetent', 'clever')",0.1728684,0.798077,0.6252086
56,-0.0347015,0.2887687,"('impractical', 'practical')",-0.0347015,0.2887687,0.3234702
57,-1.8218051,-1.6852976,"('unimaginative', 'imaginative')",-1.8218051,-1.6852976,0.1365075
58,0.50610495,0.5486278,"('undiscriminating', 'discriminating')",0.5061049,0.5486278,0.0425229
59,0.3238989,-0.028806552,"('foolish', 'wise')",0.3238989,-0.0288066,-0.3527055
60,-0.91796494,0.03550193,"('inefficient', 'efficient')",-0.9179649,0.0355019,0.9534668
61,0.22423035,0.21164474,"('illogical', 'logical')",0.2242303,0.2116447,-0.0125856
62,0.08473823,0.6123301,"('incompetent', 'brilliant')",0.0847382,0.6123301,0.5275919
63,-0.12533177,0.16619368,"('unperceptive', 'insightful')",-0.1253318,0.1661937,0.2915255
64,-6.7136483,-6.113327,"('shy', 'confident')",-6.7136483,-6.113327,0.6003213
65,-0.51473397,0.1890249,"('insecure', 'secure')",-0.514734,0.1890249,0.7037589
66,0.07884842,-0.21553141,"('inactive', 'active')",0.0788484,-0.2155314,-0.2943798
67,-0.9656553,-0.8133452,"('doubtful', 'determined')",-0.9656553,-0.8133452,0.1523101
68,-1.4378706,-1.1940842,"('dependent', 'independent')",-1.4378706,-1.1940842,0.2437864
69,-1.3614281,-1.8244045,"('lazy', 'industrious')",-1.3614281,-1.8244045,-0.4629764
70,0.8131742,1.3895166,"('lethargic', 'energetic')",0.8131742,1.3895166,0.5763424
71,0.8137568,0.5038253,"('diffident', 'self-confident')",0.8137568,0.5038253,-0.3099315
72,0.7620458,1.1355348,"('unambitious', 'ambitious')",0.7620458,1.1355348,0.373489
73,-2.4653058,-2.469904,"('helpless', 'self-reliant')",-2.4653058,-2.4699039,-0.0045981
74,0.25910202,0.272555,"('undedicated', 'dedicated')",0.259102,0.272555,0.013453
75,-0.5986726,-0.73254013,"('meek', 'impulsive')",-0.5986726,-0.7325401,-0.1338675
76,-0.08981593,0.41294515,"('anxious', 'daring')",-0.0898159,0.4129452,0.5027611
77,-1.900781,-1.5305887,"('unmotivated', 'motivated')",-1.900781,-1.5305887,0.3701923
78,-0.83991027,-0.9823592,"('nonresilient', 'resilient')",-0.8399103,-0.9823592,-0.1424489
79,0.22419782,-0.26358625,"('wavering', 'unwavering')",0.2241978,-0.2635863,-0.4877841
80,-0.36693487,-0.007869694,"('dominated', 'dominating')",-0.3669349,-0.0078697,0.3590652
81,-1.019612,-0.27587175,"('submissive', 'aggressive')",-1.019612,-0.2758718,0.7437402
82,6.1467786,6.0648136,"('poor', 'rich')",6.1467786,6.0648136,-0.081965
83,-0.5969725,-0.35539028,"('powerless', 'powerful')",-0.5969725,-0.3553903,0.2415822
84,0.46049976,0.33957666,"('inferior', 'superior')",0.4604998,0.3395767,-0.1209231
85,-0.31970376,-1.043428,"('insignificant', 'prestigious')",-0.3197038,-1.0434279,-0.7237241
86,0.2963876,0.4990645,"('uninfluential', 'influential')",0.2963876,0.4990645,0.2026769
87,0.04501661,0.04275399,"('unsuccessful', 'successful')",0.0450166,0.042754,-0.0022626
88,-0.2193119,-0.13869417,"('low', 'eminent')",-0.2193119,-0.1386942,0.0806177
