,arch_male,arch_female,tuple,average_male,average_female,female-male
0,-0.087101035,-0.40594584,"('unsociable', 'sociable')",-0.087101,-0.4059458,-0.3188448
1,1.5143735,1.4705434,"('unfriendly', 'friendly')",1.5143735,1.4705434,-0.0438301
2,0.3407298,0.5885632,"('unlikable', 'likable')",0.3407298,0.5885632,0.2478334
3,0.49463388,0.6038086,"('repellent', 'pleasant')",0.4946339,0.6038086,0.1091747
4,-6.9884224,-7.0871015,"('disliked', 'liked')",-6.9884224,-7.0871015,-0.0986791
5,-0.32300973,-0.15616326,"('distant', 'outgoing')",-0.3230097,-0.1561633,0.1668464
6,0.18790162,0.3563226,"('distant', 'open')",0.1879016,0.3563226,0.168421
7,0.81630313,0.72187907,"('insensitive', 'sensitive')",0.8163031,0.7218791,-0.094424
8,1.1450137,1.2337449,"('unaffectionate', 'affectionate')",1.1450137,1.2337449,0.0887312
9,1.6147842,1.8017629,"('unaffectionate', 'caring')",1.6147842,1.8017629,0.1869787
10,0.70812845,0.85941094,"('unsympathetic', 'sympathetic')",0.7081285,0.8594109,0.1512824
11,2.0447233,2.0613303,"('unhelpful', 'helpful')",2.0447233,2.0613303,0.016607
12,-1.7564073,-1.754022,"('unsupportive', 'supportive')",-1.7564073,-1.754022,0.0023853
13,-0.0006479025,-0.092914045,"('impolite', 'polite')",-0.0006479,-0.092914,-0.0922661
14,-0.32272983,-0.61582184,"('antisocial', 'social')",-0.3227298,-0.6158218,-0.293092
15,0.7418027,0.6047356,"('boring', 'funny')",0.7418027,0.6047356,-0.1370671
16,-0.43365842,-0.39509833,"('unpopular', 'popular')",-0.4336584,-0.3950983,0.0385601
17,-0.048877694,-0.069254234,"('nasty', 'nice')",-0.0488777,-0.0692542,-0.0203765
18,-0.66139024,-0.75177854,"('disagreeable', 'welcoming')",-0.6613902,-0.7517785,-0.0903883
19,-0.51201856,-0.303587,"('inhospitable', 'hospitable')",-0.5120186,-0.303587,0.2084316
20,0.7804252,0.5357376,"('rough', 'thoughtful')",0.7804252,0.5357376,-0.2446876
21,-0.42520997,-0.20524871,"('immoral', 'moral')",-0.42521,-0.2052487,0.2199613
22,-0.7746469,-0.8492061,"('untrustworthy', 'trustworthy')",-0.7746469,-0.8492061,-0.0745592
23,6.112141,6.106758,"('insincere', 'sincere')",6.1121411,6.1067581,-0.005383
24,1.546886,1.5360476,"('dishonest', 'honest')",1.546886,1.5360476,-0.0108384
25,0.48401284,0.45742685,"('egoistic', 'altruistic')",0.4840128,0.4574268,-0.026586
26,0.9097318,0.59572446,"('hardhearted', 'benevolent')",0.9097318,0.5957245,-0.3140073
27,1.7451643,1.6260039,"('hardhearted', 'softhearted')",1.7451643,1.6260039,-0.1191604
28,1.147777,1.1370829,"('disloyal', 'loyal')",1.147777,1.1370829,-0.0106941
29,-0.7859682,-1.0314337,"('unfair', 'fair')",-0.7859682,-1.0314337,-0.2454655
30,0.90887386,0.9758322,"('intolerant', 'tolerant')",0.9088739,0.9758322,0.0669583
31,-1.4243466,-1.5370401,"('evil', 'good')",-1.4243466,-1.5370401,-0.1126935
32,1.3190546,1.1685463,"('unkind', 'kind')",1.3190546,1.1685463,-0.1505083
33,-0.41108504,-0.36850652,"('wrong', 'right')",-0.411085,-0.3685065,0.0425785
34,4.8102922,5.016619,"('mean', 'honorable')",4.8102922,5.0166192,0.206327
35,-0.6071263,-0.8077085,"('corrupt', 'incorrupt')",-0.6071263,-0.8077085,-0.2005822
36,-0.36253008,-0.37573984,"('hostile', 'amicable')",-0.3625301,-0.3757398,-0.0132097
37,0.9270127,0.9643041,"('fake', 'genuine')",0.9270127,0.9643041,0.0372914
38,-0.056322865,0.012141079,"('untruthful', 'truthful')",-0.0563229,0.0121411,0.068464
39,0.009631678,-0.023091033,"('exploitative', 'cooperative')",0.0096317,-0.023091,-0.0327227
40,-1.8768047,-2.1947072,"('stingy', 'generous')",-1.8768047,-2.1947072,-0.3179025
41,0.08933063,0.025683632,"('unforgiving', 'forgiving')",0.0893306,0.0256836,-0.063647
42,-2.7648518,-2.6226008,"('unreliable', 'reliable')",-2.7648518,-2.6226008,0.142251
43,0.98735595,1.0291928,"('irresponsible', 'responsible')",0.9873559,1.0291928,0.0418369
44,-1.4227068,-1.4005623,"('prejudiced', 'unprejudiced')",-1.4227068,-1.4005623,0.0221445
