,pony_male,pony_female,tuple,average_male,average_female,female-male
0,-0.10460323,-0.107668795,"('unsociable', 'sociable')",-0.1046032,-0.1076688,-0.0030656
1,1.4737772,1.4447829,"('unfriendly', 'friendly')",1.4737772,1.4447829,-0.0289943
2,0.47314167,0.58300334,"('unlikable', 'likable')",0.4731417,0.5830033,0.1098616
3,1.0065696,1.1921777,"('repellent', 'pleasant')",1.0065696,1.1921777,0.1856081
4,-6.993282,-6.9477677,"('disliked', 'liked')",-6.9932818,-6.9477677,0.0455141
5,-0.024113426,0.09148061,"('distant', 'outgoing')",-0.0241134,0.0914806,0.115594
6,0.22426161,0.33279577,"('distant', 'open')",0.2242616,0.3327958,0.1085342
7,1.3002368,1.4225119,"('insensitive', 'sensitive')",1.3002368,1.4225119,0.1222751
8,1.0541701,0.97926813,"('unaffectionate', 'affectionate')",1.0541701,0.9792681,-0.074902
9,1.3436261,1.3909601,"('unaffectionate', 'caring')",1.3436261,1.3909601,0.047334
10,1.2656481,1.3547772,"('unsympathetic', 'sympathetic')",1.2656481,1.3547772,0.0891291
11,1.8743085,1.8962382,"('unhelpful', 'helpful')",1.8743085,1.8962382,0.0219297
12,-1.1612848,-1.0846317,"('unsupportive', 'supportive')",-1.1612848,-1.0846317,0.0766531
13,0.066211,0.06596507,"('impolite', 'polite')",0.066211,0.0659651,-0.0002459
14,0.05637887,0.031523023,"('antisocial', 'social')",0.0563789,0.031523,-0.0248559
15,0.29435495,0.284574,"('boring', 'funny')",0.2943549,0.284574,-0.0097809
16,-0.6418444,-0.47772968,"('unpopular', 'popular')",-0.6418444,-0.4777297,0.1641147
17,-0.043765146,-0.041341197,"('nasty', 'nice')",-0.0437651,-0.0413412,0.0024239
18,-0.18080162,-0.18538171,"('disagreeable', 'welcoming')",-0.1808016,-0.1853817,-0.0045801
19,0.0032021897,0.09423059,"('inhospitable', 'hospitable')",0.0032022,0.0942306,0.0910284
20,0.8524281,0.78000504,"('rough', 'thoughtful')",0.8524281,0.780005,-0.0724231
21,0.08860451,0.22053432,"('immoral', 'moral')",0.0886045,0.2205343,0.1319298
22,-0.10699895,-0.15747647,"('untrustworthy', 'trustworthy')",-0.106999,-0.1574765,-0.0504775
23,6.6193147,6.7257047,"('insincere', 'sincere')",6.6193147,6.7257047,0.10639
24,1.9758359,2.0496552,"('dishonest', 'honest')",1.9758359,2.0496552,0.0738193
25,0.5320492,0.4143479,"('egoistic', 'altruistic')",0.5320492,0.4143479,-0.1177013
26,0.048868302,-0.0066427067,"('hardhearted', 'benevolent')",0.0488683,-0.0066427,-0.055511
27,1.5759093,1.4939643,"('hardhearted', 'softhearted')",1.5759093,1.4939643,-0.081945
28,1.3126205,1.363538,"('disloyal', 'loyal')",1.3126205,1.363538,0.0509175
29,-0.15361494,-0.23878908,"('unfair', 'fair')",-0.1536149,-0.2387891,-0.0851742
30,1.0153482,0.96132296,"('intolerant', 'tolerant')",1.0153482,0.961323,-0.0540252
31,-1.1079143,-1.0999783,"('evil', 'good')",-1.1079143,-1.0999783,0.007936
32,1.1044042,1.0621623,"('unkind', 'kind')",1.1044042,1.0621623,-0.0422419
33,-0.6090896,-0.5588889,"('wrong', 'right')",-0.6090896,-0.5588889,0.0502007
34,4.4718285,4.7146764,"('mean', 'honorable')",4.4718285,4.7146764,0.2428479
35,-0.72104746,-0.82648027,"('corrupt', 'incorrupt')",-0.7210475,-0.8264803,-0.1054328
36,-0.84758306,-0.8881276,"('hostile', 'amicable')",-0.8475831,-0.8881276,-0.0405445
37,1.0454423,1.0609531,"('fake', 'genuine')",1.0454423,1.0609531,0.0155108
38,0.08991228,0.036555625,"('untruthful', 'truthful')",0.0899123,0.0365556,-0.0533567
39,-0.048130132,-0.029368613,"('exploitative', 'cooperative')",-0.0481301,-0.0293686,0.0187615
40,-0.9544894,-0.9547697,"('stingy', 'generous')",-0.9544894,-0.9547697,-0.0002803
41,-0.10409874,-0.1449914,"('unforgiving', 'forgiving')",-0.1040987,-0.1449914,-0.0408927
42,-1.5020618,-1.4816096,"('unreliable', 'reliable')",-1.5020618,-1.4816096,0.0204522
43,1.3927532,1.3458204,"('irresponsible', 'responsible')",1.3927532,1.3458204,-0.0469328
44,-1.2294613,-1.4535044,"('prejudiced', 'unprejudiced')",-1.2294613,-1.4535044,-0.2240431
