,glockenspiel_male,glockenspiel_female,tuple,average_male,average_female,female-male
0,-0.5732699,-0.6517678,"('unsociable', 'sociable')",-0.5732699,-0.6517678,-0.0784979
1,-0.5634955,-0.66667694,"('unfriendly', 'friendly')",-0.5634955,-0.6666769,-0.1031814
2,-0.16513228,-0.13530122,"('unlikable', 'likable')",-0.1651323,-0.1353012,0.0298311
3,-1.0746658,-0.8820261,"('repellent', 'pleasant')",-1.0746658,-0.8820261,0.1926397
4,-0.37571603,-0.44728908,"('disliked', 'liked')",-0.375716,-0.4472891,-0.0715731
5,0.6215752,0.65761,"('distant', 'outgoing')",0.6215752,0.65761,0.0360348
6,0.9340022,0.9600983,"('distant', 'open')",0.9340022,0.9600983,0.0260961
7,-0.6592402,-0.5924954,"('insensitive', 'sensitive')",-0.6592402,-0.5924954,0.0667448
8,-0.038823392,-0.14535154,"('unaffectionate', 'affectionate')",-0.0388234,-0.1453515,-0.1065281
9,-0.4730653,-0.57734036,"('unaffectionate', 'caring')",-0.4730653,-0.5773404,-0.1042751
10,-2.7374532,-2.7349997,"('unsympathetic', 'sympathetic')",-2.7374532,-2.7349997,0.0024535
11,-1.4492978,-1.4782434,"('unhelpful', 'helpful')",-1.4492978,-1.4782434,-0.0289456
12,-1.7076262,-1.7175689,"('unsupportive', 'supportive')",-1.7076262,-1.7175689,-0.0099427
13,-1.1281309,-1.1189985,"('impolite', 'polite')",-1.1281309,-1.1189985,0.0091324
14,-0.5087861,-0.55340606,"('antisocial', 'social')",-0.5087861,-0.5534061,-0.04462
15,1.2353657,1.1476175,"('boring', 'funny')",1.2353657,1.1476175,-0.0877482
16,1.08044,1.0614762,"('unpopular', 'popular')",1.08044,1.0614762,-0.0189638
17,-0.95440793,-0.8813591,"('nasty', 'nice')",-0.9544079,-0.8813591,0.0730488
18,-0.88777894,-0.8778264,"('disagreeable', 'welcoming')",-0.8877789,-0.8778264,0.0099525
19,0.09635402,0.18901171,"('inhospitable', 'hospitable')",0.096354,0.1890117,0.0926577
20,-0.6924811,-0.6389204,"('rough', 'thoughtful')",-0.6924811,-0.6389204,0.0535607
21,-1.815842,-1.7540467,"('immoral', 'moral')",-1.815842,-1.7540467,0.0617953
22,-0.72754115,-0.81022877,"('untrustworthy', 'trustworthy')",-0.7275411,-0.8102288,-0.0826877
23,-0.4989024,-0.51196986,"('insincere', 'sincere')",-0.4989024,-0.5119699,-0.0130675
24,-1.2797446,-1.3717563,"('dishonest', 'honest')",-1.2797446,-1.3717563,-0.0920117
25,0.053044017,0.06955543,"('egoistic', 'altruistic')",0.053044,0.0695554,0.0165114
26,0.4444759,0.22002657,"('hardhearted', 'benevolent')",0.4444759,0.2200266,-0.2244493
27,-0.7783973,-0.87747043,"('hardhearted', 'softhearted')",-0.7783973,-0.8774704,-0.0990731
28,-1.1931908,-1.3091086,"('disloyal', 'loyal')",-1.1931908,-1.3091086,-0.1159178
29,0.12664883,0.060188666,"('unfair', 'fair')",0.1266488,0.0601887,-0.0664601
30,-1.300122,-1.2578261,"('intolerant', 'tolerant')",-1.300122,-1.2578261,0.0422959
31,0.7749182,0.79857874,"('evil', 'good')",0.7749182,0.7985787,0.0236605
32,-0.53555304,-0.685449,"('unkind', 'kind')",-0.535553,-0.685449,-0.149896
33,0.58446497,0.49246368,"('wrong', 'right')",0.584465,0.4924637,-0.0920013
34,0.1649665,0.34757748,"('mean', 'honorable')",0.1649665,0.3475775,0.182611
35,2.1734552,2.1193008,"('corrupt', 'incorrupt')",2.1734552,2.1193008,-0.0541544
36,0.76667154,0.7300083,"('hostile', 'amicable')",0.7666715,0.7300083,-0.0366632
37,-0.10823465,-0.0632433,"('fake', 'genuine')",-0.1082347,-0.0632433,0.0449914
38,-0.32035333,-0.384069,"('untruthful', 'truthful')",-0.3203533,-0.384069,-0.0637157
39,0.264447,0.34973496,"('exploitative', 'cooperative')",0.264447,0.349735,0.085288
40,-1.3695649,-1.3927538,"('stingy', 'generous')",-1.3695649,-1.3927538,-0.0231889
41,-0.6403312,-0.71103454,"('unforgiving', 'forgiving')",-0.6403312,-0.7110345,-0.0707033
42,-0.3225176,-0.22134732,"('unreliable', 'reliable')",-0.3225176,-0.2213473,0.1011703
43,-1.1505381,-1.1339481,"('irresponsible', 'responsible')",-1.1505381,-1.1339481,0.01659
44,-0.49489027,-0.376285,"('prejudiced', 'unprejudiced')",-0.4948903,-0.376285,0.1186053
45,-0.58284473,-0.6673464,"('incompetent', 'competent')",-0.5828447,-0.6673464,-0.0845017
46,-1.3418087,-1.3013058,"('uncompetitive', 'competitive')",-1.3418087,-1.3013058,0.0405029
47,1.0529214,1.0795047,"('stupid', 'smart')",1.0529214,1.0795047,0.0265833
48,-1.8017914,-1.8662434,"('unintelligent', 'intelligent')",-1.8017914,-1.8662434,-0.064452
49,-0.49204102,-0.39454883,"('unable', 'able')",-0.492041,-0.3945488,0.0974922
50,0.62013996,0.5503433,"('clumsy', 'skillful')",0.62014,0.5503433,-0.0697967
51,-0.73262477,-0.77061236,"('uneducated', 'educated')",-0.7326248,-0.7706124,-0.0379876
52,0.20629337,0.066076525,"('irrational', 'rational')",0.2062934,0.0660765,-0.1402169
53,-0.57658726,-0.5799053,"('uncreative', 'creative')",-0.5765873,-0.5799053,-0.003318
54,0.3618439,0.3103356,"('incapable', 'capable')",0.3618439,0.3103356,-0.0515083
55,-1.5127904,-1.4913412,"('incompetent', 'clever')",-1.5127904,-1.4913412,0.0214492
56,0.49441263,0.5116519,"('impractical', 'practical')",0.4944126,0.5116519,0.0172393
57,-1.3663634,-1.3606861,"('unimaginative', 'imaginative')",-1.3663634,-1.3606861,0.0056773
58,0.41986924,0.4207751,"('undiscriminating', 'discriminating')",0.4198692,0.4207751,0.0009059
59,1.6281883,1.5211736,"('foolish', 'wise')",1.6281883,1.5211736,-0.1070147
60,-1.571621,-1.4909779,"('inefficient', 'efficient')",-1.5716209,-1.4909779,0.080643
61,-0.86834645,-1.0119774,"('illogical', 'logical')",-0.8683465,-1.0119774,-0.1436309
62,-1.4864749,-1.46484,"('incompetent', 'brilliant')",-1.4864749,-1.4648401,0.0216348
63,-0.65478444,-0.64618737,"('unperceptive', 'insightful')",-0.6547844,-0.6461874,0.008597
64,-1.5964237,-1.5882226,"('shy', 'confident')",-1.5964237,-1.5882226,0.0082011
65,-1.5063168,-1.486309,"('insecure', 'secure')",-1.5063168,-1.4863091,0.0200077
66,-0.03843629,-0.036950838,"('inactive', 'active')",-0.0384363,-0.0369508,0.0014855
67,0.5673861,0.62469274,"('doubtful', 'determined')",0.5673861,0.6246927,0.0573066
68,0.12396185,0.143215,"('dependent', 'independent')",0.1239619,0.143215,0.0192531
69,1.6550269,1.6749078,"('lazy', 'industrious')",1.6550269,1.6749078,0.0198809
70,-0.8993811,-0.84656787,"('lethargic', 'energetic')",-0.8993811,-0.8465679,0.0528132
71,0.71232194,0.75337464,"('diffident', 'self-confident')",0.7123219,0.7533746,0.0410527
72,-0.683141,-0.7639106,"('unambitious', 'ambitious')",-0.683141,-0.7639106,-0.0807696
73,0.16221064,0.17229113,"('helpless', 'self-reliant')",0.1622106,0.1722911,0.0100805
74,0.14838439,0.15943058,"('undedicated', 'dedicated')",0.1483844,0.1594306,0.0110462
75,0.8154981,0.8206279,"('meek', 'impulsive')",0.8154981,0.8206279,0.0051298
76,-1.6514764,-1.5164256,"('anxious', 'daring')",-1.6514764,-1.5164256,0.1350508
77,-0.5643433,-0.41920117,"('unmotivated', 'motivated')",-0.5643433,-0.4192012,0.1451421
78,-0.36319715,-0.31137905,"('nonresilient', 'resilient')",-0.3631971,-0.311379,0.0518181
79,1.045478,1.0346402,"('wavering', 'unwavering')",1.045478,1.0346402,-0.0108378
80,-0.68135005,-0.6823582,"('dominated', 'dominating')",-0.6813501,-0.6823582,-0.0010081
81,-1.6434526,-1.6640058,"('submissive', 'aggressive')",-1.6434526,-1.6640058,-0.0205532
82,0.4717631,0.5046567,"('poor', 'rich')",0.4717631,0.5046567,0.0328936
83,0.22917384,0.19872731,"('powerless', 'powerful')",0.2291738,0.1987273,-0.0304465
84,-0.043065555,-0.0326123,"('inferior', 'superior')",-0.0430656,-0.0326123,0.0104533
85,1.1548612,1.1953859,"('insignificant', 'prestigious')",1.1548612,1.1953859,0.0405247
86,-1.1154503,-1.3000168,"('uninfluential', 'influential')",-1.1154503,-1.3000168,-0.1845665
87,0.21499649,0.14390108,"('unsuccessful', 'successful')",0.2149965,0.1439011,-0.0710954
88,-0.91743904,-0.9407492,"('low', 'eminent')",-0.917439,-0.9407492,-0.0233102
