,fedora_male,fedora_female,tuple,average_male,average_female,female-male
0,-0.14934923,-0.19535753,"('unsociable', 'sociable')",-0.1493492,-0.1953575,-0.0460083
1,-0.038346738,-0.29825872,"('unfriendly', 'friendly')",-0.0383467,-0.2982587,-0.259912
2,0.81302035,0.74098426,"('unlikable', 'likable')",0.8130203,0.7409843,-0.072036
3,-0.23070614,-0.084204294,"('repellent', 'pleasant')",-0.2307061,-0.0842043,0.1465018
4,-3.1797636,-3.083482,"('disliked', 'liked')",-3.1797636,-3.083482,0.0962816
5,-0.7589895,-0.9776643,"('distant', 'outgoing')",-0.7589895,-0.9776643,-0.2186748
6,-0.8888956,-1.1835811,"('distant', 'open')",-0.8888956,-1.1835811,-0.2946855
7,-0.22739309,-0.15343969,"('insensitive', 'sensitive')",-0.2273931,-0.1534397,0.0739534
8,-0.03972119,-0.25230023,"('unaffectionate', 'affectionate')",-0.0397212,-0.2523002,-0.212579
9,-0.25852782,-0.44854608,"('unaffectionate', 'caring')",-0.2585278,-0.4485461,-0.1900183
10,-0.67934036,-0.52820367,"('unsympathetic', 'sympathetic')",-0.6793404,-0.5282037,0.1511367
11,0.50128055,0.53527886,"('unhelpful', 'helpful')",0.5012805,0.5352789,0.0339984
12,-0.97339123,-0.91388285,"('unsupportive', 'supportive')",-0.9733912,-0.9138829,0.0595083
13,-0.701509,-0.66682184,"('impolite', 'polite')",-0.701509,-0.6668218,0.0346872
14,0.42609414,0.511928,"('antisocial', 'social')",0.4260941,0.511928,0.0858339
15,0.32582614,0.18376827,"('boring', 'funny')",0.3258261,0.1837683,-0.1420578
16,-0.30833095,-0.44540638,"('unpopular', 'popular')",-0.308331,-0.4454064,-0.1370754
17,-0.753981,-0.6917267,"('nasty', 'nice')",-0.753981,-0.6917267,0.0622543
18,-0.66344,-0.6397403,"('disagreeable', 'welcoming')",-0.66344,-0.6397403,0.0236997
19,-1.0830489,-1.1885263,"('inhospitable', 'hospitable')",-1.0830489,-1.1885263,-0.1054774
20,0.25614402,0.22291869,"('rough', 'thoughtful')",0.256144,0.2229187,-0.0332253
21,-0.14758529,0.011222947,"('immoral', 'moral')",-0.1475853,0.0112229,0.1588082
22,-0.2623116,-0.15092766,"('untrustworthy', 'trustworthy')",-0.2623116,-0.1509277,0.1113839
23,2.770401,2.6878295,"('insincere', 'sincere')",2.770401,2.6878295,-0.0825715
24,-0.037510566,-0.12454279,"('dishonest', 'honest')",-0.0375106,-0.1245428,-0.0870322
25,0.28573328,0.06809157,"('egoistic', 'altruistic')",0.2857333,0.0680916,-0.2176417
26,0.80248356,0.66437066,"('hardhearted', 'benevolent')",0.8024836,0.6643707,-0.1381129
27,0.36129382,0.17865825,"('hardhearted', 'softhearted')",0.3612938,0.1786582,-0.1826356
28,0.17601633,0.041605078,"('disloyal', 'loyal')",0.1760163,0.0416051,-0.1344112
29,-0.9165842,-0.96974903,"('unfair', 'fair')",-0.9165842,-0.969749,-0.0531648
30,0.68212205,0.72366,"('intolerant', 'tolerant')",0.6821221,0.72366,0.0415379
31,-1.3300768,-1.3761755,"('evil', 'good')",-1.3300768,-1.3761755,-0.0460987
32,0.61882997,0.48449776,"('unkind', 'kind')",0.61883,0.4844978,-0.1343322
33,0.19260406,0.010969527,"('wrong', 'right')",0.1926041,0.0109695,-0.1816346
