,query_male,query_female,tuple,average_male,average_female,female-male
0,0.47367403,0.33381766,"('unsociable', 'sociable')",0.473674,0.3338177,-0.1398563
1,0.79887176,0.8106502,"('unfriendly', 'friendly')",0.7988718,0.8106502,0.0117784
2,-0.04646724,0.09966119,"('unlikable', 'likable')",-0.0464672,0.0996612,0.1461284
3,0.8487278,1.0168239,"('repellent', 'pleasant')",0.8487278,1.0168239,0.1680961
4,-7.1012616,-7.33308,"('disliked', 'liked')",-7.1012616,-7.3330798,-0.2318182
5,-0.87799984,-0.8949457,"('distant', 'outgoing')",-0.8779998,-0.8949457,-0.0169459
6,-0.23240225,-0.32324395,"('distant', 'open')",-0.2324023,-0.3232439,-0.0908416
7,1.5881913,1.6195731,"('insensitive', 'sensitive')",1.5881913,1.6195731,0.0313818
8,0.8468946,0.874054,"('unaffectionate', 'affectionate')",0.8468946,0.874054,0.0271594
9,1.1568458,1.2099167,"('unaffectionate', 'caring')",1.1568458,1.2099167,0.0530709
10,1.3728074,1.3687935,"('unsympathetic', 'sympathetic')",1.3728074,1.3687935,-0.0040139
11,1.6343237,1.7585313,"('unhelpful', 'helpful')",1.6343237,1.7585313,0.1242076
12,-1.5457588,-1.5217783,"('unsupportive', 'supportive')",-1.5457588,-1.5217783,0.0239805
13,0.21008599,0.37071377,"('impolite', 'polite')",0.210086,0.3707138,0.1606278
14,0.4511586,0.43757203,"('antisocial', 'social')",0.4511586,0.437572,-0.0135866
15,0.4428084,0.32804197,"('boring', 'funny')",0.4428084,0.328042,-0.1147664
16,-0.90904415,-0.94747776,"('unpopular', 'popular')",-0.9090441,-0.9474778,-0.0384337
17,-0.1630012,-0.18115,"('nasty', 'nice')",-0.1630012,-0.18115,-0.0181488
18,-0.71164995,-0.57695264,"('disagreeable', 'welcoming')",-0.71165,-0.5769526,0.1346974
19,-1.0969111,-1.0554173,"('inhospitable', 'hospitable')",-1.0969111,-1.0554173,0.0414938
20,0.905835,0.8491819,"('rough', 'thoughtful')",0.905835,0.8491819,-0.0566531
21,-0.009532802,0.1890726,"('immoral', 'moral')",-0.0095328,0.1890726,0.1986054
22,0.2986632,0.2522531,"('untrustworthy', 'trustworthy')",0.2986632,0.2522531,-0.0464101
23,5.975449,6.2746363,"('insincere', 'sincere')",5.9754491,6.2746363,0.2991872
24,1.45189,1.5132474,"('dishonest', 'honest')",1.45189,1.5132474,0.0613574
25,0.56316715,0.6417018,"('egoistic', 'altruistic')",0.5631672,0.6417018,0.0785346
26,1.373982,1.1505083,"('hardhearted', 'benevolent')",1.373982,1.1505083,-0.2234737
27,1.6856582,1.5566223,"('hardhearted', 'softhearted')",1.6856582,1.5566223,-0.1290359
28,1.4426048,1.2731299,"('disloyal', 'loyal')",1.4426048,1.2731299,-0.1694749
29,-0.54441917,-0.7082845,"('unfair', 'fair')",-0.5444192,-0.7082845,-0.1638653
30,0.97440773,1.0299541,"('intolerant', 'tolerant')",0.9744077,1.0299541,0.0555464
31,-1.3854035,-1.486638,"('evil', 'good')",-1.3854035,-1.4866379,-0.1012344
32,1.3642242,1.2883309,"('unkind', 'kind')",1.3642242,1.2883309,-0.0758933
33,-0.49163723,-0.5267571,"('wrong', 'right')",-0.4916372,-0.5267571,-0.0351199
34,3.7452955,4.122033,"('mean', 'honorable')",3.7452955,4.1220331,0.3767376
35,-1.0210264,-1.4097736,"('corrupt', 'incorrupt')",-1.0210264,-1.4097736,-0.3887472
36,-0.92564934,-1.1881505,"('hostile', 'amicable')",-0.9256493,-1.1881505,-0.2625012
37,1.1128731,1.1318793,"('fake', 'genuine')",1.1128731,1.1318793,0.0190062
38,-0.55692613,-0.40639913,"('untruthful', 'truthful')",-0.5569261,-0.4063991,0.150527
39,0.3687849,0.42559558,"('exploitative', 'cooperative')",0.3687849,0.4255956,0.0568107
40,-1.1050065,-1.2185303,"('stingy', 'generous')",-1.1050065,-1.2185303,-0.1135238
41,0.92227364,0.79520345,"('unforgiving', 'forgiving')",0.9222736,0.7952034,-0.1270702
42,-1.6898639,-1.8153692,"('unreliable', 'reliable')",-1.6898639,-1.8153692,-0.1255053
43,1.1500075,1.306427,"('irresponsible', 'responsible')",1.1500075,1.306427,0.1564195
44,-1.163454,-1.2321919,"('prejudiced', 'unprejudiced')",-1.1634541,-1.2321919,-0.0687378
45,0.8643819,0.6605224,"('incompetent', 'competent')",0.8643819,0.6605224,-0.2038595
46,-0.144917,-0.19925773,"('uncompetitive', 'competitive')",-0.144917,-0.1992577,-0.0543407
47,4.7146397,4.9500785,"('stupid', 'smart')",4.7146397,4.9500785,0.2354388
48,0.5021636,0.57903624,"('unintelligent', 'intelligent')",0.5021636,0.5790362,0.0768726
49,-0.5490639,-0.47396877,"('unable', 'able')",-0.5490639,-0.4739688,0.0750951
50,-0.41032335,-0.4270684,"('clumsy', 'skillful')",-0.4103234,-0.4270684,-0.016745
51,0.6650057,0.7428393,"('uneducated', 'educated')",0.6650057,0.7428393,0.0778336
52,-0.41608268,-0.5729344,"('irrational', 'rational')",-0.4160827,-0.5729344,-0.1568517
53,-0.17320086,-0.2964137,"('uncreative', 'creative')",-0.1732009,-0.2964137,-0.1232128
54,0.6228278,0.6710825,"('incapable', 'capable')",0.6228278,0.6710825,0.0482547
55,1.1809965,1.2972956,"('incompetent', 'clever')",1.1809965,1.2972956,0.1162991
56,0.5417695,0.5578152,"('impractical', 'practical')",0.5417695,0.5578152,0.0160457
57,-1.4412029,-1.715563,"('unimaginative', 'imaginative')",-1.4412029,-1.7155631,-0.2743602
58,0.64413077,0.6093219,"('undiscriminating', 'discriminating')",0.6441308,0.6093219,-0.0348089
59,-0.43361408,-0.43381694,"('foolish', 'wise')",-0.4336141,-0.4338169,-0.0002028
60,0.5147192,0.8055516,"('inefficient', 'efficient')",0.5147192,0.8055516,0.2908324
61,0.5633065,0.40407288,"('illogical', 'logical')",0.5633065,0.4040729,-0.1592336
62,0.6019372,0.81399965,"('incompetent', 'brilliant')",0.6019372,0.8139997,0.2120625
63,0.40526077,0.53309,"('unperceptive', 'insightful')",0.4052608,0.53309,0.1278292
64,-5.8943,-5.9250937,"('shy', 'confident')",-5.8943,-5.9250937,-0.0307937
65,0.7133447,0.8853432,"('insecure', 'secure')",0.7133447,0.8853432,0.1719985
66,-0.44362074,-0.64854676,"('inactive', 'active')",-0.4436207,-0.6485468,-0.2049261
67,-0.9402366,-0.8267558,"('doubtful', 'determined')",-0.9402366,-0.8267558,0.1134808
68,-1.0285482,-0.91178244,"('dependent', 'independent')",-1.0285482,-0.9117824,0.1167658
69,-2.314567,-2.4194798,"('lazy', 'industrious')",-2.3145671,-2.4194798,-0.1049127
70,1.8062665,1.7260668,"('lethargic', 'energetic')",1.8062665,1.7260668,-0.0801997
71,0.08522088,0.0080595,"('diffident', 'self-confident')",0.0852209,0.0080595,-0.0771614
72,0.8998002,1.1529752,"('unambitious', 'ambitious')",0.8998002,1.1529752,0.253175
73,-2.7273574,-2.7235267,"('helpless', 'self-reliant')",-2.7273574,-2.7235267,0.0038307
74,0.689556,0.5677849,"('undedicated', 'dedicated')",0.689556,0.5677849,-0.1217711
75,-0.89415085,-0.9367607,"('meek', 'impulsive')",-0.8941509,-0.9367607,-0.0426098
76,0.6478409,0.7748747,"('anxious', 'daring')",0.6478409,0.7748747,0.1270338
77,-1.5535889,-1.440494,"('unmotivated', 'motivated')",-1.5535889,-1.4404939,0.113095
78,-0.83977085,-0.96252674,"('nonresilient', 'resilient')",-0.8397709,-0.9625267,-0.1227558
79,-0.38065633,-0.52823406,"('wavering', 'unwavering')",-0.3806563,-0.5282341,-0.1475778
80,0.28589284,0.16749439,"('dominated', 'dominating')",0.2858928,0.1674944,-0.1183984
81,0.25987703,0.28692704,"('submissive', 'aggressive')",0.259877,0.286927,0.02705
82,6.0811553,6.175841,"('poor', 'rich')",6.0811553,6.1758409,0.0946856
83,-0.44879505,-0.4348446,"('powerless', 'powerful')",-0.4487951,-0.4348446,0.0139505
84,0.3141253,0.30264604,"('inferior', 'superior')",0.3141253,0.302646,-0.0114793
85,-1.2707659,-1.3401915,"('insignificant', 'prestigious')",-1.2707659,-1.3401915,-0.0694256
86,0.7765129,0.65620655,"('uninfluential', 'influential')",0.7765129,0.6562065,-0.1203064
87,-0.095049515,-0.034066565,"('unsuccessful', 'successful')",-0.0950495,-0.0340666,0.0609829
88,0.2386053,0.2550591,"('low', 'eminent')",0.2386053,0.2550591,0.0164538
