,glockenspiel_male,glockenspiel_female,tuple,average_male,average_female,female-male
0,-0.43688548,-0.48314208,"('unsociable', 'sociable')",-0.4368855,-0.4831421,-0.0462566
1,-0.28078502,-0.47637945,"('unfriendly', 'friendly')",-0.280785,-0.4763795,-0.1955945
2,-0.10305913,-0.066150516,"('unlikable', 'likable')",-0.1030591,-0.0661505,0.0369086
3,-1.1266737,-0.92205644,"('repellent', 'pleasant')",-1.1266737,-0.9220564,0.2046173
4,-0.19373554,-0.31678477,"('disliked', 'liked')",-0.1937355,-0.3167848,-0.1230493
5,0.7790095,0.755,"('distant', 'outgoing')",0.7790095,0.755,-0.0240095
6,1.006143,0.9898119,"('distant', 'open')",1.006143,0.9898119,-0.0163311
7,-0.5927213,-0.5630587,"('insensitive', 'sensitive')",-0.5927213,-0.5630587,0.0296626
8,-0.00439033,-0.12215164,"('unaffectionate', 'affectionate')",-0.0043903,-0.1221516,-0.1177613
9,-0.49052268,-0.63004994,"('unaffectionate', 'caring')",-0.4905227,-0.6300499,-0.1395272
10,-2.610532,-2.5810807,"('unsympathetic', 'sympathetic')",-2.610532,-2.5810807,0.0294513
11,-1.4632798,-1.525608,"('unhelpful', 'helpful')",-1.4632798,-1.5256079,-0.0623281
12,-1.486113,-1.5210501,"('unsupportive', 'supportive')",-1.486113,-1.5210501,-0.0349371
13,-1.2828265,-1.2091686,"('impolite', 'polite')",-1.2828265,-1.2091686,0.0736579
14,-0.43483037,-0.42545927,"('antisocial', 'social')",-0.4348304,-0.4254593,0.0093711
15,1.4526216,1.3150663,"('boring', 'funny')",1.4526216,1.3150663,-0.1375553
16,0.9317424,0.9530255,"('unpopular', 'popular')",0.9317424,0.9530255,0.0212831
17,-0.82652485,-0.71337765,"('nasty', 'nice')",-0.8265249,-0.7133777,0.1131472
18,-0.89049864,-0.8810622,"('disagreeable', 'welcoming')",-0.8904986,-0.8810622,0.0094364
19,0.17808183,0.26513278,"('inhospitable', 'hospitable')",0.1780818,0.2651328,0.087051
20,-0.82963514,-0.8011455,"('rough', 'thoughtful')",-0.8296351,-0.8011455,0.0284896
21,-1.9562292,-1.8886007,"('immoral', 'moral')",-1.9562292,-1.8886007,0.0676285
22,-0.655385,-0.7977057,"('untrustworthy', 'trustworthy')",-0.655385,-0.7977057,-0.1423207
23,-0.4415432,-0.50019455,"('insincere', 'sincere')",-0.4415432,-0.5001945,-0.0586513
24,-1.2988001,-1.3998665,"('dishonest', 'honest')",-1.2988001,-1.3998665,-0.1010664
25,0.19225353,0.17658755,"('egoistic', 'altruistic')",0.1922535,0.1765876,-0.0156659
26,0.78522843,0.54667634,"('hardhearted', 'benevolent')",0.7852284,0.5466763,-0.2385521
27,-0.69212484,-0.80074066,"('hardhearted', 'softhearted')",-0.6921248,-0.8007407,-0.1086159
28,-1.1398408,-1.2807568,"('disloyal', 'loyal')",-1.1398408,-1.2807568,-0.140916
29,0.021332841,-0.061055295,"('unfair', 'fair')",0.0213328,-0.0610553,-0.0823881
30,-1.3189985,-1.2876676,"('intolerant', 'tolerant')",-1.3189985,-1.2876676,0.0313309
31,0.90307695,0.86700517,"('evil', 'good')",0.9030769,0.8670052,-0.0360717
32,-0.44700247,-0.55333436,"('unkind', 'kind')",-0.4470025,-0.5533344,-0.1063319
33,0.5968734,0.5124696,"('wrong', 'right')",0.5968734,0.5124696,-0.0844038
34,0.100298494,0.22385058,"('mean', 'honorable')",0.1002985,0.2238506,0.1235521
35,2.1055877,2.022421,"('corrupt', 'incorrupt')",2.1055877,2.0224209,-0.0831668
36,0.9620756,0.85112333,"('hostile', 'amicable')",0.9620756,0.8511233,-0.1109523
37,-0.23415704,-0.21805754,"('fake', 'genuine')",-0.234157,-0.2180575,0.0160995
38,-0.29470623,-0.3968141,"('untruthful', 'truthful')",-0.2947062,-0.3968141,-0.1021079
39,0.043729074,0.13675259,"('exploitative', 'cooperative')",0.0437291,0.1367526,0.0930235
40,-1.2381645,-1.2963428,"('stingy', 'generous')",-1.2381645,-1.2963428,-0.0581783
41,-0.32534176,-0.46215135,"('unforgiving', 'forgiving')",-0.3253418,-0.4621513,-0.1368095
42,-0.4756158,-0.36313635,"('unreliable', 'reliable')",-0.4756158,-0.3631364,0.1124794
43,-1.2572212,-1.2629685,"('irresponsible', 'responsible')",-1.2572212,-1.2629685,-0.0057473
44,-0.6110592,-0.5207639,"('prejudiced', 'unprejudiced')",-0.6110592,-0.5207639,0.0902953
45,-0.35662156,-0.4969958,"('incompetent', 'competent')",-0.3566216,-0.4969958,-0.1403742
46,-1.2176813,-1.264808,"('uncompetitive', 'competitive')",-1.2176813,-1.2648081,-0.0471268
47,1.0123702,1.0805993,"('stupid', 'smart')",1.0123702,1.0805993,0.0682291
48,-1.7062485,-1.7965682,"('unintelligent', 'intelligent')",-1.7062485,-1.7965682,-0.0903197
49,-0.37082177,-0.27671757,"('unable', 'able')",-0.3708218,-0.2767176,0.0941042
50,0.7117684,0.6427492,"('clumsy', 'skillful')",0.7117684,0.6427492,-0.0690192
51,-0.73111886,-0.7346414,"('uneducated', 'educated')",-0.7311189,-0.7346414,-0.0035225
52,0.18764453,0.056313314,"('irrational', 'rational')",0.1876445,0.0563133,-0.1313312
53,-0.53002614,-0.51370806,"('uncreative', 'creative')",-0.5300261,-0.5137081,0.016318
54,0.51041484,0.46287695,"('incapable', 'capable')",0.5104148,0.4628769,-0.0475379
55,-1.5022111,-1.4918964,"('incompetent', 'clever')",-1.5022111,-1.4918964,0.0103147
56,0.29712293,0.31582636,"('impractical', 'practical')",0.2971229,0.3158264,0.0187035
57,-1.0764536,-1.1328568,"('unimaginative', 'imaginative')",-1.0764536,-1.1328568,-0.0564032
58,0.6419432,0.6091301,"('undiscriminating', 'discriminating')",0.6419432,0.6091301,-0.0328131
59,1.5723963,1.5184354,"('foolish', 'wise')",1.5723963,1.5184354,-0.0539609
60,-1.7385617,-1.6484474,"('inefficient', 'efficient')",-1.7385617,-1.6484474,0.0901143
61,-0.8646296,-0.95498675,"('illogical', 'logical')",-0.8646296,-0.9549868,-0.0903572
62,-1.3986988,-1.3729776,"('incompetent', 'brilliant')",-1.3986988,-1.3729776,0.0257212
63,-0.3988768,-0.45965803,"('unperceptive', 'insightful')",-0.3988768,-0.459658,-0.0607812
64,-1.812508,-1.7491864,"('shy', 'confident')",-1.812508,-1.7491864,0.0633216
65,-1.6550084,-1.6201433,"('insecure', 'secure')",-1.6550084,-1.6201433,0.0348651
66,-0.2098301,-0.20437935,"('inactive', 'active')",-0.2098301,-0.2043793,0.0054508
67,0.34070382,0.45764908,"('doubtful', 'determined')",0.3407038,0.4576491,0.1169453
68,-0.04265268,0.023244478,"('dependent', 'independent')",-0.0426527,0.0232445,0.0658972
69,1.6528456,1.7128104,"('lazy', 'industrious')",1.6528456,1.7128104,0.0599648
70,-0.88411874,-0.9148413,"('lethargic', 'energetic')",-0.8841187,-0.9148413,-0.0307226
71,0.6046862,0.5870293,"('diffident', 'self-confident')",0.6046862,0.5870293,-0.0176569
72,-0.5065461,-0.553394,"('unambitious', 'ambitious')",-0.5065461,-0.553394,-0.0468479
73,-0.015025146,-0.005832717,"('helpless', 'self-reliant')",-0.0150251,-0.0058327,0.0091924
74,0.14843747,0.12889677,"('undedicated', 'dedicated')",0.1484375,0.1288968,-0.0195407
75,0.94291806,0.90601325,"('meek', 'impulsive')",0.9429181,0.9060133,-0.0369048
76,-1.7197028,-1.609426,"('anxious', 'daring')",-1.7197028,-1.609426,0.1102768
77,-0.5762605,-0.45403814,"('unmotivated', 'motivated')",-0.5762605,-0.4540381,0.1222224
78,-0.34026295,-0.33984026,"('nonresilient', 'resilient')",-0.3402629,-0.3398403,0.0004226
79,1.2690572,1.2019964,"('wavering', 'unwavering')",1.2690572,1.2019964,-0.0670608
80,-0.6156833,-0.6055994,"('dominated', 'dominating')",-0.6156833,-0.6055994,0.0100839
81,-1.4071563,-1.3762509,"('submissive', 'aggressive')",-1.4071563,-1.3762509,0.0309054
82,0.64988613,0.6888261,"('poor', 'rich')",0.6498861,0.6888261,0.03894
83,0.006644684,0.022094656,"('powerless', 'powerful')",0.0066447,0.0220947,0.01545
84,-0.2063104,-0.20635493,"('inferior', 'superior')",-0.2063104,-0.2063549,-4.45e-05
85,1.200198,1.2062802,"('insignificant', 'prestigious')",1.2001981,1.2062802,0.0060821
86,-0.8074759,-1.015258,"('uninfluential', 'influential')",-0.8074759,-1.015258,-0.2077821
87,0.23511665,0.19771366,"('unsuccessful', 'successful')",0.2351166,0.1977137,-0.0374029
88,-0.6598628,-0.697488,"('low', 'eminent')",-0.6598628,-0.697488,-0.0376252
