,basil_male,basil_female,tuple,average_male,average_female,female-male
0,0.5043032,0.47524595,"('unsociable', 'sociable')",0.5043032,0.475246,-0.0290572
1,1.399672,1.4654319,"('unfriendly', 'friendly')",1.399672,1.4654319,0.0657599
2,0.7898009,0.9182608,"('unlikable', 'likable')",0.7898009,0.9182608,0.1284599
3,1.0412436,1.2633157,"('repellent', 'pleasant')",1.0412436,1.2633157,0.2220721
4,-6.69035,-6.6249027,"('disliked', 'liked')",-6.6903501,-6.6249027,0.0654474
5,-0.14771636,0.013509383,"('distant', 'outgoing')",-0.1477164,0.0135094,0.1612258
6,0.039533533,0.20336565,"('distant', 'open')",0.0395335,0.2033657,0.1638322
7,1.583022,1.6779374,"('insensitive', 'sensitive')",1.583022,1.6779374,0.0949154
8,0.8821488,0.853621,"('unaffectionate', 'affectionate')",0.8821488,0.853621,-0.0285278
9,1.3247536,1.3896961,"('unaffectionate', 'caring')",1.3247536,1.3896961,0.0649425
10,1.6609726,1.678284,"('unsympathetic', 'sympathetic')",1.6609726,1.678284,0.0173114
11,2.0770724,2.1266978,"('unhelpful', 'helpful')",2.0770724,2.1266978,0.0496254
12,-0.82411736,-0.75799215,"('unsupportive', 'supportive')",-0.8241174,-0.7579921,0.0661253
13,0.420483,0.39097258,"('impolite', 'polite')",0.420483,0.3909726,-0.0295104
14,0.42078283,0.32438666,"('antisocial', 'social')",0.4207828,0.3243867,-0.0963961
15,0.38218424,0.43536258,"('boring', 'funny')",0.3821842,0.4353626,0.0531784
16,-0.5387126,-0.35827115,"('unpopular', 'popular')",-0.5387126,-0.3582712,0.1804414
17,0.11753184,0.12349109,"('nasty', 'nice')",0.1175318,0.1234911,0.0059593
18,-0.15860589,-0.15712157,"('disagreeable', 'welcoming')",-0.1586059,-0.1571216,0.0014843
19,-0.10478388,0.0022040103,"('inhospitable', 'hospitable')",-0.1047839,0.002204,0.1069879
20,0.9088125,0.86470664,"('rough', 'thoughtful')",0.9088125,0.8647066,-0.0441059
21,0.5707192,0.6109541,"('immoral', 'moral')",0.5707192,0.6109541,0.0402349
22,0.34388208,0.22306266,"('untrustworthy', 'trustworthy')",0.3438821,0.2230627,-0.1208194
23,6.73953,6.8578215,"('insincere', 'sincere')",6.7395301,6.8578215,0.1182914
24,2.244278,2.317955,"('dishonest', 'honest')",2.244278,2.317955,0.073677
25,0.35401756,0.30002406,"('egoistic', 'altruistic')",0.3540176,0.3000241,-0.0539935
26,0.0159466,-0.03555218,"('hardhearted', 'benevolent')",0.0159466,-0.0355522,-0.0514988
27,1.661543,1.6267939,"('hardhearted', 'softhearted')",1.661543,1.6267939,-0.0347491
28,1.1822702,1.2319043,"('disloyal', 'loyal')",1.1822702,1.2319043,0.0496341
29,-0.04012757,-0.13462834,"('unfair', 'fair')",-0.0401276,-0.1346283,-0.0945007
30,1.4427744,1.2653944,"('intolerant', 'tolerant')",1.4427744,1.2653944,-0.17738
31,-1.3674604,-1.2678866,"('evil', 'good')",-1.3674604,-1.2678866,0.0995738
32,1.365563,1.3272623,"('unkind', 'kind')",1.365563,1.3272623,-0.0383007
33,-0.7831396,-0.7189916,"('wrong', 'right')",-0.7831396,-0.7189916,0.064148
34,4.633794,4.8284736,"('mean', 'honorable')",4.6337938,4.8284736,0.1946798
35,-1.1753596,-1.2003477,"('corrupt', 'incorrupt')",-1.1753596,-1.2003477,-0.0249881
36,-1.118456,-1.1590595,"('hostile', 'amicable')",-1.118456,-1.1590595,-0.0406035
37,1.0231646,1.0684661,"('fake', 'genuine')",1.0231646,1.0684661,0.0453015
38,0.19424868,0.15097766,"('untruthful', 'truthful')",0.1942487,0.1509777,-0.043271
