,interior_male,interior_female,tuple,average_male,average_female,female-male
0,-0.104776315,-0.16466081,"('unsociable', 'sociable')",-0.1047763,-0.1646608,-0.0598845
1,0.99329376,0.8413305,"('unfriendly', 'friendly')",0.9932938,0.8413305,-0.1519633
2,0.4773334,0.55784833,"('unlikable', 'likable')",0.4773334,0.5578483,0.0805149
3,0.30832466,0.3696306,"('repellent', 'pleasant')",0.3083247,0.3696306,0.0613059
4,-6.700391,-6.9050517,"('disliked', 'liked')",-6.7003908,-6.9050517,-0.2046609
5,-0.6410577,-0.69082874,"('distant', 'outgoing')",-0.6410577,-0.6908287,-0.049771
6,-0.1766657,-0.27372918,"('distant', 'open')",-0.1766657,-0.2737292,-0.0970635
7,1.060609,1.0860974,"('insensitive', 'sensitive')",1.060609,1.0860974,0.0254884
8,0.887438,0.71291554,"('unaffectionate', 'affectionate')",0.887438,0.7129155,-0.1745225
9,1.5761414,1.5689882,"('unaffectionate', 'caring')",1.5761414,1.5689882,-0.0071532
10,0.8971079,0.9472405,"('unsympathetic', 'sympathetic')",0.8971079,0.9472405,0.0501326
11,1.8200262,1.8965139,"('unhelpful', 'helpful')",1.8200262,1.8965139,0.0764877
12,-1.2038332,-1.1766286,"('unsupportive', 'supportive')",-1.2038332,-1.1766286,0.0272046
13,-0.07398214,0.010999143,"('impolite', 'polite')",-0.0739821,0.0109991,0.0849812
14,0.060700506,0.047593653,"('antisocial', 'social')",0.0607005,0.0475937,-0.0131068
15,0.20538975,0.09645265,"('boring', 'funny')",0.2053898,0.0964527,-0.1089371
16,-0.27756667,-0.28579134,"('unpopular', 'popular')",-0.2775667,-0.2857913,-0.0082246
17,-0.103038564,-0.039859015,"('nasty', 'nice')",-0.1030386,-0.039859,0.0631796
18,-0.39119115,-0.39287806,"('disagreeable', 'welcoming')",-0.3911912,-0.3928781,-0.0016869
19,-0.7873671,-0.7674579,"('inhospitable', 'hospitable')",-0.7873671,-0.7674579,0.0199092
20,0.79486614,0.80208856,"('rough', 'thoughtful')",0.7948661,0.8020886,0.0072225
21,0.2563798,0.44696477,"('immoral', 'moral')",0.2563798,0.4469648,0.190585
22,-0.6539585,-0.670529,"('untrustworthy', 'trustworthy')",-0.6539585,-0.670529,-0.0165705
23,5.656527,5.750945,"('insincere', 'sincere')",5.656527,5.7509451,0.0944181
