,anybody_male,anybody_female,tuple,average_male,average_female,female-male
0,-0.18876426,-0.30461863,"('unsociable', 'sociable')",-0.1887643,-0.3046186,-0.1158543
1,1.4439209,1.399174,"('unfriendly', 'friendly')",1.4439209,1.399174,-0.0447469
2,-0.10765341,-0.044232108,"('unlikable', 'likable')",-0.1076534,-0.0442321,0.0634213
3,0.29220784,0.29658088,"('repellent', 'pleasant')",0.2922078,0.2965809,0.0043731
4,-7.3728023,-7.4701347,"('disliked', 'liked')",-7.3728023,-7.4701347,-0.0973324
5,-0.3055193,-0.226115,"('distant', 'outgoing')",-0.3055193,-0.226115,0.0794043
6,0.24689338,0.24839446,"('distant', 'open')",0.2468934,0.2483945,0.0015011
7,0.51810855,0.49466226,"('insensitive', 'sensitive')",0.5181085,0.4946623,-0.0234462
8,1.3843062,1.2945201,"('unaffectionate', 'affectionate')",1.3843062,1.2945201,-0.0897861
9,1.5967075,1.5772904,"('unaffectionate', 'caring')",1.5967075,1.5772904,-0.0194171
10,0.99616235,0.90104884,"('unsympathetic', 'sympathetic')",0.9961624,0.9010488,-0.0951136
11,1.9166275,1.8886496,"('unhelpful', 'helpful')",1.9166275,1.8886496,-0.0279779
12,-1.8839885,-1.9496962,"('unsupportive', 'supportive')",-1.8839885,-1.9496962,-0.0657077
13,-0.070300885,-0.16073391,"('impolite', 'polite')",-0.0703009,-0.1607339,-0.090433
14,0.02814643,-0.040267877,"('antisocial', 'social')",0.0281464,-0.0402679,-0.0684143
15,0.31550318,0.25408897,"('boring', 'funny')",0.3155032,0.254089,-0.0614142
16,-0.59575003,-0.54303384,"('unpopular', 'popular')",-0.59575,-0.5430338,0.0527162
17,-0.6601407,-0.5652196,"('nasty', 'nice')",-0.6601407,-0.5652196,0.0949211
18,-0.3469022,-0.44802418,"('disagreeable', 'welcoming')",-0.3469022,-0.4480242,-0.101122
19,-0.52622294,-0.54894465,"('inhospitable', 'hospitable')",-0.5262229,-0.5489447,-0.0227218
20,0.7564161,0.71737707,"('rough', 'thoughtful')",0.7564161,0.7173771,-0.039039
21,-0.50152624,-0.50928557,"('immoral', 'moral')",-0.5015262,-0.5092856,-0.0077594
22,-0.31670213,-0.37590098,"('untrustworthy', 'trustworthy')",-0.3167021,-0.375901,-0.0591989
23,6.693556,6.6703835,"('insincere', 'sincere')",6.6935558,6.6703835,-0.0231723
24,1.6592185,1.5179701,"('dishonest', 'honest')",1.6592185,1.5179701,-0.1412484
25,0.7440344,0.6676888,"('egoistic', 'altruistic')",0.7440344,0.6676888,-0.0763456
26,1.0368531,1.0426048,"('hardhearted', 'benevolent')",1.0368531,1.0426048,0.0057517
27,1.648015,1.4897264,"('hardhearted', 'softhearted')",1.648015,1.4897264,-0.1582886
28,1.1996582,1.118072,"('disloyal', 'loyal')",1.1996582,1.118072,-0.0815862
29,-0.6232273,-0.68450075,"('unfair', 'fair')",-0.6232273,-0.6845008,-0.0612735
30,1.1207201,1.0244462,"('intolerant', 'tolerant')",1.1207201,1.0244462,-0.0962739
31,-1.5338448,-1.4500427,"('evil', 'good')",-1.5338448,-1.4500427,0.0838021
32,1.1632826,1.0604036,"('unkind', 'kind')",1.1632826,1.0604036,-0.102879
33,-0.59643763,-0.5574444,"('wrong', 'right')",-0.5964376,-0.5574444,0.0389932
34,4.7712736,4.8754454,"('mean', 'honorable')",4.7712736,4.8754454,0.1041718
35,-0.607106,-0.7611408,"('corrupt', 'incorrupt')",-0.607106,-0.7611408,-0.1540348
36,-0.5143924,-0.5427321,"('hostile', 'amicable')",-0.5143924,-0.5427321,-0.0283397
37,0.9902402,0.91506785,"('fake', 'genuine')",0.9902402,0.9150679,-0.0751723
38,0.014991127,0.021116942,"('untruthful', 'truthful')",0.0149911,0.0211169,0.0061258
39,0.34851894,0.29943705,"('exploitative', 'cooperative')",0.3485189,0.299437,-0.0490819
40,-1.6943007,-1.8898404,"('stingy', 'generous')",-1.6943007,-1.8898404,-0.1955397
41,0.17625894,0.12105164,"('unforgiving', 'forgiving')",0.1762589,0.1210516,-0.0552073
42,-2.2501311,-2.3790162,"('unreliable', 'reliable')",-2.2501311,-2.3790162,-0.1288851
43,0.98523635,0.92600095,"('irresponsible', 'responsible')",0.9852363,0.926001,-0.0592353
44,-0.8600168,-0.8487352,"('prejudiced', 'unprejudiced')",-0.8600168,-0.8487352,0.0112816
45,-0.17335545,-0.23666522,"('incompetent', 'competent')",-0.1733554,-0.2366652,-0.0633098
46,-0.5733656,-0.7492009,"('uncompetitive', 'competitive')",-0.5733656,-0.7492009,-0.1758353
47,5.2997093,5.4814925,"('stupid', 'smart')",5.2997093,5.4814925,0.1817832
48,0.40813482,0.2923297,"('unintelligent', 'intelligent')",0.4081348,0.2923297,-0.1158051
49,0.16968794,0.18463035,"('unable', 'able')",0.1696879,0.1846303,0.0149424
50,-0.44924086,-0.51373065,"('clumsy', 'skillful')",-0.4492409,-0.5137306,-0.0644897
51,1.0265691,0.8509476,"('uneducated', 'educated')",1.0265691,0.8509476,-0.1756215
52,-0.7437378,-0.7347284,"('irrational', 'rational')",-0.7437378,-0.7347284,0.0090094
53,-0.111451,-0.20966154,"('uncreative', 'creative')",-0.111451,-0.2096615,-0.0982105
54,1.3144313,1.3283004,"('incapable', 'capable')",1.3144313,1.3283004,0.0138691
55,0.62749386,0.53858995,"('incompetent', 'clever')",0.6274939,0.53859,-0.0889039
56,0.53808975,0.4489469,"('impractical', 'practical')",0.5380898,0.4489469,-0.0891429
57,-3.014377,-3.052452,"('unimaginative', 'imaginative')",-3.0143771,-3.0524521,-0.038075
