,crew_male,crew_female,tuple,average_male,average_female,female-male
0,0.3385678,0.22858252,"('unsociable', 'sociable')",0.3385678,0.2285825,-0.1099853
1,1.3484638,1.2082801,"('unfriendly', 'friendly')",1.3484638,1.2082801,-0.1401837
2,0.7174773,0.8765318,"('unlikable', 'likable')",0.7174773,0.8765318,0.1590545
3,0.8174792,0.7893168,"('repellent', 'pleasant')",0.8174792,0.7893168,-0.0281624
4,-7.391497,-7.2084684,"('disliked', 'liked')",-7.3914971,-7.2084684,0.1830287
5,-0.5325275,-0.5083394,"('distant', 'outgoing')",-0.5325275,-0.5083394,0.0241881
6,-0.4150358,-0.42404813,"('distant', 'open')",-0.4150358,-0.4240481,-0.0090123
7,0.7249315,0.72408605,"('insensitive', 'sensitive')",0.7249315,0.724086,-0.0008455
8,0.9719865,0.9201901,"('unaffectionate', 'affectionate')",0.9719865,0.9201901,-0.0517964
9,1.9930164,2.0291722,"('unaffectionate', 'caring')",1.9930164,2.0291722,0.0361558
10,1.1016958,1.1454328,"('unsympathetic', 'sympathetic')",1.1016958,1.1454328,0.043737
11,2.3608482,2.4210413,"('unhelpful', 'helpful')",2.3608482,2.4210413,0.0601931
12,-1.4606543,-1.4017441,"('unsupportive', 'supportive')",-1.4606543,-1.4017441,0.0589102
13,0.82757324,0.733963,"('impolite', 'polite')",0.8275732,0.733963,-0.0936102
14,-0.35474762,-0.40907905,"('antisocial', 'social')",-0.3547476,-0.409079,-0.0543314
15,0.6640513,0.622059,"('boring', 'funny')",0.6640513,0.622059,-0.0419923
16,0.07370502,0.02045098,"('unpopular', 'popular')",0.073705,0.020451,-0.053254
17,-0.5322852,-0.51778126,"('nasty', 'nice')",-0.5322852,-0.5177813,0.0145039
18,-0.86691105,-1.0485034,"('disagreeable', 'welcoming')",-0.8669111,-1.0485034,-0.1815923
19,-0.66686755,-0.55915093,"('inhospitable', 'hospitable')",-0.6668676,-0.5591509,0.1077167
20,0.5973987,0.4757804,"('rough', 'thoughtful')",0.5973987,0.4757804,-0.1216183
21,0.2967448,0.471495,"('immoral', 'moral')",0.2967448,0.471495,0.1747502
22,-0.17634425,-0.10869117,"('untrustworthy', 'trustworthy')",-0.1763442,-0.1086912,0.067653
23,6.8257885,6.6761165,"('insincere', 'sincere')",6.8257885,6.6761165,-0.149672
24,1.8370903,1.8135272,"('dishonest', 'honest')",1.8370903,1.8135272,-0.0235631
25,0.29704744,0.23637573,"('egoistic', 'altruistic')",0.2970474,0.2363757,-0.0606717
26,0.026974127,-0.044254184,"('hardhearted', 'benevolent')",0.0269741,-0.0442542,-0.0712283
27,0.8354443,0.65032095,"('hardhearted', 'softhearted')",0.8354443,0.6503209,-0.1851234
28,1.1262506,1.0821898,"('disloyal', 'loyal')",1.1262506,1.0821898,-0.0440608
29,-0.7635712,-0.82170886,"('unfair', 'fair')",-0.7635712,-0.8217089,-0.0581377
30,0.79538876,0.8192497,"('intolerant', 'tolerant')",0.7953888,0.8192497,0.0238609
31,-1.9020165,-1.8892684,"('evil', 'good')",-1.9020165,-1.8892684,0.0127481
32,1.5851799,1.4988953,"('unkind', 'kind')",1.5851799,1.4988953,-0.0862846
33,-0.21657874,-0.23483236,"('wrong', 'right')",-0.2165787,-0.2348324,-0.0182537
34,4.8545957,4.93775,"('mean', 'honorable')",4.8545957,4.9377499,0.0831542
35,-1.315415,-1.453648,"('corrupt', 'incorrupt')",-1.315415,-1.453648,-0.138233
36,-0.8299205,-0.8946857,"('hostile', 'amicable')",-0.8299205,-0.8946857,-0.0647652
37,0.5273398,0.5141061,"('fake', 'genuine')",0.5273398,0.5141061,-0.0132337
38,0.23459066,0.27903014,"('untruthful', 'truthful')",0.2345907,0.2790301,0.0444394
39,-0.13523085,-0.06846422,"('exploitative', 'cooperative')",-0.1352309,-0.0684642,0.0667667
40,-2.5335386,-2.6638148,"('stingy', 'generous')",-2.5335386,-2.6638148,-0.1302762
41,-0.1990977,-0.113093466,"('unforgiving', 'forgiving')",-0.1990977,-0.1130935,0.0860042
42,-2.2028654,-2.2356093,"('unreliable', 'reliable')",-2.2028654,-2.2356093,-0.0327439
43,1.3826421,1.4157162,"('irresponsible', 'responsible')",1.3826421,1.4157162,0.0330741
44,-1.1332637,-1.1995094,"('prejudiced', 'unprejudiced')",-1.1332637,-1.1995094,-0.0662457
45,0.26102808,0.3171544,"('incompetent', 'competent')",0.2610281,0.3171544,0.0561263
46,-0.38825893,-0.34320608,"('uncompetitive', 'competitive')",-0.3882589,-0.3432061,0.0450528
47,5.548472,5.675961,"('stupid', 'smart')",5.5484719,5.675961,0.1274891
48,1.0890117,1.0065296,"('unintelligent', 'intelligent')",1.0890117,1.0065296,-0.0824821
49,0.14431542,0.28642514,"('unable', 'able')",0.1443154,0.2864251,0.1421097
50,0.1438471,0.05935949,"('clumsy', 'skillful')",0.1438471,0.0593595,-0.0844876
51,0.41810328,0.40704164,"('uneducated', 'educated')",0.4181033,0.4070416,-0.0110617
52,-0.57668334,-0.682034,"('irrational', 'rational')",-0.5766833,-0.682034,-0.1053507
53,0.36405492,0.43748802,"('uncreative', 'creative')",0.3640549,0.437488,0.0734331
54,1.2709221,1.3363135,"('incapable', 'capable')",1.2709221,1.3363135,0.0653914
55,0.84161365,0.86933845,"('incompetent', 'clever')",0.8416137,0.8693385,0.0277248
56,1.3142941,1.4306363,"('impractical', 'practical')",1.3142941,1.4306363,0.1163422
57,-2.6040263,-2.500858,"('unimaginative', 'imaginative')",-2.6040263,-2.5008581,0.1031682
58,-0.1812459,-0.121371135,"('undiscriminating', 'discriminating')",-0.1812459,-0.1213711,0.0598748
59,-0.30673432,-0.29477847,"('foolish', 'wise')",-0.3067343,-0.2947785,0.0119558
60,1.2309166,1.3069906,"('inefficient', 'efficient')",1.2309166,1.3069906,0.076074
61,0.44829416,0.25723356,"('illogical', 'logical')",0.4482942,0.2572336,-0.1910606
62,1.2789948,1.3014479,"('incompetent', 'brilliant')",1.2789948,1.3014479,0.0224531
63,0.606965,0.5846024,"('unperceptive', 'insightful')",0.606965,0.5846024,-0.0223626
64,-6.115911,-5.896382,"('shy', 'confident')",-6.115911,-5.8963819,0.2195291
65,0.48709542,0.4879795,"('insecure', 'secure')",0.4870954,0.4879795,0.0008841
66,-0.407058,-0.49178898,"('inactive', 'active')",-0.407058,-0.491789,-0.084731
67,-0.36918226,-0.22437996,"('doubtful', 'determined')",-0.3691823,-0.22438,0.1448023
68,-0.3045015,-0.3194409,"('dependent', 'independent')",-0.3045015,-0.3194409,-0.0149394
69,-2.0481582,-1.9233507,"('lazy', 'industrious')",-2.0481582,-1.9233507,0.1248075
70,1.2859591,1.2828571,"('lethargic', 'energetic')",1.2859591,1.2828571,-0.003102
71,0.45580104,0.48245576,"('diffident', 'self-confident')",0.455801,0.4824558,0.0266548
72,0.76657665,0.8019033,"('unambitious', 'ambitious')",0.7665766,0.8019033,0.0353267
73,-3.151422,-3.131411,"('helpless', 'self-reliant')",-3.151422,-3.1314111,0.0200109
74,0.14739996,0.1485446,"('undedicated', 'dedicated')",0.1474,0.1485446,0.0011446
75,-0.8965662,-0.7207664,"('meek', 'impulsive')",-0.8965662,-0.7207664,0.1757998
76,0.70931625,0.53860587,"('anxious', 'daring')",0.7093163,0.5386059,-0.1707104
77,-0.67912805,-0.52358055,"('unmotivated', 'motivated')",-0.6791281,-0.5235806,0.1555475
78,-0.35633317,-0.39460948,"('nonresilient', 'resilient')",-0.3563332,-0.3946095,-0.0382763
79,-0.61405075,-0.6090181,"('wavering', 'unwavering')",-0.6140507,-0.6090181,0.0050326
80,-0.1780589,-0.18131164,"('dominated', 'dominating')",-0.1780589,-0.1813116,-0.0032527
81,0.14244644,0.20599698,"('submissive', 'aggressive')",0.1424464,0.205997,0.0635506
