,collapse_male,collapse_female,tuple,average_male,average_female,female-male
0,0.48155797,0.21561818,"('unsociable', 'sociable')",0.481558,0.2156182,-0.2659398
1,1.024107,1.0451959,"('unfriendly', 'friendly')",1.024107,1.0451959,0.0210889
2,0.611998,0.7423502,"('unlikable', 'likable')",0.611998,0.7423502,0.1303522
3,1.0172843,1.1147099,"('repellent', 'pleasant')",1.0172843,1.1147099,0.0974256
4,-7.4238114,-7.378083,"('disliked', 'liked')",-7.4238114,-7.3780832,0.0457282
5,-0.651672,-0.3894377,"('distant', 'outgoing')",-0.651672,-0.3894377,0.2622343
6,-0.33922893,-0.08248272,"('distant', 'open')",-0.3392289,-0.0824827,0.2567462
7,0.86710495,0.8678637,"('insensitive', 'sensitive')",0.8671049,0.8678637,0.0007588
8,0.639359,0.7381144,"('unaffectionate', 'affectionate')",0.639359,0.7381144,0.0987554
9,1.3709288,1.489829,"('unaffectionate', 'caring')",1.3709288,1.4898289,0.1189001
10,1.8684119,1.837258,"('unsympathetic', 'sympathetic')",1.8684119,1.837258,-0.0311539
11,2.1384952,2.0954735,"('unhelpful', 'helpful')",2.1384952,2.0954735,-0.0430217
12,-1.4840432,-1.4964643,"('unsupportive', 'supportive')",-1.4840432,-1.4964643,-0.0124211
13,0.6565689,0.45053655,"('impolite', 'polite')",0.6565689,0.4505365,-0.2060324
14,0.2260959,-0.045731902,"('antisocial', 'social')",0.2260959,-0.0457319,-0.2718278
15,0.11063557,0.025098693,"('boring', 'funny')",0.1106356,0.0250987,-0.0855369
16,-0.49729058,-0.3870876,"('unpopular', 'popular')",-0.4972906,-0.3870876,0.110203
17,-0.45123547,-0.38535497,"('nasty', 'nice')",-0.4512355,-0.385355,0.0658805
18,-1.0466431,-1.0223728,"('disagreeable', 'welcoming')",-1.0466431,-1.0223728,0.0242703
19,-1.1297127,-0.8689134,"('inhospitable', 'hospitable')",-1.1297127,-0.8689134,0.2607993
20,0.8763129,0.7260008,"('rough', 'thoughtful')",0.8763129,0.7260008,-0.1503121
21,0.44323158,0.48870772,"('immoral', 'moral')",0.4432316,0.4887077,0.0454761
22,-0.2374956,-0.3043779,"('untrustworthy', 'trustworthy')",-0.2374956,-0.3043779,-0.0668823
23,6.4694967,6.446872,"('insincere', 'sincere')",6.4694967,6.4468722,-0.0226245
24,1.8674831,1.8545535,"('dishonest', 'honest')",1.8674831,1.8545535,-0.0129296
25,-0.00010071695,-0.0056790635,"('egoistic', 'altruistic')",-0.0001007,-0.0056791,-0.0055784
26,0.17011143,0.02527941,"('hardhearted', 'benevolent')",0.1701114,0.0252794,-0.144832
27,1.6328409,1.5789566,"('hardhearted', 'softhearted')",1.6328409,1.5789566,-0.0538843
28,1.3825936,1.2843498,"('disloyal', 'loyal')",1.3825936,1.2843498,-0.0982438
29,-0.56583184,-0.6732694,"('unfair', 'fair')",-0.5658318,-0.6732694,-0.1074376
30,1.108707,1.0876545,"('intolerant', 'tolerant')",1.108707,1.0876545,-0.0210525
31,-2.0338907,-1.8356092,"('evil', 'good')",-2.0338907,-1.8356092,0.1982815
32,1.6516714,1.50965,"('unkind', 'kind')",1.6516714,1.50965,-0.1420214
33,-0.49724707,-0.44975367,"('wrong', 'right')",-0.4972471,-0.4497537,0.0474934
34,4.4503508,4.7141724,"('mean', 'honorable')",4.4503508,4.7141724,0.2638216
35,-1.4264727,-1.4113529,"('corrupt', 'incorrupt')",-1.4264727,-1.4113529,0.0151198
36,-1.4107882,-1.3078059,"('hostile', 'amicable')",-1.4107882,-1.3078059,0.1029823
37,1.0246068,1.0308491,"('fake', 'genuine')",1.0246068,1.0308491,0.0062423
38,-0.09524183,-0.0033498108,"('untruthful', 'truthful')",-0.0952418,-0.0033498,0.091892
39,-0.075710244,-0.14983839,"('exploitative', 'cooperative')",-0.0757102,-0.1498384,-0.0741282
40,-1.7885734,-1.93159,"('stingy', 'generous')",-1.7885734,-1.93159,-0.1430166
41,0.18722248,0.12991297,"('unforgiving', 'forgiving')",0.1872225,0.129913,-0.0573095
42,-1.9429107,-1.992498,"('unreliable', 'reliable')",-1.9429107,-1.992498,-0.0495873
43,1.5009028,1.4777317,"('irresponsible', 'responsible')",1.5009028,1.4777317,-0.0231711
44,-1.138889,-1.1839671,"('prejudiced', 'unprejudiced')",-1.138889,-1.1839671,-0.0450781
45,0.7944705,0.6992919,"('incompetent', 'competent')",0.7944705,0.6992919,-0.0951786
46,0.08697095,0.004703993,"('uncompetitive', 'competitive')",0.0869709,0.004704,-0.0822669
47,5.316932,5.457719,"('stupid', 'smart')",5.3169322,5.4577188,0.1407866
48,0.8119836,0.7107196,"('unintelligent', 'intelligent')",0.8119836,0.7107196,-0.101264
49,0.22509632,0.47191787,"('unable', 'able')",0.2250963,0.4719179,0.2468216
50,-0.5538276,-0.5067325,"('clumsy', 'skillful')",-0.5538276,-0.5067325,0.0470951
51,0.7390613,0.6485444,"('uneducated', 'educated')",0.7390613,0.6485444,-0.0905169
52,-0.7808913,-0.6764383,"('irrational', 'rational')",-0.7808913,-0.6764383,0.104453
53,-0.24445787,-0.1900695,"('uncreative', 'creative')",-0.2444579,-0.1900695,0.0543884
54,0.8949874,1.1346748,"('incapable', 'capable')",0.8949874,1.1346748,0.2396874
55,1.1818978,1.0447549,"('incompetent', 'clever')",1.1818978,1.0447549,-0.1371429
56,1.0412848,0.86989886,"('impractical', 'practical')",1.0412848,0.8698989,-0.1713859
57,-2.3653333,-2.384935,"('unimaginative', 'imaginative')",-2.3653333,-2.3849349,-0.0196016
58,-0.13484748,-0.12722094,"('undiscriminating', 'discriminating')",-0.1348475,-0.1272209,0.0076266
59,-0.49290815,-0.32607082,"('foolish', 'wise')",-0.4929081,-0.3260708,0.1668373
60,1.3994216,1.2570734,"('inefficient', 'efficient')",1.3994216,1.2570734,-0.1423482
61,0.41408533,0.2112079,"('illogical', 'logical')",0.4140853,0.2112079,-0.2028774
62,1.7648095,1.6826974,"('incompetent', 'brilliant')",1.7648095,1.6826974,-0.0821121
63,0.6350259,0.6640134,"('unperceptive', 'insightful')",0.6350259,0.6640134,0.0289875
64,-5.4047585,-5.436306,"('shy', 'confident')",-5.4047585,-5.436306,-0.0315475
65,0.80881506,0.6685418,"('insecure', 'secure')",0.8088151,0.6685418,-0.1402733
66,-0.27591646,-0.26861575,"('inactive', 'active')",-0.2759165,-0.2686158,0.0073007
67,-0.13035896,-0.1281721,"('doubtful', 'determined')",-0.130359,-0.1281721,0.0021869
68,-0.45443135,-0.36356556,"('dependent', 'independent')",-0.4544314,-0.3635656,0.0908658
69,-2.4576068,-2.2849853,"('lazy', 'industrious')",-2.4576068,-2.2849853,0.1726215
70,1.5797681,1.5190132,"('lethargic', 'energetic')",1.5797681,1.5190132,-0.0607549
71,0.032157283,0.083984874,"('diffident', 'self-confident')",0.0321573,0.0839849,0.0518276
72,0.88865775,0.9187981,"('unambitious', 'ambitious')",0.8886577,0.9187981,0.0301404
73,-3.2778559,-3.2567196,"('helpless', 'self-reliant')",-3.2778559,-3.2567196,0.0211363
74,0.14286551,-0.044411186,"('undedicated', 'dedicated')",0.1428655,-0.0444112,-0.1872767
75,-1.109131,-0.8596193,"('meek', 'impulsive')",-1.109131,-0.8596193,0.2495117
76,0.9157976,0.8010168,"('anxious', 'daring')",0.9157976,0.8010168,-0.1147808
77,-0.9781694,-0.913823,"('unmotivated', 'motivated')",-0.9781694,-0.913823,0.0643464
78,-0.6845279,-0.71810234,"('nonresilient', 'resilient')",-0.6845279,-0.7181023,-0.0335744
79,-0.9418485,-0.6664639,"('wavering', 'unwavering')",-0.9418485,-0.6664639,0.2753846
80,0.12300831,-0.1220186,"('dominated', 'dominating')",0.1230083,-0.1220186,-0.2450269
81,0.7257762,0.5441933,"('submissive', 'aggressive')",0.7257762,0.5441933,-0.1815829
82,6.799971,6.957462,"('poor', 'rich')",6.7999711,6.9574618,0.1574907
83,-0.21599497,-0.23402217,"('powerless', 'powerful')",-0.215995,-0.2340222,-0.0180272
84,0.43832654,0.45526233,"('inferior', 'superior')",0.4383265,0.4552623,0.0169358
85,-2.015624,-1.8565536,"('insignificant', 'prestigious')",-2.015624,-1.8565536,0.1590704
86,0.6620427,0.6586387,"('uninfluential', 'influential')",0.6620427,0.6586387,-0.003404
87,0.1189081,0.16618022,"('unsuccessful', 'successful')",0.1189081,0.1661802,0.0472721
88,0.15258905,0.20527406,"('low', 'eminent')",0.1525891,0.2052741,0.052685
