,farming_male,farming_female,tuple,average_male,average_female,female-male
0,0.12290205,0.041300554,"('unsociable', 'sociable')",0.1229021,0.0413006,-0.0816015
1,1.0371611,0.92343515,"('unfriendly', 'friendly')",1.0371611,0.9234352,-0.1137259
2,-0.060797047,0.033368368,"('unlikable', 'likable')",-0.060797,0.0333684,0.0941654
3,0.3311639,0.47843543,"('repellent', 'pleasant')",0.3311639,0.4784354,0.1472715
4,-7.1118674,-7.329906,"('disliked', 'liked')",-7.1118674,-7.329906,-0.2180386
5,-0.55782026,-0.49977806,"('distant', 'outgoing')",-0.5578203,-0.4997781,0.0580422
6,-0.14131686,-0.15489884,"('distant', 'open')",-0.1413169,-0.1548988,-0.0135819
7,0.55717206,0.67460334,"('insensitive', 'sensitive')",0.5571721,0.6746033,0.1174312
8,1.240075,1.0539846,"('unaffectionate', 'affectionate')",1.240075,1.0539846,-0.1860904
9,1.9154226,1.8547428,"('unaffectionate', 'caring')",1.9154226,1.8547428,-0.0606798
10,0.5666516,0.68827564,"('unsympathetic', 'sympathetic')",0.5666516,0.6882756,0.121624
11,1.5298246,1.6784247,"('unhelpful', 'helpful')",1.5298246,1.6784247,0.1486001
12,-1.6517749,-1.6561415,"('unsupportive', 'supportive')",-1.6517749,-1.6561415,-0.0043666
13,-0.36477524,-0.30036312,"('impolite', 'polite')",-0.3647752,-0.3003631,0.0644121
14,0.21473852,0.22239068,"('antisocial', 'social')",0.2147385,0.2223907,0.0076522
15,0.20904422,0.13372676,"('boring', 'funny')",0.2090442,0.1337268,-0.0753174
16,-0.29443586,-0.36016113,"('unpopular', 'popular')",-0.2944359,-0.3601611,-0.0657252
17,-0.41883323,-0.40812758,"('nasty', 'nice')",-0.4188332,-0.4081276,0.0107056
18,-0.98387855,-0.9020339,"('disagreeable', 'welcoming')",-0.9838786,-0.9020339,0.0818447
19,-0.529172,-0.5293059,"('inhospitable', 'hospitable')",-0.529172,-0.5293059,-0.0001339
20,0.6798215,0.70330644,"('rough', 'thoughtful')",0.6798215,0.7033064,0.0234849
21,-0.47753116,-0.2643692,"('immoral', 'moral')",-0.4775312,-0.2643692,0.213162
22,-0.78760767,-0.71050346,"('untrustworthy', 'trustworthy')",-0.7876077,-0.7105035,0.0771042
23,5.6874228,5.8872595,"('insincere', 'sincere')",5.6874228,5.8872595,0.1998367
24,1.1836537,1.2063118,"('dishonest', 'honest')",1.1836537,1.2063118,0.0226581
25,0.97217554,0.7596888,"('egoistic', 'altruistic')",0.9721755,0.7596888,-0.2124867
26,1.4225266,1.1548681,"('hardhearted', 'benevolent')",1.4225266,1.1548681,-0.2676585
27,1.047991,0.8444905,"('hardhearted', 'softhearted')",1.047991,0.8444905,-0.2035005
28,1.281788,1.250863,"('disloyal', 'loyal')",1.281788,1.250863,-0.030925
29,-0.34275377,-0.40773255,"('unfair', 'fair')",-0.3427538,-0.4077325,-0.0649787
30,0.8481425,0.9573953,"('intolerant', 'tolerant')",0.8481425,0.9573953,0.1092528
31,-1.1599463,-1.2911848,"('evil', 'good')",-1.1599463,-1.2911848,-0.1312385
32,1.192099,1.1089607,"('unkind', 'kind')",1.192099,1.1089607,-0.0831383
