,pawnshop_male,pawnshop_female,tuple,average_male,average_female,female-male
0,-0.01606412,-0.116805516,"('unsociable', 'sociable')",-0.0160641,-0.1168055,-0.1007414
1,-0.41331294,-0.55519974,"('unfriendly', 'friendly')",-0.4133129,-0.5551997,-0.1418868
2,0.30523035,0.39144912,"('unlikable', 'likable')",0.3052303,0.3914491,0.0862188
3,-0.49938145,-0.35511574,"('repellent', 'pleasant')",-0.4993815,-0.3551157,0.1442658
4,-1.1512163,-1.1972872,"('disliked', 'liked')",-1.1512163,-1.1972872,-0.0460709
5,-0.14093892,-0.08588024,"('distant', 'outgoing')",-0.1409389,-0.0858802,0.0550587
6,0.14320554,0.1754776,"('distant', 'open')",0.1432055,0.1754776,0.0322721
7,-0.60348153,-0.4963521,"('insensitive', 'sensitive')",-0.6034815,-0.4963521,0.1071294
8,-0.1788621,-0.2752952,"('unaffectionate', 'affectionate')",-0.1788621,-0.2752952,-0.0964331
9,-0.3003015,-0.3663323,"('unaffectionate', 'caring')",-0.3003015,-0.3663323,-0.0660308
10,-1.8141214,-1.7332747,"('unsympathetic', 'sympathetic')",-1.8141214,-1.7332747,0.0808467
11,-0.37489274,-0.23770341,"('unhelpful', 'helpful')",-0.3748927,-0.2377034,0.1371893
12,-1.6134865,-1.5996524,"('unsupportive', 'supportive')",-1.6134865,-1.5996524,0.0138341
13,-0.74737465,-0.7931762,"('impolite', 'polite')",-0.7473747,-0.7931762,-0.0458015
14,-0.41598436,-0.43684402,"('antisocial', 'social')",-0.4159844,-0.436844,-0.0208596
15,0.13927557,0.10726835,"('boring', 'funny')",0.1392756,0.1072683,-0.0320073
16,0.83189476,0.7315466,"('unpopular', 'popular')",0.8318948,0.7315466,-0.1003482
17,-0.5268402,-0.34344363,"('nasty', 'nice')",-0.5268402,-0.3434436,0.1833966
18,-0.7827782,-0.7360914,"('disagreeable', 'welcoming')",-0.7827782,-0.7360914,0.0466868
19,-0.5930642,-0.47198498,"('inhospitable', 'hospitable')",-0.5930642,-0.471985,0.1210792
20,-0.25310823,-0.14669739,"('rough', 'thoughtful')",-0.2531082,-0.1466974,0.1064108
