,cell_male,cell_female,tuple,average_male,average_female,female-male
0,-0.12044376,-0.22776598,"('unsociable', 'sociable')",-0.1204438,-0.227766,-0.1073222
1,1.2729477,1.2461295,"('unfriendly', 'friendly')",1.2729477,1.2461295,-0.0268182
2,-0.052163668,-0.095242545,"('unlikable', 'likable')",-0.0521637,-0.0952425,-0.0430788
3,0.32193398,0.3208706,"('repellent', 'pleasant')",0.321934,0.3208706,-0.0010634
4,-7.5628543,-7.64843,"('disliked', 'liked')",-7.5628543,-7.6484299,-0.0855756
5,-0.59726954,-0.60032266,"('distant', 'outgoing')",-0.5972695,-0.6003227,-0.0030532
6,-0.19400772,-0.20568332,"('distant', 'open')",-0.1940077,-0.2056833,-0.0116756
7,0.6526912,0.6879236,"('insensitive', 'sensitive')",0.6526912,0.6879236,0.0352324
8,1.1884425,1.0904824,"('unaffectionate', 'affectionate')",1.1884425,1.0904824,-0.0979601
9,1.8784343,1.8816627,"('unaffectionate', 'caring')",1.8784343,1.8816627,0.0032284
10,0.78892386,0.7710939,"('unsympathetic', 'sympathetic')",0.7889239,0.7710939,-0.01783
11,2.051714,2.0560708,"('unhelpful', 'helpful')",2.0517139,2.0560708,0.0043569
12,-1.804722,-1.8503529,"('unsupportive', 'supportive')",-1.804722,-1.8503529,-0.0456309
13,-0.25981557,-0.3280058,"('impolite', 'polite')",-0.2598156,-0.3280058,-0.0681902
14,0.11348344,0.051612064,"('antisocial', 'social')",0.1134834,0.0516121,-0.0618713
15,0.19182332,0.1598092,"('boring', 'funny')",0.1918233,0.1598092,-0.0320141
16,-0.41086584,-0.415047,"('unpopular', 'popular')",-0.4108658,-0.415047,-0.0041812
17,-0.03754131,-0.051277775,"('nasty', 'nice')",-0.0375413,-0.0512778,-0.0137365
18,-0.3052653,-0.41233623,"('disagreeable', 'welcoming')",-0.3052653,-0.4123362,-0.1070709
19,-0.6170141,-0.59769994,"('inhospitable', 'hospitable')",-0.6170141,-0.5976999,0.0193142
20,0.43338478,0.4035431,"('rough', 'thoughtful')",0.4333848,0.4035431,-0.0298417
21,-0.42019552,-0.39574945,"('immoral', 'moral')",-0.4201955,-0.3957494,0.0244461
22,-0.79354906,-0.8380187,"('untrustworthy', 'trustworthy')",-0.7935491,-0.8380187,-0.0444696
23,6.4902735,6.5105352,"('insincere', 'sincere')",6.4902735,6.5105352,0.0202617
24,1.6677936,1.5468595,"('dishonest', 'honest')",1.6677936,1.5468595,-0.1209341
25,0.89474577,0.8770601,"('egoistic', 'altruistic')",0.8947458,0.8770601,-0.0176857
26,0.93398774,0.9137242,"('hardhearted', 'benevolent')",0.9339877,0.9137242,-0.0202635
27,1.4267077,1.285721,"('hardhearted', 'softhearted')",1.4267077,1.2857209,-0.1409868
28,1.5136,1.4665457,"('disloyal', 'loyal')",1.5136,1.4665457,-0.0470543
29,-0.6889723,-0.7646195,"('unfair', 'fair')",-0.6889723,-0.7646195,-0.0756472
30,1.1199046,1.0776225,"('intolerant', 'tolerant')",1.1199046,1.0776225,-0.0422821
31,-1.2977263,-1.2510985,"('evil', 'good')",-1.2977263,-1.2510985,0.0466278
32,1.2998613,1.1830841,"('unkind', 'kind')",1.2998613,1.1830841,-0.1167772
33,-0.5071442,-0.55298,"('wrong', 'right')",-0.5071442,-0.55298,-0.0458358
34,5.20512,5.3256283,"('mean', 'honorable')",5.2051201,5.3256283,0.1205082
35,-0.8026506,-0.9167488,"('corrupt', 'incorrupt')",-0.8026506,-0.9167488,-0.1140982
36,-0.592618,-0.6537781,"('hostile', 'amicable')",-0.592618,-0.6537781,-0.0611601
37,0.68093765,0.64863306,"('fake', 'genuine')",0.6809376,0.6486331,-0.0323045
38,0.03624557,0.0116532445,"('untruthful', 'truthful')",0.0362456,0.0116532,-0.0245924
39,0.4448993,0.41914314,"('exploitative', 'cooperative')",0.4448993,0.4191431,-0.0257562
40,-1.9572406,-2.099998,"('stingy', 'generous')",-1.9572406,-2.099998,-0.1427574
41,0.30979452,0.20883575,"('unforgiving', 'forgiving')",0.3097945,0.2088358,-0.1009587
42,-3.0793674,-3.1207826,"('unreliable', 'reliable')",-3.0793674,-3.1207826,-0.0414152
43,0.95952076,0.96907336,"('irresponsible', 'responsible')",0.9595208,0.9690734,0.0095526
44,-1.5350156,-1.5728922,"('prejudiced', 'unprejudiced')",-1.5350156,-1.5728922,-0.0378766
45,-0.20166865,-0.21569738,"('incompetent', 'competent')",-0.2016686,-0.2156974,-0.0140288
46,-1.1911935,-1.2596037,"('uncompetitive', 'competitive')",-1.1911935,-1.2596037,-0.0684102
47,5.15616,5.2640963,"('stupid', 'smart')",5.1561599,5.2640963,0.1079364
48,0.8077655,0.759123,"('unintelligent', 'intelligent')",0.8077655,0.759123,-0.0486425
49,0.21172309,0.21175304,"('unable', 'able')",0.2117231,0.211753,2.99e-05
50,-0.38715327,-0.48112655,"('clumsy', 'skillful')",-0.3871533,-0.4811265,-0.0939732
51,0.40096638,0.27854276,"('uneducated', 'educated')",0.4009664,0.2785428,-0.1224236
52,-0.45066983,-0.6165654,"('irrational', 'rational')",-0.4506698,-0.6165654,-0.1658956
53,-0.0994802,-0.1384293,"('uncreative', 'creative')",-0.0994802,-0.1384293,-0.0389491
54,0.84780246,0.8685076,"('incapable', 'capable')",0.8478025,0.8685076,0.0207051
55,0.73620087,0.7150103,"('incompetent', 'clever')",0.7362009,0.7150103,-0.0211906
56,0.39790496,0.41805488,"('impractical', 'practical')",0.397905,0.4180549,0.0201499
57,-3.4742925,-3.4276295,"('unimaginative', 'imaginative')",-3.4742925,-3.4276295,0.046663
58,-0.16959275,-0.13389239,"('undiscriminating', 'discriminating')",-0.1695928,-0.1338924,0.0357004
59,-0.221601,-0.2882778,"('foolish', 'wise')",-0.221601,-0.2882778,-0.0666768
60,0.82299834,0.8791579,"('inefficient', 'efficient')",0.8229983,0.8791579,0.0561596
61,0.64130056,0.47359687,"('illogical', 'logical')",0.6413006,0.4735969,-0.1677037
62,0.44062582,0.48206514,"('incompetent', 'brilliant')",0.4406258,0.4820651,0.0414393
63,-0.09269358,-0.031401075,"('unperceptive', 'insightful')",-0.0926936,-0.0314011,0.0612925
64,-6.931954,-7.003794,"('shy', 'confident')",-6.9319539,-7.0037942,-0.0718403
65,0.100199685,0.06825803,"('insecure', 'secure')",0.1001997,0.068258,-0.0319417
66,-0.59841347,-0.633482,"('inactive', 'active')",-0.5984135,-0.633482,-0.0350685
67,0.076329455,0.10089253,"('doubtful', 'determined')",0.0763295,0.1008925,0.024563
68,-0.9781463,-1.0066962,"('dependent', 'independent')",-0.9781463,-1.0066962,-0.0285499
69,-1.9767878,-1.9531145,"('lazy', 'industrious')",-1.9767878,-1.9531145,0.0236733
70,0.48883286,0.4570597,"('lethargic', 'energetic')",0.4888329,0.4570597,-0.0317732
71,0.5506481,0.56985414,"('diffident', 'self-confident')",0.5506481,0.5698541,0.019206
72,0.62217265,0.65138113,"('unambitious', 'ambitious')",0.6221727,0.6513811,0.0292084
73,-3.255815,-3.2336013,"('helpless', 'self-reliant')",-3.255815,-3.2336013,0.0222137
74,-0.026342362,-0.11980537,"('undedicated', 'dedicated')",-0.0263424,-0.1198054,-0.093463
75,-1.4866129,-1.3978636,"('meek', 'impulsive')",-1.4866129,-1.3978636,0.0887493
76,0.37932444,0.3449717,"('anxious', 'daring')",0.3793244,0.3449717,-0.0343527
77,-1.2275574,-1.1053203,"('unmotivated', 'motivated')",-1.2275574,-1.1053203,0.1222371
78,-0.47046733,-0.47682428,"('nonresilient', 'resilient')",-0.4704673,-0.4768243,-0.006357
79,-0.08936102,-0.052895937,"('wavering', 'unwavering')",-0.089361,-0.0528959,0.0364651
80,-0.33053392,-0.37904713,"('dominated', 'dominating')",-0.3305339,-0.3790471,-0.0485132
81,-0.18009378,-0.080865026,"('submissive', 'aggressive')",-0.1800938,-0.080865,0.0992288
82,6.010676,6.092163,"('poor', 'rich')",6.0106759,6.0921631,0.0814872
83,-0.2522892,-0.25402918,"('powerless', 'powerful')",-0.2522892,-0.2540292,-0.00174
84,0.5461851,0.5456504,"('inferior', 'superior')",0.5461851,0.5456504,-0.0005347
85,0.003440529,-0.013254285,"('insignificant', 'prestigious')",0.0034405,-0.0132543,-0.0166948
86,0.16250274,0.095500484,"('uninfluential', 'influential')",0.1625027,0.0955005,-0.0670022
87,-0.36322278,-0.33447546,"('unsuccessful', 'successful')",-0.3632228,-0.3344755,0.0287473
88,0.21641749,0.2152672,"('low', 'eminent')",0.2164175,0.2152672,-0.0011503
