,commitment_male,commitment_female,tuple,average_male,average_female,female-male
0,0.19086231,-0.05168108,"('unsociable', 'sociable')",0.1908623,-0.0516811,-0.2425434
1,1.313663,1.3831604,"('unfriendly', 'friendly')",1.313663,1.3831604,0.0694974
2,0.5076076,0.57260966,"('unlikable', 'likable')",0.5076076,0.5726097,0.0650021
3,0.84432304,0.8263849,"('repellent', 'pleasant')",0.844323,0.8263849,-0.0179381
4,-7.3883862,-7.5161934,"('disliked', 'liked')",-7.3883862,-7.5161934,-0.1278072
5,-0.47594953,-0.30597308,"('distant', 'outgoing')",-0.4759495,-0.3059731,0.1699764
6,-0.13170423,0.06390477,"('distant', 'open')",-0.1317042,0.0639048,0.195609
7,1.1711278,1.1627657,"('insensitive', 'sensitive')",1.1711278,1.1627657,-0.0083621
8,1.0914149,1.141363,"('unaffectionate', 'affectionate')",1.0914149,1.141363,0.0499481
9,1.7266397,1.9134624,"('unaffectionate', 'caring')",1.7266397,1.9134624,0.1868227
10,1.3465469,1.2809154,"('unsympathetic', 'sympathetic')",1.3465469,1.2809154,-0.0656315
11,2.5661197,2.626788,"('unhelpful', 'helpful')",2.5661197,2.6267879,0.0606682
12,-1.3333876,-1.3163145,"('unsupportive', 'supportive')",-1.3333876,-1.3163145,0.0170731
13,0.19522992,-0.07776329,"('impolite', 'polite')",0.1952299,-0.0777633,-0.2729932
14,0.22945212,-0.02194424,"('antisocial', 'social')",0.2294521,-0.0219442,-0.2513963
15,0.19572516,0.029351246,"('boring', 'funny')",0.1957252,0.0293512,-0.166374
16,-0.4743617,-0.46607774,"('unpopular', 'popular')",-0.4743617,-0.4660777,0.008284
17,-0.18125066,-0.17843208,"('nasty', 'nice')",-0.1812507,-0.1784321,0.0028186
18,-0.55037296,-0.6326141,"('disagreeable', 'welcoming')",-0.550373,-0.6326141,-0.0822411
19,-0.7233304,-0.6031583,"('inhospitable', 'hospitable')",-0.7233304,-0.6031583,0.1201721
20,1.0065107,0.89595824,"('rough', 'thoughtful')",1.0065107,0.8959582,-0.1105525
21,0.10468261,0.031627655,"('immoral', 'moral')",0.1046826,0.0316277,-0.0730549
22,-0.25304207,-0.3733091,"('untrustworthy', 'trustworthy')",-0.2530421,-0.3733091,-0.120267
23,7.083674,7.205077,"('insincere', 'sincere')",7.083674,7.2050772,0.1214032
24,2.087239,2.0367954,"('dishonest', 'honest')",2.087239,2.0367954,-0.0504436
25,0.5810061,0.5196543,"('egoistic', 'altruistic')",0.5810061,0.5196543,-0.0613518
26,0.046768166,-0.0024182945,"('hardhearted', 'benevolent')",0.0467682,-0.0024183,-0.0491865
27,1.2823521,1.1605438,"('hardhearted', 'softhearted')",1.2823521,1.1605438,-0.1218083
28,1.6143826,1.6228577,"('disloyal', 'loyal')",1.6143826,1.6228577,0.0084751
29,-0.14694342,-0.2641043,"('unfair', 'fair')",-0.1469434,-0.2641043,-0.1171609
30,1.0017115,0.89418995,"('intolerant', 'tolerant')",1.0017115,0.89419,-0.1075215
31,-1.461531,-1.373241,"('evil', 'good')",-1.461531,-1.3732409,0.0882901
32,1.7213217,1.5887538,"('unkind', 'kind')",1.7213217,1.5887538,-0.1325679
33,-0.35372674,-0.30481607,"('wrong', 'right')",-0.3537267,-0.3048161,0.0489106
34,4.9421234,5.2557106,"('mean', 'honorable')",4.9421234,5.2557106,0.3135872
35,-0.93860215,-1.025225,"('corrupt', 'incorrupt')",-0.9386021,-1.025225,-0.0866229
36,-1.0215926,-1.0229479,"('hostile', 'amicable')",-1.0215926,-1.0229479,-0.0013553
37,1.0701053,1.0468998,"('fake', 'genuine')",1.0701053,1.0468998,-0.0232055
38,0.6238138,0.7890901,"('untruthful', 'truthful')",0.6238138,0.7890901,0.1652763
39,0.60446143,0.580397,"('exploitative', 'cooperative')",0.6044614,0.580397,-0.0240644
40,-2.0159295,-2.2535727,"('stingy', 'generous')",-2.0159295,-2.2535727,-0.2376432
41,0.27432778,0.26998508,"('unforgiving', 'forgiving')",0.2743278,0.2699851,-0.0043427
42,-2.3349943,-2.4170136,"('unreliable', 'reliable')",-2.3349943,-2.4170136,-0.0820193
43,1.7072191,1.7904384,"('irresponsible', 'responsible')",1.7072191,1.7904384,0.0832193
44,-1.4203854,-1.4760659,"('prejudiced', 'unprejudiced')",-1.4203854,-1.4760659,-0.0556805
45,0.55336076,0.48120305,"('incompetent', 'competent')",0.5533608,0.481203,-0.0721578
46,-0.57919455,-0.67542374,"('uncompetitive', 'competitive')",-0.5791945,-0.6754237,-0.0962292
47,5.3592386,5.612979,"('stupid', 'smart')",5.3592386,5.6129789,0.2537403
48,0.61753225,0.54184115,"('unintelligent', 'intelligent')",0.6175323,0.5418411,-0.0756912
49,0.31196454,0.37539807,"('unable', 'able')",0.3119645,0.3753981,0.0634336
50,-0.08889623,-0.073973276,"('clumsy', 'skillful')",-0.0888962,-0.0739733,0.0149229
51,0.503868,0.32603666,"('uneducated', 'educated')",0.503868,0.3260367,-0.1778313
52,-0.4636091,-0.4929569,"('irrational', 'rational')",-0.4636091,-0.4929569,-0.0293478
53,0.11627319,0.13320698,"('uncreative', 'creative')",0.1162732,0.133207,0.0169338
54,1.0635133,1.2588905,"('incapable', 'capable')",1.0635133,1.2588905,0.1953772
55,0.7543245,0.61198395,"('incompetent', 'clever')",0.7543245,0.611984,-0.1423405
56,1.0925615,1.0108106,"('impractical', 'practical')",1.0925615,1.0108106,-0.0817509
57,-2.6955507,-2.7353532,"('unimaginative', 'imaginative')",-2.6955507,-2.7353532,-0.0398025
58,-0.13139836,-0.18091263,"('undiscriminating', 'discriminating')",-0.1313984,-0.1809126,-0.0495142
59,-0.004382629,0.0873771,"('foolish', 'wise')",-0.0043826,0.0873771,0.0917597
60,1.2358489,1.1706327,"('inefficient', 'efficient')",1.2358489,1.1706327,-0.0652162
61,0.78824997,0.6009057,"('illogical', 'logical')",0.78825,0.6009057,-0.1873443
62,1.3095529,1.32326,"('incompetent', 'brilliant')",1.3095529,1.3232599,0.013707
63,0.7856286,0.8443904,"('unperceptive', 'insightful')",0.7856286,0.8443904,0.0587618
64,-5.9507074,-6.10489,"('shy', 'confident')",-5.9507074,-6.1048899,-0.1541825
65,0.7161521,0.5422146,"('insecure', 'secure')",0.7161521,0.5422146,-0.1739375
66,-0.23844951,-0.29237273,"('inactive', 'active')",-0.2384495,-0.2923727,-0.0539232
67,-0.052059293,-0.087513,"('doubtful', 'determined')",-0.0520593,-0.087513,-0.0354537
68,-0.33441722,-0.35260358,"('dependent', 'independent')",-0.3344172,-0.3526036,-0.0181864
69,-1.727234,-1.6466011,"('lazy', 'industrious')",-1.727234,-1.6466011,0.0806329
70,1.4157203,1.2922907,"('lethargic', 'energetic')",1.4157203,1.2922907,-0.1234296
71,0.1917739,0.22780731,"('diffident', 'self-confident')",0.1917739,0.2278073,0.0360334
72,0.8757364,0.92165047,"('unambitious', 'ambitious')",0.8757364,0.9216505,0.0459141
73,-3.3599021,-3.394795,"('helpless', 'self-reliant')",-3.3599021,-3.3947949,-0.0348928
74,0.5611436,0.46667928,"('undedicated', 'dedicated')",0.5611436,0.4666793,-0.0944643
75,-1.0728619,-0.9090168,"('meek', 'impulsive')",-1.0728619,-0.9090168,0.1638451
76,0.72334254,0.54190165,"('anxious', 'daring')",0.7233425,0.5419016,-0.1814409
