,model_male,model_female,tuple,average_male,average_female,female-male
0,0.5536494,0.45108446,"('unsociable', 'sociable')",0.5536494,0.4510845,-0.1025649
1,0.7121179,0.8815324,"('unfriendly', 'friendly')",0.7121179,0.8815324,0.1694145
2,0.47924694,0.6825897,"('unlikable', 'likable')",0.4792469,0.6825897,0.2033428
3,0.87413913,0.9649911,"('repellent', 'pleasant')",0.8741391,0.9649911,0.090852
4,-7.1416035,-7.2436423,"('disliked', 'liked')",-7.1416035,-7.2436423,-0.1020388
5,-1.0008377,-0.8022369,"('distant', 'outgoing')",-1.0008377,-0.8022369,0.1986008
6,-0.6697971,-0.54868656,"('distant', 'open')",-0.6697971,-0.5486866,0.1211105
7,1.5991179,1.5718325,"('insensitive', 'sensitive')",1.5991179,1.5718325,-0.0272854
8,0.7547871,0.79644614,"('unaffectionate', 'affectionate')",0.7547871,0.7964461,0.041659
9,1.4814074,1.5887339,"('unaffectionate', 'caring')",1.4814074,1.5887339,0.1073265
10,1.4440961,1.3547559,"('unsympathetic', 'sympathetic')",1.4440961,1.3547559,-0.0893402
11,2.1626227,2.1849728,"('unhelpful', 'helpful')",2.1626227,2.1849728,0.0223501
12,-0.88225067,-0.9002502,"('unsupportive', 'supportive')",-0.8822507,-0.9002502,-0.0179995
13,0.56639826,0.58118165,"('impolite', 'polite')",0.5663983,0.5811816,0.0147833
14,0.46462446,0.46803996,"('antisocial', 'social')",0.4646245,0.46804,0.0034155
15,0.2013506,0.21734445,"('boring', 'funny')",0.2013506,0.2173444,0.0159938
16,-0.7698022,-0.5580155,"('unpopular', 'popular')",-0.7698022,-0.5580155,0.2117867
17,-0.19918804,-0.12626803,"('nasty', 'nice')",-0.199188,-0.126268,0.07292
18,-0.62422055,-0.5127784,"('disagreeable', 'welcoming')",-0.6242206,-0.5127784,0.1114422
19,-0.7528943,-0.67575896,"('inhospitable', 'hospitable')",-0.7528943,-0.675759,0.0771353
