,fan_male,fan_female,tuple,average_male,average_female,female-male
0,-0.22341746,-0.24482815,"('unsociable', 'sociable')",-0.2234175,-0.2448281,-0.0214106
1,1.5065033,1.3862295,"('unfriendly', 'friendly')",1.5065033,1.3862295,-0.1202738
2,0.3222125,0.49410608,"('unlikable', 'likable')",0.3222125,0.4941061,0.1718936
3,0.91635245,0.9654968,"('repellent', 'pleasant')",0.9163525,0.9654968,0.0491443
4,-7.068668,-7.244157,"('disliked', 'liked')",-7.0686679,-7.2441568,-0.1754889
5,-0.029839734,-0.038787402,"('distant', 'outgoing')",-0.0298397,-0.0387874,-0.0089477
6,0.5962494,0.4905153,"('distant', 'open')",0.5962494,0.4905153,-0.1057341
7,0.8781582,0.89370805,"('insensitive', 'sensitive')",0.8781582,0.8937081,0.0155499
8,1.29818,1.1676913,"('unaffectionate', 'affectionate')",1.29818,1.1676913,-0.1304887
9,1.5351377,1.5424998,"('unaffectionate', 'caring')",1.5351377,1.5424998,0.0073621
10,0.7253879,0.78970844,"('unsympathetic', 'sympathetic')",0.7253879,0.7897084,0.0643205
11,1.2020639,1.2857271,"('unhelpful', 'helpful')",1.2020639,1.2857271,0.0836632
12,-1.6266115,-1.6228456,"('unsupportive', 'supportive')",-1.6266115,-1.6228456,0.0037659
13,-0.29497474,-0.22230655,"('impolite', 'polite')",-0.2949747,-0.2223065,0.0726682
14,-0.3885104,-0.41063896,"('antisocial', 'social')",-0.3885104,-0.410639,-0.0221286
15,0.36656404,0.25277084,"('boring', 'funny')",0.366564,0.2527708,-0.1137932
16,-0.021458395,-0.016605645,"('unpopular', 'popular')",-0.0214584,-0.0166056,0.0048528
17,0.15299946,0.18196581,"('nasty', 'nice')",0.1529995,0.1819658,0.0289663
18,-0.19382028,-0.20469238,"('disagreeable', 'welcoming')",-0.1938203,-0.2046924,-0.0108721
19,-0.5095465,-0.5083109,"('inhospitable', 'hospitable')",-0.5095465,-0.5083109,0.0012356
20,1.0079364,0.8927885,"('rough', 'thoughtful')",1.0079364,0.8927885,-0.1151479
21,-0.53957665,-0.30382514,"('immoral', 'moral')",-0.5395766,-0.3038251,0.2357515
22,-0.28983626,-0.26681265,"('untrustworthy', 'trustworthy')",-0.2898363,-0.2668127,0.0230236
23,5.7320833,5.8369465,"('insincere', 'sincere')",5.7320833,5.8369465,0.1048632
24,1.332958,1.2733083,"('dishonest', 'honest')",1.332958,1.2733083,-0.0596497
25,0.6622026,0.60993946,"('egoistic', 'altruistic')",0.6622026,0.6099395,-0.0522631
26,0.69727486,0.4820482,"('hardhearted', 'benevolent')",0.6972749,0.4820482,-0.2152267
27,1.8980657,1.670325,"('hardhearted', 'softhearted')",1.8980657,1.670325,-0.2277407
28,1.1032711,1.0263338,"('disloyal', 'loyal')",1.1032711,1.0263338,-0.0769373
29,-0.17931563,-0.31571674,"('unfair', 'fair')",-0.1793156,-0.3157167,-0.1364011
30,0.45404065,0.52025974,"('intolerant', 'tolerant')",0.4540406,0.5202597,0.0662191
31,-0.66287446,-0.8066437,"('evil', 'good')",-0.6628745,-0.8066437,-0.1437692
32,1.0249056,0.9881291,"('unkind', 'kind')",1.0249056,0.9881291,-0.0367765
33,-0.33036938,-0.3396504,"('wrong', 'right')",-0.3303694,-0.3396504,-0.009281
34,4.17267,4.3385057,"('mean', 'honorable')",4.1726699,4.3385057,0.1658358
35,-0.6166987,-0.9137354,"('corrupt', 'incorrupt')",-0.6166987,-0.9137354,-0.2970367
36,-0.34926045,-0.4840669,"('hostile', 'amicable')",-0.3492604,-0.4840669,-0.1348065
37,0.99664664,0.9814258,"('fake', 'genuine')",0.9966466,0.9814258,-0.0152208
38,-0.53464353,-0.45530802,"('untruthful', 'truthful')",-0.5346435,-0.455308,0.0793355
39,-0.02852204,0.04013858,"('exploitative', 'cooperative')",-0.028522,0.0401386,0.0686606
40,-0.97676265,-1.2243366,"('stingy', 'generous')",-0.9767627,-1.2243366,-0.2475739
41,0.12389647,0.12095836,"('unforgiving', 'forgiving')",0.1238965,0.1209584,-0.0029381
42,-1.8139193,-1.8210772,"('unreliable', 'reliable')",-1.8139193,-1.8210772,-0.0071579
43,0.89216554,1.0006512,"('irresponsible', 'responsible')",0.8921655,1.0006512,0.1084857
44,-0.96524787,-0.9310537,"('prejudiced', 'unprejudiced')",-0.9652479,-0.9310537,0.0341942
45,0.06758926,-0.044000477,"('incompetent', 'competent')",0.0675893,-0.0440005,-0.1115898
46,-0.775517,-0.6696786,"('uncompetitive', 'competitive')",-0.775517,-0.6696786,0.1058384
47,4.6731105,4.895373,"('stupid', 'smart')",4.6731105,4.8953729,0.2222624
48,0.30748302,0.2835541,"('unintelligent', 'intelligent')",0.307483,0.2835541,-0.0239289
49,0.01864353,0.17580894,"('unable', 'able')",0.0186435,0.1758089,0.1571654
50,0.06434631,0.07192342,"('clumsy', 'skillful')",0.0643463,0.0719234,0.0075771
51,-0.03704451,-0.042925432,"('uneducated', 'educated')",-0.0370445,-0.0429254,-0.0058809
52,-0.041980196,-0.21293207,"('irrational', 'rational')",-0.0419802,-0.2129321,-0.1709519
53,0.35228452,0.25215352,"('uncreative', 'creative')",0.3522845,0.2521535,-0.100131
54,1.0339829,1.1847945,"('incapable', 'capable')",1.0339829,1.1847945,0.1508116
55,0.49220514,0.5338546,"('incompetent', 'clever')",0.4922051,0.5338546,0.0416495
56,0.08225158,0.0985008,"('impractical', 'practical')",0.0822516,0.0985008,0.0162492
57,-2.3752995,-2.4466302,"('unimaginative', 'imaginative')",-2.3752995,-2.4466302,-0.0713307
58,0.26829264,0.19604781,"('undiscriminating', 'discriminating')",0.2682926,0.1960478,-0.0722448
59,0.24266134,0.28630355,"('foolish', 'wise')",0.2426613,0.2863036,0.0436423
60,-0.08148427,0.1855237,"('inefficient', 'efficient')",-0.0814843,0.1855237,0.267008
61,0.08262263,-0.03919766,"('illogical', 'logical')",0.0826226,-0.0391977,-0.1218203
62,0.42108935,0.55320823,"('incompetent', 'brilliant')",0.4210894,0.5532082,0.1321188
63,-0.09669902,0.010724861,"('unperceptive', 'insightful')",-0.096699,0.0107249,0.1074239
64,-6.163906,-6.087307,"('shy', 'confident')",-6.1639061,-6.087307,0.0765991
65,0.21219541,0.37757802,"('insecure', 'secure')",0.2121954,0.377578,0.1653826
66,0.21308497,0.04769498,"('inactive', 'active')",0.213085,0.047695,-0.16539
67,-0.71296805,-0.6287739,"('doubtful', 'determined')",-0.7129681,-0.6287739,0.0841942
68,-0.7488029,-0.6663326,"('dependent', 'independent')",-0.7488029,-0.6663326,0.0824703
69,-1.5794278,-1.6398091,"('lazy', 'industrious')",-1.5794278,-1.6398091,-0.0603813
70,1.1834391,1.1710985,"('lethargic', 'energetic')",1.1834391,1.1710985,-0.0123406
71,0.61967546,0.57496834,"('diffident', 'self-confident')",0.6196755,0.5749683,-0.0447072
72,0.79971033,0.9553603,"('unambitious', 'ambitious')",0.7997103,0.9553603,0.15565
73,-2.5830615,-2.5700686,"('helpless', 'self-reliant')",-2.5830615,-2.5700686,0.0129929
74,0.06734351,-0.062311888,"('undedicated', 'dedicated')",0.0673435,-0.0623119,-0.1296554
75,-0.45014143,-0.35937408,"('meek', 'impulsive')",-0.4501414,-0.3593741,0.0907673
76,0.5383945,0.57371813,"('anxious', 'daring')",0.5383945,0.5737181,0.0353236
77,-1.5790218,-1.3590497,"('unmotivated', 'motivated')",-1.5790218,-1.3590497,0.2199721
78,-0.76961994,-0.76561826,"('nonresilient', 'resilient')",-0.7696199,-0.7656183,0.0040016
79,-0.08195442,-0.09565684,"('wavering', 'unwavering')",-0.0819544,-0.0956568,-0.0137024
80,-0.54579747,-0.6267783,"('dominated', 'dominating')",-0.5457975,-0.6267783,-0.0809808
81,-0.5591408,-0.40809083,"('submissive', 'aggressive')",-0.5591408,-0.4080908,0.15105
82,6.356837,6.500689,"('poor', 'rich')",6.3568368,6.500689,0.1438522
83,-0.49693656,-0.44531327,"('powerless', 'powerful')",-0.4969366,-0.4453133,0.0516233
84,0.42198694,0.4046647,"('inferior', 'superior')",0.4219869,0.4046647,-0.0173222
85,-0.49466273,-0.67329794,"('insignificant', 'prestigious')",-0.4946627,-0.6732979,-0.1786352
86,0.27050614,0.18041417,"('uninfluential', 'influential')",0.2705061,0.1804142,-0.0900919
87,-0.20345448,-0.21541096,"('unsuccessful', 'successful')",-0.2034545,-0.215411,-0.0119565
88,-0.14027357,-0.089273065,"('low', 'eminent')",-0.1402736,-0.0892731,0.0510005
