,plier_male,plier_female,tuple,average_male,average_female,female-male
0,0.5661286,0.49820322,"('unsociable', 'sociable')",0.5661286,0.4982032,-0.0679254
1,-0.77297217,-0.9095017,"('unfriendly', 'friendly')",-0.7729722,-0.9095017,-0.1365295
2,0.2820776,0.27468017,"('unlikable', 'likable')",0.2820776,0.2746802,-0.0073974
3,0.12135753,0.1693634,"('repellent', 'pleasant')",0.1213575,0.1693634,0.0480059
4,-3.2815442,-3.3100507,"('disliked', 'liked')",-3.2815442,-3.3100507,-0.0285065
5,-1.4724361,-1.4631511,"('distant', 'outgoing')",-1.4724361,-1.4631511,0.009285
6,-1.5798265,-1.578576,"('distant', 'open')",-1.5798265,-1.578576,0.0012505
7,0.3298007,0.40201542,"('insensitive', 'sensitive')",0.3298007,0.4020154,0.0722147
8,-0.19432083,-0.29143852,"('unaffectionate', 'affectionate')",-0.1943208,-0.2914385,-0.0971177
9,-0.00057703815,-0.018757362,"('unaffectionate', 'caring')",-0.000577,-0.0187574,-0.0181804
10,0.2531423,0.30044347,"('unsympathetic', 'sympathetic')",0.2531423,0.3004435,0.0473012
11,1.244515,1.2948602,"('unhelpful', 'helpful')",1.2445149,1.2948602,0.0503453
12,-0.761594,-0.70717156,"('unsupportive', 'supportive')",-0.761594,-0.7071716,0.0544224
13,0.37281823,0.36710453,"('impolite', 'polite')",0.3728182,0.3671045,-0.0057137
14,0.9358649,0.94084,"('antisocial', 'social')",0.9358649,0.94084,0.0049751
15,-0.10404925,-0.17049007,"('boring', 'funny')",-0.1040493,-0.1704901,-0.0664408
16,-0.058467425,-0.22146884,"('unpopular', 'popular')",-0.0584674,-0.2214688,-0.1630014
17,-0.34189317,-0.2868558,"('nasty', 'nice')",-0.3418932,-0.2868558,0.0550374
18,-1.096659,-1.1422753,"('disagreeable', 'welcoming')",-1.0966589,-1.1422753,-0.0456164
19,-1.6890613,-1.6849151,"('inhospitable', 'hospitable')",-1.6890613,-1.6849151,0.0041462
20,0.645609,0.6179591,"('rough', 'thoughtful')",0.645609,0.6179591,-0.0276499
21,0.6866543,0.69439787,"('immoral', 'moral')",0.6866543,0.6943979,0.0077436
22,-0.31883568,-0.35374102,"('untrustworthy', 'trustworthy')",-0.3188357,-0.353741,-0.0349053
23,2.9046428,2.9301376,"('insincere', 'sincere')",2.9046428,2.9301376,0.0254948
24,0.0787535,0.052916415,"('dishonest', 'honest')",0.0787535,0.0529164,-0.0258371
25,0.027370635,-0.09425279,"('egoistic', 'altruistic')",0.0273706,-0.0942528,-0.1216234
