,godfather_male,godfather_female,tuple,average_male,average_female,female-male
0,0.3648057,0.38702753,"('unsociable', 'sociable')",0.3648057,0.3870275,0.0222218
1,0.8860349,0.7498164,"('unfriendly', 'friendly')",0.8860349,0.7498164,-0.1362185
2,0.10908539,0.2465233,"('unlikable', 'likable')",0.1090854,0.2465233,0.1374379
3,0.84327364,1.0109181,"('repellent', 'pleasant')",0.8432736,1.0109181,0.1676445
4,-6.682252,-7.004729,"('disliked', 'liked')",-6.6822519,-7.0047288,-0.3224769
5,-0.49653497,-0.5927014,"('distant', 'outgoing')",-0.496535,-0.5927014,-0.0961664
6,-0.02667783,-0.24157326,"('distant', 'open')",-0.0266778,-0.2415733,-0.2148955
7,1.2263079,1.3203557,"('insensitive', 'sensitive')",1.2263079,1.3203557,0.0940478
8,0.9856162,0.8165137,"('unaffectionate', 'affectionate')",0.9856162,0.8165137,-0.1691025
9,1.1433063,1.115968,"('unaffectionate', 'caring')",1.1433063,1.115968,-0.0273383
10,1.0352901,1.2249068,"('unsympathetic', 'sympathetic')",1.0352901,1.2249068,0.1896167
11,1.3421832,1.470649,"('unhelpful', 'helpful')",1.3421832,1.470649,0.1284658
12,-1.3569835,-1.3318169,"('unsupportive', 'supportive')",-1.3569835,-1.3318169,0.0251666
13,-0.117370464,0.16486141,"('impolite', 'polite')",-0.1173705,0.1648614,0.2822319
14,0.3348016,0.4467939,"('antisocial', 'social')",0.3348016,0.4467939,0.1119923
15,0.31932434,0.21778373,"('boring', 'funny')",0.3193243,0.2177837,-0.1015406
16,-0.8151527,-0.871064,"('unpopular', 'popular')",-0.8151527,-0.871064,-0.0559113
17,0.040032666,0.060683496,"('nasty', 'nice')",0.0400327,0.0606835,0.0206508
18,-0.38504803,-0.3153898,"('disagreeable', 'welcoming')",-0.385048,-0.3153898,0.0696582
19,-0.7450557,-0.78244996,"('inhospitable', 'hospitable')",-0.7450557,-0.78245,-0.0373943
20,0.60969543,0.5026004,"('rough', 'thoughtful')",0.6096954,0.5026004,-0.107095
21,-0.15652463,0.16045544,"('immoral', 'moral')",-0.1565246,0.1604554,0.31698
22,0.017838027,0.060705133,"('untrustworthy', 'trustworthy')",0.017838,0.0607051,0.0428671
23,5.5039926,5.7985554,"('insincere', 'sincere')",5.5039926,5.7985554,0.2945628
24,1.1732969,1.2675979,"('dishonest', 'honest')",1.1732969,1.2675979,0.094301
25,0.87869596,0.7714186,"('egoistic', 'altruistic')",0.878696,0.7714186,-0.1072774
26,1.0551697,0.8315127,"('hardhearted', 'benevolent')",1.0551697,0.8315127,-0.223657
27,1.5670244,1.386557,"('hardhearted', 'softhearted')",1.5670244,1.386557,-0.1804674
28,1.2395706,1.0888327,"('disloyal', 'loyal')",1.2395706,1.0888327,-0.1507379
29,-0.25404868,-0.44138312,"('unfair', 'fair')",-0.2540487,-0.4413831,-0.1873344
30,0.7359532,0.96612257,"('intolerant', 'tolerant')",0.7359532,0.9661226,0.2301694
31,-1.032886,-1.2609047,"('evil', 'good')",-1.032886,-1.2609047,-0.2280187
32,1.128461,1.0450088,"('unkind', 'kind')",1.128461,1.0450088,-0.0834522
33,-0.29611608,-0.37598854,"('wrong', 'right')",-0.2961161,-0.3759885,-0.0798724
34,3.6755629,4.0407085,"('mean', 'honorable')",3.6755629,4.0407085,0.3651456
35,-0.9231277,-1.3665584,"('corrupt', 'incorrupt')",-0.9231277,-1.3665584,-0.4434307
36,-0.65548754,-0.96057135,"('hostile', 'amicable')",-0.6554875,-0.9605713,-0.3050838
37,1.0250573,0.97475606,"('fake', 'genuine')",1.0250573,0.9747561,-0.0503012
38,-0.624341,-0.47951588,"('untruthful', 'truthful')",-0.624341,-0.4795159,0.1448251
39,0.37653655,0.47129136,"('exploitative', 'cooperative')",0.3765365,0.4712914,0.0947549
40,-0.8755176,-1.0203602,"('stingy', 'generous')",-0.8755176,-1.0203602,-0.1448426
41,0.69707066,0.58644366,"('unforgiving', 'forgiving')",0.6970707,0.5864437,-0.110627
42,-1.781428,-1.8252785,"('unreliable', 'reliable')",-1.781428,-1.8252785,-0.0438505
43,0.8418987,1.0847907,"('irresponsible', 'responsible')",0.8418987,1.0847907,0.242892
44,-0.87405366,-0.9884669,"('prejudiced', 'unprejudiced')",-0.8740537,-0.9884669,-0.1144132
45,0.5619976,0.39628822,"('incompetent', 'competent')",0.5619976,0.3962882,-0.1657094
46,-0.55473447,-0.41873506,"('uncompetitive', 'competitive')",-0.5547345,-0.4187351,0.1359994
47,4.28445,4.533079,"('stupid', 'smart')",4.2844501,4.5330791,0.248629
48,0.16033225,0.2952238,"('unintelligent', 'intelligent')",0.1603322,0.2952238,0.1348916
49,-0.39926112,-0.2810622,"('unable', 'able')",-0.3992611,-0.2810622,0.1181989
50,-0.40668452,-0.53082895,"('clumsy', 'skillful')",-0.4066845,-0.530829,-0.1241445
51,0.5224067,0.6347914,"('uneducated', 'educated')",0.5224067,0.6347914,0.1123847
52,-0.058262207,-0.38091636,"('irrational', 'rational')",-0.0582622,-0.3809164,-0.3226542
53,-0.23346719,-0.38686767,"('uncreative', 'creative')",-0.2334672,-0.3868677,-0.1534005
54,0.7791461,0.77851486,"('incapable', 'capable')",0.7791461,0.7785149,-0.0006312
55,0.79585356,0.98455393,"('incompetent', 'clever')",0.7958536,0.9845539,0.1887003
56,0.23974486,0.40303648,"('impractical', 'practical')",0.2397449,0.4030365,0.1632916
57,-1.556459,-1.8035828,"('unimaginative', 'imaginative')",-1.556459,-1.8035828,-0.2471238
58,0.46293452,0.37675053,"('undiscriminating', 'discriminating')",0.4629345,0.3767505,-0.086184
59,0.018940391,-0.080789365,"('foolish', 'wise')",0.0189404,-0.0807894,-0.0997298
60,0.14971201,0.6841751,"('inefficient', 'efficient')",0.149712,0.6841751,0.5344631
61,0.24614088,0.1656613,"('illogical', 'logical')",0.2461409,0.1656613,-0.0804796
62,0.47890744,0.7513334,"('incompetent', 'brilliant')",0.4789074,0.7513334,0.272426
63,0.050303727,0.17290378,"('unperceptive', 'insightful')",0.0503037,0.1729038,0.1226001
64,-5.5589314,-5.388652,"('shy', 'confident')",-5.5589314,-5.3886518,0.1702796
65,0.41717514,0.7440153,"('insecure', 'secure')",0.4171751,0.7440153,0.3268402
66,0.08213231,-0.16188905,"('inactive', 'active')",0.0821323,-0.161889,-0.2440213
67,-0.6926541,-0.5855115,"('doubtful', 'determined')",-0.6926541,-0.5855115,0.1071426
68,-0.93940127,-0.80310065,"('dependent', 'independent')",-0.9394013,-0.8031006,0.1363007
69,-1.7485149,-1.8964455,"('lazy', 'industrious')",-1.7485149,-1.8964455,-0.1479306
70,1.7260133,1.7173662,"('lethargic', 'energetic')",1.7260133,1.7173662,-0.0086471
71,0.29011273,0.24140465,"('diffident', 'self-confident')",0.2901127,0.2414047,-0.048708
72,0.87264115,1.1444227,"('unambitious', 'ambitious')",0.8726411,1.1444227,0.2717816
73,-2.4028852,-2.4781265,"('helpless', 'self-reliant')",-2.4028852,-2.4781265,-0.0752413
74,0.4430228,0.27279037,"('undedicated', 'dedicated')",0.4430228,0.2727904,-0.1702324
75,-0.4143545,-0.52482796,"('meek', 'impulsive')",-0.4143545,-0.524828,-0.1104735
76,0.5365303,0.6942414,"('anxious', 'daring')",0.5365303,0.6942414,0.1577111
77,-1.3814332,-1.1188523,"('unmotivated', 'motivated')",-1.3814332,-1.1188523,0.2625809
