,trail_male,trail_female,tuple,average_male,average_female,female-male
0,0.25306094,0.1981152,"('unsociable', 'sociable')",0.2530609,0.1981152,-0.0549457
1,1.3893911,1.296185,"('unfriendly', 'friendly')",1.3893911,1.296185,-0.0932061
2,0.20184465,0.3014493,"('unlikable', 'likable')",0.2018446,0.3014493,0.0996047
3,1.0833602,1.2107049,"('repellent', 'pleasant')",1.0833602,1.2107049,0.1273447
4,-7.2820477,-7.3357673,"('disliked', 'liked')",-7.2820477,-7.3357673,-0.0537196
5,-0.58561075,-0.3953539,"('distant', 'outgoing')",-0.5856107,-0.3953539,0.1902568
6,-0.05616369,0.08628251,"('distant', 'open')",-0.0561637,0.0862825,0.1424462
7,1.4828881,1.6007514,"('insensitive', 'sensitive')",1.4828881,1.6007514,0.1178633
8,0.9759038,0.9279087,"('unaffectionate', 'affectionate')",0.9759038,0.9279087,-0.0479951
9,1.860116,1.9657829,"('unaffectionate', 'caring')",1.860116,1.9657829,0.1056669
10,1.0467703,1.0752523,"('unsympathetic', 'sympathetic')",1.0467703,1.0752523,0.028482
11,2.0012336,2.1663995,"('unhelpful', 'helpful')",2.0012336,2.1663995,0.1651659
12,-1.3658019,-1.225322,"('unsupportive', 'supportive')",-1.3658019,-1.225322,0.1404799
13,0.21439578,0.16726701,"('impolite', 'polite')",0.2143958,0.167267,-0.0471288
14,0.042897057,0.0318736,"('antisocial', 'social')",0.0428971,0.0318736,-0.0110235
15,0.68099004,0.6103248,"('boring', 'funny')",0.68099,0.6103248,-0.0706652
16,-0.58415854,-0.47561273,"('unpopular', 'popular')",-0.5841585,-0.4756127,0.1085458
17,-0.38981715,-0.35909003,"('nasty', 'nice')",-0.3898171,-0.35909,0.0307271
18,-0.41427952,-0.3394222,"('disagreeable', 'welcoming')",-0.4142795,-0.3394222,0.0748573
19,-0.5767318,-0.43740815,"('inhospitable', 'hospitable')",-0.5767318,-0.4374081,0.1393237
20,0.2739869,0.178267,"('rough', 'thoughtful')",0.2739869,0.178267,-0.0957199
21,-0.021546228,0.14197953,"('immoral', 'moral')",-0.0215462,0.1419795,0.1635257
22,-0.1906431,-0.002237752,"('untrustworthy', 'trustworthy')",-0.1906431,-0.0022378,0.1884053
23,6.681531,6.883885,"('insincere', 'sincere')",6.681531,6.8838849,0.2023539
24,1.8240368,1.9920889,"('dishonest', 'honest')",1.8240368,1.9920889,0.1680521
