,nucleotidase_male,nucleotidase_female,tuple,average_male,average_female,female-male
0,-0.5700136,-0.78538865,"('unsociable', 'sociable')",-0.5700136,-0.7853886,-0.215375
1,0.29770654,-0.17179899,"('unfriendly', 'friendly')",0.2977065,-0.171799,-0.4695055
2,0.7524268,0.7208104,"('unlikable', 'likable')",0.7524268,0.7208104,-0.0316164
3,-1.7479542,-1.7273389,"('repellent', 'pleasant')",-1.7479542,-1.7273389,0.0206153
4,-0.15497173,-0.26959878,"('disliked', 'liked')",-0.1549717,-0.2695988,-0.1146271
5,0.9297888,0.7226668,"('distant', 'outgoing')",0.9297888,0.7226668,-0.207122
6,1.1094686,0.8204569,"('distant', 'open')",1.1094686,0.8204569,-0.2890117
7,-1.6142209,-1.649694,"('insensitive', 'sensitive')",-1.6142209,-1.649694,-0.0354731
8,0.29558063,0.01114814,"('unaffectionate', 'affectionate')",0.2955806,0.0111481,-0.2844325
9,-0.6157716,-0.8795611,"('unaffectionate', 'caring')",-0.6157716,-0.8795611,-0.2637895
10,-2.154795,-2.2028012,"('unsympathetic', 'sympathetic')",-2.1547949,-2.2028012,-0.0480063
11,-1.0099931,-0.98890495,"('unhelpful', 'helpful')",-1.0099931,-0.988905,0.0210881
12,-0.63921463,-0.73225653,"('unsupportive', 'supportive')",-0.6392146,-0.7322565,-0.0930419
13,-1.8158274,-1.8381294,"('impolite', 'polite')",-1.8158274,-1.8381294,-0.022302
14,-1.2845151,-1.2108876,"('antisocial', 'social')",-1.2845151,-1.2108876,0.0736275
15,0.77328336,0.70030725,"('boring', 'funny')",0.7732834,0.7003073,-0.0729761
16,0.43684453,0.40128553,"('unpopular', 'popular')",0.4368445,0.4012855,-0.035559
17,0.09834494,0.16959141,"('nasty', 'nice')",0.0983449,0.1695914,0.0712465
18,0.1209496,-0.002420999,"('disagreeable', 'welcoming')",0.1209496,-0.002421,-0.1233706
19,-0.72832847,-0.81288177,"('inhospitable', 'hospitable')",-0.7283285,-0.8128818,-0.0845533
20,0.1292447,0.19981115,"('rough', 'thoughtful')",0.1292447,0.1998111,0.0705664
21,-0.7161765,-0.6639324,"('immoral', 'moral')",-0.7161765,-0.6639324,0.0522441
22,-1.0302693,-1.1713618,"('untrustworthy', 'trustworthy')",-1.0302693,-1.1713618,-0.1410925
23,-0.8266867,-0.9579377,"('insincere', 'sincere')",-0.8266867,-0.9579377,-0.131251
24,-1.1800218,-1.2717631,"('dishonest', 'honest')",-1.1800218,-1.2717631,-0.0917413
25,0.6525834,0.5520509,"('egoistic', 'altruistic')",0.6525834,0.5520509,-0.1005325
26,1.237278,0.9336296,"('hardhearted', 'benevolent')",1.237278,0.9336296,-0.3036484
27,0.5040541,0.45048246,"('hardhearted', 'softhearted')",0.5040541,0.4504825,-0.0535716
28,-0.7543732,-0.9763068,"('disloyal', 'loyal')",-0.7543732,-0.9763068,-0.2219336
29,-0.05713488,-0.138244,"('unfair', 'fair')",-0.0571349,-0.138244,-0.0811091
30,-1.738999,-1.8529888,"('intolerant', 'tolerant')",-1.738999,-1.8529888,-0.1139898
31,0.95424473,0.80951875,"('evil', 'good')",0.9542447,0.8095188,-0.1447259
32,0.4912557,0.32432538,"('unkind', 'kind')",0.4912557,0.3243254,-0.1669303
33,0.5781664,0.43640617,"('wrong', 'right')",0.5781664,0.4364062,-0.1417602
34,1.0066231,1.064049,"('mean', 'honorable')",1.0066231,1.064049,0.0574259
35,1.7492578,1.6272506,"('corrupt', 'incorrupt')",1.7492578,1.6272506,-0.1220072
36,1.0161701,0.7179447,"('hostile', 'amicable')",1.0161701,0.7179447,-0.2982254
37,-0.13666996,-0.2005096,"('fake', 'genuine')",-0.13667,-0.2005096,-0.0638396
38,0.008734649,-0.16198803,"('untruthful', 'truthful')",0.0087346,-0.161988,-0.1707226
39,0.26887676,0.32595915,"('exploitative', 'cooperative')",0.2688768,0.3259591,0.0570823
40,0.88798517,0.77326506,"('stingy', 'generous')",0.8879852,0.7732651,-0.1147201
41,0.29675707,0.20163113,"('unforgiving', 'forgiving')",0.2967571,0.2016311,-0.095126
42,-0.3081805,-0.2636706,"('unreliable', 'reliable')",-0.3081805,-0.2636706,0.0445099
43,-0.95640785,-1.0633202,"('irresponsible', 'responsible')",-0.9564078,-1.0633202,-0.1069124
44,0.85788125,0.95815563,"('prejudiced', 'unprejudiced')",0.8578812,0.9581556,0.1002744
