,female_male,female_female,tuple,average_male,average_female,female-male
0,-0.20298797,-0.3095489,"('unsociable', 'sociable')",-0.202988,-0.3095489,-0.1065609
1,1.5254116,1.4829618,"('unfriendly', 'friendly')",1.5254116,1.4829618,-0.0424498
2,-0.14436828,-0.15718415,"('unlikable', 'likable')",-0.1443683,-0.1571842,-0.0128159
3,0.6283705,0.6284449,"('repellent', 'pleasant')",0.6283705,0.6284449,7.44e-05
4,-7.4018393,-7.625457,"('disliked', 'liked')",-7.4018393,-7.6254568,-0.2236175
5,-0.5705415,-0.5892933,"('distant', 'outgoing')",-0.5705415,-0.5892933,-0.0187518
6,-0.09125722,-0.26957685,"('distant', 'open')",-0.0912572,-0.2695768,-0.1783196
7,0.8159622,0.6940643,"('insensitive', 'sensitive')",0.8159622,0.6940643,-0.1218979
8,1.2170266,1.2585416,"('unaffectionate', 'affectionate')",1.2170266,1.2585416,0.041515
9,1.4095271,1.7444808,"('unaffectionate', 'caring')",1.4095271,1.7444808,0.3349537
10,1.061973,0.8656936,"('unsympathetic', 'sympathetic')",1.061973,0.8656936,-0.1962794
11,1.4140731,1.4389188,"('unhelpful', 'helpful')",1.4140731,1.4389188,0.0248457
12,-1.8449183,-1.9600426,"('unsupportive', 'supportive')",-1.8449183,-1.9600426,-0.1151243
13,-0.33121595,-0.71327066,"('impolite', 'polite')",-0.3312159,-0.7132707,-0.3820548
14,-0.09097559,-0.442328,"('antisocial', 'social')",-0.0909756,-0.442328,-0.3513524
15,0.1075909,0.08496791,"('boring', 'funny')",0.1075909,0.0849679,-0.022623
16,-0.4862436,-0.427229,"('unpopular', 'popular')",-0.4862436,-0.427229,0.0590146
17,-0.8210056,-0.59734815,"('nasty', 'nice')",-0.8210056,-0.5973482,0.2236574
18,-0.1492675,-0.3941244,"('disagreeable', 'welcoming')",-0.1492675,-0.3941244,-0.2448569
19,-0.57445765,-0.42939875,"('inhospitable', 'hospitable')",-0.5744576,-0.4293987,0.1450589
20,1.0794804,0.9464712,"('rough', 'thoughtful')",1.0794804,0.9464712,-0.1330092
21,-0.33851513,-0.25680104,"('immoral', 'moral')",-0.3385151,-0.256801,0.0817141
22,-0.5764828,-0.6310042,"('untrustworthy', 'trustworthy')",-0.5764828,-0.6310042,-0.0545214
23,6.3923454,6.4754057,"('insincere', 'sincere')",6.3923454,6.4754057,0.0830603
24,1.414335,1.327784,"('dishonest', 'honest')",1.414335,1.3277839,-0.0865511
25,1.0193723,0.904041,"('egoistic', 'altruistic')",1.0193723,0.904041,-0.1153313
26,0.78925663,0.8945677,"('hardhearted', 'benevolent')",0.7892566,0.8945677,0.1053111
27,1.7584481,1.6643091,"('hardhearted', 'softhearted')",1.7584481,1.6643091,-0.094139
28,1.0391713,0.9760003,"('disloyal', 'loyal')",1.0391713,0.9760003,-0.063171
29,-0.84565467,-1.2008394,"('unfair', 'fair')",-0.8456547,-1.2008394,-0.3551847
30,1.0384201,0.98179394,"('intolerant', 'tolerant')",1.0384201,0.9817939,-0.0566262
31,-1.4447483,-1.540342,"('evil', 'good')",-1.4447483,-1.540342,-0.0955937
32,0.927572,0.90701425,"('unkind', 'kind')",0.927572,0.9070143,-0.0205577
33,-0.50854063,-0.3636155,"('wrong', 'right')",-0.5085406,-0.3636155,0.1449251
34,4.6862907,5.0440288,"('mean', 'honorable')",4.6862907,5.0440288,0.3577381
35,-0.67184865,-0.7832474,"('corrupt', 'incorrupt')",-0.6718487,-0.7832474,-0.1113987
36,-0.6827259,-0.6113776,"('hostile', 'amicable')",-0.6827259,-0.6113776,0.0713483
37,0.92690724,0.7602941,"('fake', 'genuine')",0.9269072,0.7602941,-0.1666131
38,-0.3049494,-0.23473938,"('untruthful', 'truthful')",-0.3049494,-0.2347394,0.07021
39,0.5621739,0.4943899,"('exploitative', 'cooperative')",0.5621739,0.4943899,-0.067784
40,-1.2074356,-1.7183567,"('stingy', 'generous')",-1.2074356,-1.7183567,-0.5109211
41,-0.24874775,-0.31394807,"('unforgiving', 'forgiving')",-0.2487478,-0.3139481,-0.0652003
42,-2.2327943,-2.7257452,"('unreliable', 'reliable')",-2.2327943,-2.7257452,-0.4929509
43,0.81799644,0.81276405,"('irresponsible', 'responsible')",0.8179964,0.812764,-0.0052324
44,-0.70684063,-0.75519454,"('prejudiced', 'unprejudiced')",-0.7068406,-0.7551945,-0.0483539
45,-0.2554937,-0.41599172,"('incompetent', 'competent')",-0.2554937,-0.4159917,-0.160498
46,-0.43896013,-0.7585157,"('uncompetitive', 'competitive')",-0.4389601,-0.7585157,-0.3195556
47,4.936336,5.1756716,"('stupid', 'smart')",4.936336,5.1756716,0.2393356
48,0.53217196,0.508506,"('unintelligent', 'intelligent')",0.532172,0.508506,-0.023666
49,0.18297605,0.12971184,"('unable', 'able')",0.1829761,0.1297118,-0.0532643
50,-0.08624193,0.011268757,"('clumsy', 'skillful')",-0.0862419,0.0112688,0.0975107
51,0.894749,0.5372063,"('uneducated', 'educated')",0.894749,0.5372063,-0.3575427
52,-0.5959452,-0.49232376,"('irrational', 'rational')",-0.5959452,-0.4923238,0.1036214
53,0.02926877,0.05508025,"('uncreative', 'creative')",0.0292688,0.0550802,0.0258114
54,1.249268,1.3735152,"('incapable', 'capable')",1.2492681,1.3735152,0.1242471
55,0.7115859,0.40096718,"('incompetent', 'clever')",0.7115859,0.4009672,-0.3106187
56,0.40092152,0.43860915,"('impractical', 'practical')",0.4009215,0.4386092,0.0376877
57,-2.7765136,-3.0946312,"('unimaginative', 'imaginative')",-2.7765136,-3.0946312,-0.3181176
58,0.3364215,0.084229216,"('undiscriminating', 'discriminating')",0.3364215,0.0842292,-0.2521923
59,-0.11149945,-0.15832007,"('foolish', 'wise')",-0.1114995,-0.1583201,-0.0468206
60,0.2637432,0.15982302,"('inefficient', 'efficient')",0.2637432,0.159823,-0.1039202
61,0.23551747,0.19051406,"('illogical', 'logical')",0.2355175,0.1905141,-0.0450034
62,0.13093781,0.003696788,"('incompetent', 'brilliant')",0.1309378,0.0036968,-0.127241
63,0.011347413,-0.21372811,"('unperceptive', 'insightful')",0.0113474,-0.2137281,-0.2250755
64,-6.5315213,-6.663811,"('shy', 'confident')",-6.5315213,-6.6638112,-0.1322899
65,0.048204467,-0.06659817,"('insecure', 'secure')",0.0482045,-0.0665982,-0.1148027
66,-0.022520214,-0.3291536,"('inactive', 'active')",-0.0225202,-0.3291536,-0.3066334
67,-0.40564486,-0.28683197,"('doubtful', 'determined')",-0.4056449,-0.286832,0.1188129
68,-0.47665945,-0.7942978,"('dependent', 'independent')",-0.4766594,-0.7942978,-0.3176384
69,-2.2999094,-2.277067,"('lazy', 'industrious')",-2.2999094,-2.2770669,0.0228425
70,1.1931336,0.9425157,"('lethargic', 'energetic')",1.1931336,0.9425157,-0.2506179
71,0.6602474,0.6834382,"('diffident', 'self-confident')",0.6602474,0.6834382,0.0231908
72,0.5902199,0.49999633,"('unambitious', 'ambitious')",0.5902199,0.4999963,-0.0902236
73,-2.9316654,-2.9099848,"('helpless', 'self-reliant')",-2.9316654,-2.9099848,0.0216806
74,0.44613504,0.19390722,"('undedicated', 'dedicated')",0.446135,0.1939072,-0.2522278
75,-0.8606769,-0.8720038,"('meek', 'impulsive')",-0.8606769,-0.8720038,-0.0113269
76,1.0840442,0.66845995,"('anxious', 'daring')",1.0840442,0.66846,-0.4155842
77,-1.6800456,-1.5088675,"('unmotivated', 'motivated')",-1.6800456,-1.5088675,0.1711781
78,-0.4298202,-0.4427018,"('nonresilient', 'resilient')",-0.4298202,-0.4427018,-0.0128816
79,-0.19428529,-0.026249573,"('wavering', 'unwavering')",-0.1942853,-0.0262496,0.1680357
80,-0.07252474,-0.32193524,"('dominated', 'dominating')",-0.0725247,-0.3219352,-0.2494105
81,0.15476376,-0.19196345,"('submissive', 'aggressive')",0.1547638,-0.1919634,-0.3467272
82,6.3954935,6.2919636,"('poor', 'rich')",6.3954935,6.2919636,-0.1035299
83,-0.113817915,-0.11693083,"('powerless', 'powerful')",-0.1138179,-0.1169308,-0.0031129
84,0.7317648,0.8576646,"('inferior', 'superior')",0.7317648,0.8576646,0.1258998
85,-0.02712781,-0.06249042,"('insignificant', 'prestigious')",-0.0271278,-0.0624904,-0.0353626
86,0.4280095,0.29399768,"('uninfluential', 'influential')",0.4280095,0.2939977,-0.1340118
87,-0.43909073,-0.31954613,"('unsuccessful', 'successful')",-0.4390907,-0.3195461,0.1195446
88,0.52645975,0.3764866,"('low', 'eminent')",0.5264598,0.3764866,-0.1499732
