,hearsay_male,hearsay_female,tuple,average_male,average_female,female-male
0,-0.122666694,-0.2774253,"('unsociable', 'sociable')",-0.1226667,-0.2774253,-0.1547586
1,0.58383715,0.5221736,"('unfriendly', 'friendly')",0.5838372,0.5221736,-0.0616636
2,-0.14836301,-0.08022811,"('unlikable', 'likable')",-0.148363,-0.0802281,0.0681349
3,-0.6444266,-0.6328902,"('repellent', 'pleasant')",-0.6444266,-0.6328902,0.0115364
4,-3.136781,-3.0856097,"('disliked', 'liked')",-3.136781,-3.0856097,0.0511713
5,-0.07564141,-0.012875214,"('distant', 'outgoing')",-0.0756414,-0.0128752,0.0627662
6,0.019494854,0.11968825,"('distant', 'open')",0.0194949,0.1196883,0.1001934
7,-0.32983685,-0.34133282,"('insensitive', 'sensitive')",-0.3298368,-0.3413328,-0.011496
8,0.17198887,0.14622948,"('unaffectionate', 'affectionate')",0.1719889,0.1462295,-0.0257594
9,0.53283846,0.5057232,"('unaffectionate', 'caring')",0.5328385,0.5057232,-0.0271153
10,-0.8064196,-0.88804626,"('unsympathetic', 'sympathetic')",-0.8064196,-0.8880463,-0.0816267
11,0.35605538,0.29871014,"('unhelpful', 'helpful')",0.3560554,0.2987101,-0.0573453
12,-1.1882491,-1.1852366,"('unsupportive', 'supportive')",-1.1882491,-1.1852366,0.0030125
13,-0.4431759,-0.60044897,"('impolite', 'polite')",-0.4431759,-0.600449,-0.1572731
14,-0.8825238,-1.010189,"('antisocial', 'social')",-0.8825238,-1.0101891,-0.1276653
15,1.2209936,1.1885579,"('boring', 'funny')",1.2209936,1.1885579,-0.0324357
16,-0.13672194,-0.050713386,"('unpopular', 'popular')",-0.1367219,-0.0507134,0.0860085
17,-0.4281724,-0.41346684,"('nasty', 'nice')",-0.4281724,-0.4134668,0.0147056
18,-1.2988852,-1.3440753,"('disagreeable', 'welcoming')",-1.2988852,-1.3440753,-0.0451901
19,-0.4689636,-0.34963968,"('inhospitable', 'hospitable')",-0.4689636,-0.3496397,0.1193239
20,0.14332874,0.14330481,"('rough', 'thoughtful')",0.1433287,0.1433048,-2.39e-05
21,-0.22579631,-0.26581722,"('immoral', 'moral')",-0.2257963,-0.2658172,-0.0400209
22,0.1774547,0.123596996,"('untrustworthy', 'trustworthy')",0.1774547,0.123597,-0.0538577
23,2.4392872,2.3073134,"('insincere', 'sincere')",2.4392872,2.3073134,-0.1319738
24,-0.05017712,-0.13438886,"('dishonest', 'honest')",-0.0501771,-0.1343889,-0.0842118
25,0.48108888,0.4785263,"('egoistic', 'altruistic')",0.4810889,0.4785263,-0.0025626
26,0.9408126,0.8440233,"('hardhearted', 'benevolent')",0.9408126,0.8440233,-0.0967893
27,0.7781424,0.72579896,"('hardhearted', 'softhearted')",0.7781424,0.725799,-0.0523434
28,-0.24393302,-0.43430534,"('disloyal', 'loyal')",-0.243933,-0.4343053,-0.1903723
29,0.2746984,0.20584382,"('unfair', 'fair')",0.2746984,0.2058438,-0.0688546
30,-0.12311068,-0.21646923,"('intolerant', 'tolerant')",-0.1231107,-0.2164692,-0.0933585
31,-0.55882645,-0.42385274,"('evil', 'good')",-0.5588264,-0.4238527,0.1349737
32,0.5086775,0.39818132,"('unkind', 'kind')",0.5086775,0.3981813,-0.1104962
33,0.24543983,0.20431173,"('wrong', 'right')",0.2454398,0.2043117,-0.0411281
34,2.752198,2.8724127,"('mean', 'honorable')",2.752198,2.8724127,0.1202147
35,0.21506898,0.27056688,"('corrupt', 'incorrupt')",0.215069,0.2705669,0.0554979
36,0.4220185,0.452699,"('hostile', 'amicable')",0.4220185,0.452699,0.0306805
37,0.029474512,0.033632495,"('fake', 'genuine')",0.0294745,0.0336325,0.004158
38,-0.23790197,-0.274821,"('untruthful', 'truthful')",-0.237902,-0.274821,-0.036919
39,0.05028934,0.05872837,"('exploitative', 'cooperative')",0.0502893,0.0587284,0.0084391
40,-1.8921509,-1.9359912,"('stingy', 'generous')",-1.8921509,-1.9359912,-0.0438403
