,arch_male,arch_female,tuple,average_male,average_female,female-male
0,-0.12805755,-0.29193357,"('unsociable', 'sociable')",-0.1280576,-0.2919336,-0.163876
1,1.5105997,1.4318922,"('unfriendly', 'friendly')",1.5105997,1.4318922,-0.0787075
2,0.012742706,0.19847374,"('unlikable', 'likable')",0.0127427,0.1984737,0.185731
3,0.48888212,0.47462803,"('repellent', 'pleasant')",0.4888821,0.474628,-0.0142541
4,-6.651795,-6.754691,"('disliked', 'liked')",-6.6517949,-6.7546911,-0.1028962
5,-0.2794022,-0.17374037,"('distant', 'outgoing')",-0.2794022,-0.1737404,0.1056618
6,0.49988317,0.47521713,"('distant', 'open')",0.4998832,0.4752171,-0.0246661
7,1.1581146,1.0544235,"('insensitive', 'sensitive')",1.1581146,1.0544235,-0.1036911
8,1.4262515,1.3086355,"('unaffectionate', 'affectionate')",1.4262515,1.3086355,-0.117616
9,1.7684596,1.7423203,"('unaffectionate', 'caring')",1.7684596,1.7423203,-0.0261393
10,0.6135518,0.5661192,"('unsympathetic', 'sympathetic')",0.6135518,0.5661192,-0.0474326
11,1.5273798,1.5884002,"('unhelpful', 'helpful')",1.5273798,1.5884002,0.0610204
12,-1.690116,-1.7301311,"('unsupportive', 'supportive')",-1.690116,-1.7301311,-0.0400151
13,-0.52048415,-0.5200839,"('impolite', 'polite')",-0.5204841,-0.5200839,0.0004002
14,-0.28627488,-0.39445117,"('antisocial', 'social')",-0.2862749,-0.3944512,-0.1081763
15,0.42432806,0.35790884,"('boring', 'funny')",0.4243281,0.3579088,-0.0664193
16,-0.048544917,-0.10902068,"('unpopular', 'popular')",-0.0485449,-0.1090207,-0.0604758
17,-0.07509009,0.0035970006,"('nasty', 'nice')",-0.0750901,0.003597,0.0786871
18,-0.41119826,-0.38947776,"('disagreeable', 'welcoming')",-0.4111983,-0.3894778,0.0217205
19,-0.64918995,-0.6092132,"('inhospitable', 'hospitable')",-0.6491899,-0.6092132,0.0399767
20,0.89205116,0.7996794,"('rough', 'thoughtful')",0.8920512,0.7996794,-0.0923718
