,fox_male,fox_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.54285175,0.3990457,"('unsociable', 'sociable')",-0.30674884,-0.50607747,0.1180515,-0.0535159,-0.1715674
1,-0.11581698,0.017157465,"('unfriendly', 'friendly')",1.1411997,1.1034008,0.5126914,0.5602791,0.0475877
2,0.3980164,0.51685274,"('unlikable', 'likable')",0.63495994,0.6485067,0.5164882,0.5826797,0.0661915
3,0.4655424,0.56724143,"('repellent', 'pleasant')",0.63473314,0.6498124,0.5501378,0.6085269,0.0583891
4,-1.9384221,-1.961637,"('disliked', 'liked')",-6.290902,-6.472397,-4.1146622,-4.2170172,-0.102355
5,-1.1390454,-1.0077486,"('distant', 'outgoing')",-0.50902206,-0.44641238,-0.8240337,-0.7270805,0.0969532
6,-1.5190547,-1.3329209,"('distant', 'open')",-0.7413055,-0.66848594,-1.1301801,-1.0007035,0.1294766
7,0.6722272,0.64115655,"('insensitive', 'sensitive')",0.0114322575,-0.00010916684,0.3418297,0.3205237,-0.021306
8,0.037891064,0.11753541,"('unaffectionate', 'affectionate')",0.28625816,0.3266217,0.1620746,0.2220786,0.060004
9,0.9942274,1.0527055,"('unaffectionate', 'caring')",0.6406492,0.67864805,0.8174383,0.8656768,0.0482385
10,1.1036097,1.0361962,"('unsympathetic', 'sympathetic')",-0.8633761,-0.9569515,0.1201168,0.0396224,-0.0804944
11,0.23402508,0.2483526,"('unhelpful', 'helpful')",1.4946064,1.4887419,0.8643157,0.8685473,0.0042316
12,0.1707018,0.26265293,"('unsupportive', 'supportive')",-2.2600513,-2.2687182,-1.0446748,-1.0030327,0.0416421
13,-0.2830425,-0.44222113,"('impolite', 'polite')",-1.3066517,-1.3988619,-0.7948471,-0.9205415,-0.1256944
14,1.9292939,1.7588903,"('antisocial', 'social')",0.11401026,-0.03572828,1.0216521,0.861581,-0.1600711
15,1.149326,1.0192245,"('boring', 'funny')",0.15525,0.14551583,0.652288,0.5823702,-0.0699178
16,-1.3851391,-1.3140773,"('unpopular', 'popular')",0.510978,0.4679184,-0.4370806,-0.4230794,0.0140012
