,element_male,element_female,tuple,average_male,average_female,female-male
0,-0.33357915,-0.22937472,"('unsociable', 'sociable')",-0.3335792,-0.2293747,0.1042045
1,1.0680724,0.88249004,"('unfriendly', 'friendly')",1.0680724,0.88249,-0.1855824
2,0.22792488,0.3056111,"('unlikable', 'likable')",0.2279249,0.3056111,0.0776862
3,0.7714364,0.89333016,"('repellent', 'pleasant')",0.7714364,0.8933302,0.1218938
4,-7.4378524,-7.6463556,"('disliked', 'liked')",-7.4378524,-7.6463556,-0.2085032
5,-0.6777214,-0.75061345,"('distant', 'outgoing')",-0.6777214,-0.7506135,-0.0728921
6,0.1054243,-0.08916886,"('distant', 'open')",0.1054243,-0.0891689,-0.1945932
7,1.2459587,1.3579751,"('insensitive', 'sensitive')",1.2459587,1.3579751,0.1120164
8,0.998249,0.77590364,"('unaffectionate', 'affectionate')",0.998249,0.7759036,-0.2223454
9,1.4946852,1.4523743,"('unaffectionate', 'caring')",1.4946852,1.4523743,-0.0423109
10,0.9770499,1.2346152,"('unsympathetic', 'sympathetic')",0.9770499,1.2346152,0.2575653
11,1.5772631,1.7489716,"('unhelpful', 'helpful')",1.5772631,1.7489716,0.1717085
12,-1.891622,-1.83313,"('unsupportive', 'supportive')",-1.8916219,-1.83313,0.0584919
13,-0.3622892,-0.14119038,"('impolite', 'polite')",-0.3622892,-0.1411904,0.2210988
14,-0.33371875,-0.2818108,"('antisocial', 'social')",-0.3337187,-0.2818108,0.0519079
15,0.17561722,0.053537242,"('boring', 'funny')",0.1756172,0.0535372,-0.12208
16,-0.34107006,-0.29420245,"('unpopular', 'popular')",-0.3410701,-0.2942024,0.0468677
17,-0.53320765,-0.5195127,"('nasty', 'nice')",-0.5332077,-0.5195127,0.013695
18,-0.785463,-0.79299957,"('disagreeable', 'welcoming')",-0.785463,-0.7929996,-0.0075366
19,-0.78171164,-0.818339,"('inhospitable', 'hospitable')",-0.7817116,-0.818339,-0.0366274
20,1.3617313,1.2839613,"('rough', 'thoughtful')",1.3617313,1.2839613,-0.07777
21,-0.31996253,-0.006625615,"('immoral', 'moral')",-0.3199625,-0.0066256,0.3133369
22,-0.6003019,-0.5232854,"('untrustworthy', 'trustworthy')",-0.6003019,-0.5232854,0.0770165
23,6.093447,6.2549047,"('insincere', 'sincere')",6.0934472,6.2549047,0.1614575
24,1.6333861,1.6096032,"('dishonest', 'honest')",1.6333861,1.6096032,-0.0237829
25,0.5322007,0.42687088,"('egoistic', 'altruistic')",0.5322007,0.4268709,-0.1053298
26,1.1519823,0.8491692,"('hardhearted', 'benevolent')",1.1519823,0.8491692,-0.3028131
27,1.8567019,1.7210797,"('hardhearted', 'softhearted')",1.8567019,1.7210797,-0.1356222
28,1.3703095,1.2617017,"('disloyal', 'loyal')",1.3703095,1.2617017,-0.1086078
29,-0.5731943,-0.70479894,"('unfair', 'fair')",-0.5731943,-0.7047989,-0.1316046
30,0.7764608,0.8997499,"('intolerant', 'tolerant')",0.7764608,0.8997499,0.1232891
31,-1.1755236,-1.5043563,"('evil', 'good')",-1.1755236,-1.5043563,-0.3288327
32,1.5547504,1.4731566,"('unkind', 'kind')",1.5547504,1.4731566,-0.0815938
33,-0.6559879,-0.7835139,"('wrong', 'right')",-0.6559879,-0.7835139,-0.127526
34,4.6966786,4.910968,"('mean', 'honorable')",4.6966786,4.9109678,0.2142892
35,-0.6547068,-1.1090883,"('corrupt', 'incorrupt')",-0.6547068,-1.1090883,-0.4543815
36,-0.71400523,-1.0109241,"('hostile', 'amicable')",-0.7140052,-1.0109241,-0.2969189
37,1.0844995,1.0484474,"('fake', 'genuine')",1.0844995,1.0484474,-0.0360521
38,-0.55050886,-0.4724556,"('untruthful', 'truthful')",-0.5505089,-0.4724556,0.0780533
39,-0.07732622,-0.0066333227,"('exploitative', 'cooperative')",-0.0773262,-0.0066333,0.0706929
40,-1.5132769,-1.7031642,"('stingy', 'generous')",-1.5132769,-1.7031642,-0.1898873
41,-0.11741152,-0.16418801,"('unforgiving', 'forgiving')",-0.1174115,-0.164188,-0.0467765
42,-2.088704,-1.9246024,"('unreliable', 'reliable')",-2.0887041,-1.9246024,0.1641017
43,1.0937433,1.369015,"('irresponsible', 'responsible')",1.0937433,1.369015,0.2752717
44,-1.0529574,-0.97805643,"('prejudiced', 'unprejudiced')",-1.0529574,-0.9780564,0.074901
45,0.4289848,0.39549452,"('incompetent', 'competent')",0.4289848,0.3954945,-0.0334903
46,-0.7136614,-0.45397115,"('uncompetitive', 'competitive')",-0.7136614,-0.4539711,0.2596903
47,5.0057087,5.150904,"('stupid', 'smart')",5.0057087,5.1509042,0.1451955
48,0.47733256,0.5937013,"('unintelligent', 'intelligent')",0.4773326,0.5937013,0.1163687
49,-0.06803782,0.3121546,"('unable', 'able')",-0.0680378,0.3121546,0.3801924
50,-0.23456351,-0.29196766,"('clumsy', 'skillful')",-0.2345635,-0.2919677,-0.0574042
51,0.10463507,0.21491067,"('uneducated', 'educated')",0.1046351,0.2149107,0.1102756
