,dam_male,dam_female,tuple,average_male,average_female,female-male
0,1.144423,1.0439425,"('unsociable', 'sociable')",1.144423,1.0439425,-0.1004805
1,1.4994985,1.3199445,"('unfriendly', 'friendly')",1.4994985,1.3199445,-0.179554
2,0.61386156,0.75827384,"('unlikable', 'likable')",0.6138616,0.7582738,0.1444122
3,-0.18072125,0.12189816,"('repellent', 'pleasant')",-0.1807213,0.1218982,0.3026195
4,-5.1249547,-5.9614778,"('disliked', 'liked')",-5.1249547,-5.9614778,-0.8365231
5,-0.4635063,-0.65132785,"('distant', 'outgoing')",-0.4635063,-0.6513278,-0.1878215
6,-0.46030876,-0.51798844,"('distant', 'open')",-0.4603088,-0.5179884,-0.0576796
7,0.7661193,0.9423044,"('insensitive', 'sensitive')",0.7661193,0.9423044,0.1761851
8,0.91370237,0.8248094,"('unaffectionate', 'affectionate')",0.9137024,0.8248094,-0.088893
9,1.2475796,1.3192799,"('unaffectionate', 'caring')",1.2475796,1.3192799,0.0717003
10,0.29182333,0.5045398,"('unsympathetic', 'sympathetic')",0.2918233,0.5045398,0.2127165
11,2.8118892,2.742688,"('unhelpful', 'helpful')",2.8118892,2.7426879,-0.0692013
12,-0.8286291,-1.1208122,"('unsupportive', 'supportive')",-0.8286291,-1.1208122,-0.2921831
13,-0.051588953,0.1705684,"('impolite', 'polite')",-0.051589,0.1705684,0.2221574
14,0.48155597,0.5860623,"('antisocial', 'social')",0.481556,0.5860623,0.1045063
15,1.0996927,0.93837976,"('boring', 'funny')",1.0996927,0.9383798,-0.1613129
16,0.52196145,0.14156157,"('unpopular', 'popular')",0.5219615,0.1415616,-0.3803999
17,-0.8402146,-0.76206934,"('nasty', 'nice')",-0.8402146,-0.7620693,0.0781453
18,-1.4467143,-1.3254188,"('disagreeable', 'welcoming')",-1.4467143,-1.3254188,0.1212955
19,-0.6841105,-0.76174736,"('inhospitable', 'hospitable')",-0.6841105,-0.7617474,-0.0776369
20,-0.7035456,-0.37338826,"('rough', 'thoughtful')",-0.7035456,-0.3733883,0.3301573
21,-0.42603916,-0.03346471,"('immoral', 'moral')",-0.4260392,-0.0334647,0.3925745
22,-0.7186666,-0.48992297,"('untrustworthy', 'trustworthy')",-0.7186666,-0.489923,0.2287436
23,4.984578,5.4824295,"('insincere', 'sincere')",4.9845781,5.4824295,0.4978514
24,0.50945145,0.8667042,"('dishonest', 'honest')",0.5094514,0.8667042,0.3572528
25,0.7084495,0.46045902,"('egoistic', 'altruistic')",0.7084495,0.460459,-0.2479905
26,1.5831305,1.2732823,"('hardhearted', 'benevolent')",1.5831305,1.2732823,-0.3098482
27,0.111764066,0.2667824,"('hardhearted', 'softhearted')",0.1117641,0.2667824,0.1550183
28,0.9541491,0.88820195,"('disloyal', 'loyal')",0.9541491,0.888202,-0.0659471
29,-0.6552757,-0.75998116,"('unfair', 'fair')",-0.6552757,-0.7599812,-0.1047055
30,1.1880424,1.2114499,"('intolerant', 'tolerant')",1.1880424,1.2114499,0.0234075
31,-1.5760643,-1.8951654,"('evil', 'good')",-1.5760643,-1.8951654,-0.3191011
32,0.97326374,1.0787318,"('unkind', 'kind')",0.9732637,1.0787318,0.1054681
33,0.09664904,-0.06971589,"('wrong', 'right')",0.096649,-0.0697159,-0.1663649
34,3.8303406,4.317634,"('mean', 'honorable')",3.8303406,4.3176341,0.4872935
35,-1.3450502,-1.6456624,"('corrupt', 'incorrupt')",-1.3450502,-1.6456624,-0.3006122
36,-0.877406,-1.1118162,"('hostile', 'amicable')",-0.877406,-1.1118162,-0.2344102
37,-0.077086754,-0.029802026,"('fake', 'genuine')",-0.0770868,-0.029802,0.0472848
38,1.144143,0.943067,"('untruthful', 'truthful')",1.144143,0.943067,-0.201076
39,-0.38978258,-0.018608544,"('exploitative', 'cooperative')",-0.3897826,-0.0186085,0.3711741
40,-1.9568927,-2.2915924,"('stingy', 'generous')",-1.9568927,-2.2915924,-0.3346997
41,0.702978,0.7363825,"('unforgiving', 'forgiving')",0.702978,0.7363825,0.0334045
42,-2.1730697,-2.346665,"('unreliable', 'reliable')",-2.1730697,-2.3466649,-0.1735952
43,1.06182,1.3028756,"('irresponsible', 'responsible')",1.06182,1.3028756,0.2410556
44,-1.8771532,-1.6163201,"('prejudiced', 'unprejudiced')",-1.8771532,-1.6163201,0.2608331
45,0.4517369,0.42128405,"('incompetent', 'competent')",0.4517369,0.421284,-0.0304529
46,-0.23881921,-0.13460898,"('uncompetitive', 'competitive')",-0.2388192,-0.134609,0.1042102
47,4.028343,4.704554,"('stupid', 'smart')",4.0283432,4.7045541,0.6762109
48,0.57698655,0.5793159,"('unintelligent', 'intelligent')",0.5769866,0.5793159,0.0023293
49,-0.63814414,-0.35581833,"('unable', 'able')",-0.6381441,-0.3558183,0.2823258
50,-1.1619602,-1.2450517,"('clumsy', 'skillful')",-1.1619602,-1.2450517,-0.0830915
51,0.38422114,0.35372195,"('uneducated', 'educated')",0.3842211,0.3537219,-0.0304992
52,-0.2197297,-0.43086073,"('irrational', 'rational')",-0.2197297,-0.4308607,-0.211131
53,0.45199305,0.21668744,"('uncreative', 'creative')",0.451993,0.2166874,-0.2353056
54,0.49945876,0.5524412,"('incapable', 'capable')",0.4994588,0.5524412,0.0529824
55,0.8336728,1.0951561,"('incompetent', 'clever')",0.8336728,1.0951561,0.2614833
56,1.9828761,1.993041,"('impractical', 'practical')",1.9828761,1.993041,0.0101649
57,-1.6452311,-1.9946251,"('unimaginative', 'imaginative')",-1.6452311,-1.9946251,-0.349394
58,0.14977728,0.01946044,"('undiscriminating', 'discriminating')",0.1497773,0.0194604,-0.1303169
59,0.2625793,0.07130304,"('foolish', 'wise')",0.2625793,0.071303,-0.1912763
60,0.012555454,0.51121515,"('inefficient', 'efficient')",0.0125555,0.5112152,0.4986597
61,0.54055053,0.57630384,"('illogical', 'logical')",0.5405505,0.5763038,0.0357533
62,1.0707699,1.2422757,"('incompetent', 'brilliant')",1.0707699,1.2422757,0.1715058
63,0.8402984,0.794904,"('unperceptive', 'insightful')",0.8402984,0.794904,-0.0453944
64,-4.305764,-4.655938,"('shy', 'confident')",-4.3057642,-4.6559381,-0.3501739
65,-0.4341132,0.03308942,"('insecure', 'secure')",-0.4341132,0.0330894,0.4672026
66,0.12083993,-0.1405008,"('inactive', 'active')",0.1208399,-0.1405008,-0.2613407
67,0.6648887,0.43692145,"('doubtful', 'determined')",0.6648887,0.4369214,-0.2279673
68,-1.4643556,-1.3198018,"('dependent', 'independent')",-1.4643556,-1.3198018,0.1445538
69,-1.3087652,-1.5212245,"('lazy', 'industrious')",-1.3087652,-1.5212245,-0.2124593
70,0.67004305,0.8249896,"('lethargic', 'energetic')",0.6700431,0.8249896,0.1549465
71,0.6162535,0.42105585,"('diffident', 'self-confident')",0.6162535,0.4210559,-0.1951976
72,0.4026895,0.4239965,"('unambitious', 'ambitious')",0.4026895,0.4239965,0.021307
73,-3.456399,-3.590024,"('helpless', 'self-reliant')",-3.456399,-3.590024,-0.133625
74,0.55607146,0.50965595,"('undedicated', 'dedicated')",0.5560715,0.509656,-0.0464155
75,-0.7679199,-0.9912775,"('meek', 'impulsive')",-0.7679199,-0.9912775,-0.2233576
76,-0.65105844,-0.3927974,"('anxious', 'daring')",-0.6510584,-0.3927974,0.258261
77,-1.1230394,-1.099584,"('unmotivated', 'motivated')",-1.1230394,-1.099584,0.0234554
78,-0.27342397,-0.4367568,"('nonresilient', 'resilient')",-0.273424,-0.4367568,-0.1633328
79,-0.123297065,-0.42886427,"('wavering', 'unwavering')",-0.1232971,-0.4288643,-0.3055672
80,-0.3810984,-0.44487777,"('dominated', 'dominating')",-0.3810984,-0.4448778,-0.0637794
81,-0.0741006,0.102685526,"('submissive', 'aggressive')",-0.0741006,0.1026855,0.1767861
82,5.186935,5.7073274,"('poor', 'rich')",5.1869349,5.7073274,0.5203925
83,0.35002124,-0.03559372,"('powerless', 'powerful')",0.3500212,-0.0355937,-0.3856149
84,0.46112016,0.26895213,"('inferior', 'superior')",0.4611202,0.2689521,-0.1921681
85,-0.050436374,-0.564106,"('insignificant', 'prestigious')",-0.0504364,-0.564106,-0.5136696
86,1.216552,0.90149,"('uninfluential', 'influential')",1.216552,0.90149,-0.315062
87,0.29195786,0.2974033,"('unsuccessful', 'successful')",0.2919579,0.2974033,0.0054454
88,1.2296345,0.8683212,"('low', 'eminent')",1.2296345,0.8683212,-0.3613133
