,gel_male,gel_female,tuple,average_male,average_female,female-male
0,0.13186187,0.12205097,"('unsociable', 'sociable')",0.1318619,0.122051,-0.0098109
1,1.4210187,1.4221206,"('unfriendly', 'friendly')",1.4210187,1.4221206,0.0011019
2,0.7359822,0.91935146,"('unlikable', 'likable')",0.7359822,0.9193515,0.1833693
3,0.7788559,0.8759004,"('repellent', 'pleasant')",0.7788559,0.8759004,0.0970445
4,-6.835569,-6.8148,"('disliked', 'liked')",-6.8355689,-6.8147998,0.0207691
5,-0.23171468,-0.04830917,"('distant', 'outgoing')",-0.2317147,-0.0483092,0.1834055
6,0.2960208,0.3529985,"('distant', 'open')",0.2960208,0.3529985,0.0569777
7,1.3929944,1.381013,"('insensitive', 'sensitive')",1.3929944,1.381013,-0.0119814
8,1.31416,1.1927632,"('unaffectionate', 'affectionate')",1.31416,1.1927632,-0.1213968
9,1.3554876,1.3873563,"('unaffectionate', 'caring')",1.3554876,1.3873563,0.0318687
10,1.4722403,1.3345462,"('unsympathetic', 'sympathetic')",1.4722403,1.3345462,-0.1376941
11,1.8035859,1.8746389,"('unhelpful', 'helpful')",1.8035859,1.8746389,0.071053
12,-1.2150761,-1.0909892,"('unsupportive', 'supportive')",-1.2150761,-1.0909892,0.1240869
13,-0.04716111,0.028530255,"('impolite', 'polite')",-0.0471611,0.0285303,0.0756914
14,0.20563881,0.21359304,"('antisocial', 'social')",0.2056388,0.213593,0.0079542
15,0.8001002,0.7950262,"('boring', 'funny')",0.8001002,0.7950262,-0.005074
16,-0.38159037,-0.21328282,"('unpopular', 'popular')",-0.3815904,-0.2132828,0.1683076
17,0.18888192,0.15684493,"('nasty', 'nice')",0.1888819,0.1568449,-0.032037
18,-0.26780316,-0.1857309,"('disagreeable', 'welcoming')",-0.2678032,-0.1857309,0.0820723
19,0.042296648,0.053033575,"('inhospitable', 'hospitable')",0.0422966,0.0530336,0.010737
20,0.8187403,0.69055814,"('rough', 'thoughtful')",0.8187403,0.6905581,-0.1281822
21,0.080755934,0.27741304,"('immoral', 'moral')",0.0807559,0.277413,0.1966571
22,0.05133938,0.05995172,"('untrustworthy', 'trustworthy')",0.0513394,0.0599517,0.0086123
23,6.4989443,6.605975,"('insincere', 'sincere')",6.4989443,6.6059752,0.1070309
24,2.009061,2.0306609,"('dishonest', 'honest')",2.0090611,2.0306609,0.0215998
25,0.43391073,0.34969014,"('egoistic', 'altruistic')",0.4339107,0.3496901,-0.0842206
26,0.5334619,0.290037,"('hardhearted', 'benevolent')",0.5334619,0.290037,-0.2434249
27,1.8260993,1.6099994,"('hardhearted', 'softhearted')",1.8260993,1.6099994,-0.2160999
28,1.0475177,0.9409551,"('disloyal', 'loyal')",1.0475177,0.9409551,-0.1065626
29,-0.11307296,-0.21537104,"('unfair', 'fair')",-0.113073,-0.215371,-0.102298
30,1.1929685,1.1438799,"('intolerant', 'tolerant')",1.1929685,1.1438799,-0.0490886
31,-0.7389209,-0.676228,"('evil', 'good')",-0.7389209,-0.676228,0.0626929
32,1.1793338,1.1089487,"('unkind', 'kind')",1.1793338,1.1089487,-0.0703851
33,-0.9081267,-0.7602749,"('wrong', 'right')",-0.9081267,-0.7602749,0.1478518
34,4.256848,4.5486746,"('mean', 'honorable')",4.2568479,4.5486746,0.2918267
35,-1.009723,-1.1134614,"('corrupt', 'incorrupt')",-1.0097229,-1.1134614,-0.1037385
36,-0.81752276,-0.9451826,"('hostile', 'amicable')",-0.8175228,-0.9451826,-0.1276598
37,1.0696536,0.97154856,"('fake', 'genuine')",1.0696536,0.9715486,-0.098105
38,-0.3028599,-0.20461155,"('untruthful', 'truthful')",-0.3028599,-0.2046116,0.0982483
39,-0.021757664,0.033229988,"('exploitative', 'cooperative')",-0.0217577,0.03323,0.0549877
40,-0.70395964,-0.8459626,"('stingy', 'generous')",-0.7039596,-0.8459626,-0.142003
41,-0.0100844465,-0.093879335,"('unforgiving', 'forgiving')",-0.0100844,-0.0938793,-0.0837949
42,-1.4858645,-1.5145987,"('unreliable', 'reliable')",-1.4858645,-1.5145987,-0.0287342
