,shout_male,shout_female,tuple,average_male,average_female,female-male
0,0.72098976,0.54770607,"('unsociable', 'sociable')",0.7209898,0.5477061,-0.1732837
1,0.5140216,0.5080651,"('unfriendly', 'friendly')",0.5140216,0.5080651,-0.0059565
2,-0.14765835,-0.024004005,"('unlikable', 'likable')",-0.1476583,-0.024004,0.1236543
3,1.037956,1.2115699,"('repellent', 'pleasant')",1.037956,1.2115699,0.1736139
4,-6.995202,-7.2910166,"('disliked', 'liked')",-6.9952021,-7.2910166,-0.2958145
5,-1.0160776,-0.9890076,"('distant', 'outgoing')",-1.0160776,-0.9890076,0.02707
6,-0.57109916,-0.65995693,"('distant', 'open')",-0.5710992,-0.6599569,-0.0888577
7,1.5508668,1.5475689,"('insensitive', 'sensitive')",1.5508668,1.5475689,-0.0032979
8,0.43549946,0.394576,"('unaffectionate', 'affectionate')",0.4354995,0.394576,-0.0409235
9,0.88150686,0.92371684,"('unaffectionate', 'caring')",0.8815069,0.9237168,0.0422099
10,1.6336317,1.6459389,"('unsympathetic', 'sympathetic')",1.6336317,1.6459389,0.0123072
11,1.7150177,1.81776,"('unhelpful', 'helpful')",1.7150177,1.81776,0.1027423
12,-1.2664895,-1.2971226,"('unsupportive', 'supportive')",-1.2664895,-1.2971226,-0.0306331
13,0.25501138,0.4319008,"('impolite', 'polite')",0.2550114,0.4319008,0.1768894
14,0.7935799,0.7846734,"('antisocial', 'social')",0.7935799,0.7846734,-0.0089065
15,0.3741732,0.29430628,"('boring', 'funny')",0.3741732,0.2943063,-0.0798669
16,-0.9916011,-1.0102766,"('unpopular', 'popular')",-0.9916011,-1.0102766,-0.0186755
17,0.046330266,0.03516674,"('nasty', 'nice')",0.0463303,0.0351667,-0.0111636
18,-0.5768459,-0.54078525,"('disagreeable', 'welcoming')",-0.5768459,-0.5407853,0.0360606
19,-1.1125747,-1.0811387,"('inhospitable', 'hospitable')",-1.1125747,-1.0811387,0.031436
20,0.5891261,0.5344289,"('rough', 'thoughtful')",0.5891261,0.5344289,-0.0546972
21,0.36717656,0.55443424,"('immoral', 'moral')",0.3671766,0.5544342,0.1872576
22,0.20755541,0.17614777,"('untrustworthy', 'trustworthy')",0.2075554,0.1761478,-0.0314076
23,5.890359,6.188352,"('insincere', 'sincere')",5.8903589,6.1883521,0.2979932
24,1.3380947,1.382197,"('dishonest', 'honest')",1.3380947,1.382197,0.0441023
25,0.41102386,0.44272196,"('egoistic', 'altruistic')",0.4110239,0.442722,0.0316981
26,1.227664,1.0175691,"('hardhearted', 'benevolent')",1.227664,1.0175691,-0.2100949
27,1.6543808,1.5049717,"('hardhearted', 'softhearted')",1.6543808,1.5049717,-0.1494091
28,1.2367508,1.0771747,"('disloyal', 'loyal')",1.2367508,1.0771747,-0.1595761
29,-0.46745688,-0.6310154,"('unfair', 'fair')",-0.4674569,-0.6310154,-0.1635585
