,something_male,something_female,tuple,average_male,average_female,female-male
0,0.032472838,-0.11698252,"('unsociable', 'sociable')",0.0324728,-0.1169825,-0.1494553
1,1.8195168,1.9192709,"('unfriendly', 'friendly')",1.8195168,1.9192709,0.0997541
2,0.7705289,0.8631713,"('unlikable', 'likable')",0.7705289,0.8631713,0.0926424
3,1.0739161,1.0575727,"('repellent', 'pleasant')",1.0739161,1.0575727,-0.0163434
4,-6.207763,-6.17758,"('disliked', 'liked')",-6.2077632,-6.1775799,0.0301833
5,0.29503298,0.40852293,"('distant', 'outgoing')",0.295033,0.4085229,0.1134899
6,0.22646256,0.3756743,"('distant', 'open')",0.2264626,0.3756743,0.1492117
7,1.574078,1.5664276,"('insensitive', 'sensitive')",1.574078,1.5664276,-0.0076504
8,1.4653802,1.5835472,"('unaffectionate', 'affectionate')",1.4653802,1.5835472,0.118167
9,1.6959705,1.8038157,"('unaffectionate', 'caring')",1.6959705,1.8038157,0.1078452
10,0.70842516,0.6562283,"('unsympathetic', 'sympathetic')",0.7084252,0.6562283,-0.0521969
11,1.9778738,2.0020537,"('unhelpful', 'helpful')",1.9778738,2.0020537,0.0241799
12,-1.0827411,-1.0653847,"('unsupportive', 'supportive')",-1.0827411,-1.0653847,0.0173564
13,-0.1472216,-0.23466787,"('impolite', 'polite')",-0.1472216,-0.2346679,-0.0874463
14,0.35725015,0.14255099,"('antisocial', 'social')",0.3572502,0.142551,-0.2146992
15,0.63642687,0.657916,"('boring', 'funny')",0.6364269,0.657916,0.0214891
16,-0.31145245,-0.28289545,"('unpopular', 'popular')",-0.3114524,-0.2828954,0.028557
17,-0.35770637,-0.33181295,"('nasty', 'nice')",-0.3577064,-0.3318129,0.0258935
18,-0.30678332,-0.35145515,"('disagreeable', 'welcoming')",-0.3067833,-0.3514552,-0.0446719
19,0.13344264,0.30698025,"('inhospitable', 'hospitable')",0.1334426,0.3069803,0.1735377
20,0.5877029,0.48580018,"('rough', 'thoughtful')",0.5877029,0.4858002,-0.1019027
21,0.17014624,0.14396884,"('immoral', 'moral')",0.1701462,0.1439688,-0.0261774
22,0.067514956,0.013121644,"('untrustworthy', 'trustworthy')",0.067515,0.0131216,-0.0543934
23,6.396971,6.395627,"('insincere', 'sincere')",6.3969712,6.395627,-0.0013442
24,2.1239433,2.1666179,"('dishonest', 'honest')",2.1239433,2.1666179,0.0426746
25,0.44938958,0.44971853,"('egoistic', 'altruistic')",0.4493896,0.4497185,0.0003289
26,0.34771016,0.36219698,"('hardhearted', 'benevolent')",0.3477102,0.362197,0.0144868
27,1.0790743,1.0430167,"('hardhearted', 'softhearted')",1.0790743,1.0430167,-0.0360576
28,1.356597,1.3812608,"('disloyal', 'loyal')",1.3565969,1.3812608,0.0246639
29,-0.43052945,-0.44121045,"('unfair', 'fair')",-0.4305294,-0.4412104,-0.010681
30,1.056393,0.95881385,"('intolerant', 'tolerant')",1.056393,0.9588138,-0.0975792
31,-1.0946193,-1.0485884,"('evil', 'good')",-1.0946193,-1.0485884,0.0460309
32,1.3738055,1.3346174,"('unkind', 'kind')",1.3738055,1.3346174,-0.0391881
33,-0.34965613,-0.25155446,"('wrong', 'right')",-0.3496561,-0.2515545,0.0981016
