,blackboard_male,blackboard_female,tuple,average_male,average_female,female-male
0,0.021827012,-0.11898857,"('unsociable', 'sociable')",0.021827,-0.1189886,-0.1408156
1,-0.77181715,-0.8010628,"('unfriendly', 'friendly')",-0.7718171,-0.8010628,-0.0292457
2,0.13963677,0.10662487,"('unlikable', 'likable')",0.1396368,0.1066249,-0.0330119
3,0.46474314,0.5834841,"('repellent', 'pleasant')",0.4647431,0.5834841,0.118741
4,-3.388311,-3.5021353,"('disliked', 'liked')",-3.3883109,-3.5021353,-0.1138244
5,-1.7822,-1.6173177,"('distant', 'outgoing')",-1.7822,-1.6173177,0.1648823
6,-1.6096064,-1.4386432,"('distant', 'open')",-1.6096064,-1.4386432,0.1709632
7,0.6559358,0.7784456,"('insensitive', 'sensitive')",0.6559358,0.7784456,0.1225098
8,-1.3685851,-1.4673928,"('unaffectionate', 'affectionate')",-1.3685851,-1.4673928,-0.0988077
9,-0.29616284,-0.27709606,"('unaffectionate', 'caring')",-0.2961628,-0.2770961,0.0190667
10,0.836428,0.75139797,"('unsympathetic', 'sympathetic')",0.836428,0.751398,-0.08503
11,1.9870324,2.0742486,"('unhelpful', 'helpful')",1.9870324,2.0742486,0.0872162
12,-0.48680407,-0.4150438,"('unsupportive', 'supportive')",-0.4868041,-0.4150438,0.0717603
13,0.9981257,0.8342372,"('impolite', 'polite')",0.9981257,0.8342372,-0.1638885
14,1.0573013,0.93684447,"('antisocial', 'social')",1.0573013,0.9368445,-0.1204568
15,-0.500405,-0.6461816,"('boring', 'funny')",-0.500405,-0.6461816,-0.1457766
16,-1.3813745,-1.3886509,"('unpopular', 'popular')",-1.3813745,-1.3886509,-0.0072764
17,-0.80375755,-0.72530895,"('nasty', 'nice')",-0.8037575,-0.725309,0.0784485
18,-1.2871053,-1.3400321,"('disagreeable', 'welcoming')",-1.2871053,-1.3400321,-0.0529268
19,-1.7271346,-1.5734327,"('inhospitable', 'hospitable')",-1.7271346,-1.5734327,0.1537019
20,-0.031022426,0.024686385,"('rough', 'thoughtful')",-0.0310224,0.0246864,0.0557088
21,1.4270144,1.4225897,"('immoral', 'moral')",1.4270144,1.4225897,-0.0044247
22,0.18486755,0.16190088,"('untrustworthy', 'trustworthy')",0.1848675,0.1619009,-0.0229666
23,3.2282321,3.4165237,"('insincere', 'sincere')",3.2282321,3.4165237,0.1882916
24,1.134116,1.0678613,"('dishonest', 'honest')",1.1341161,1.0678613,-0.0662548
25,-0.84578633,-0.8871895,"('egoistic', 'altruistic')",-0.8457863,-0.8871895,-0.0414032
26,-0.15702878,-0.42402858,"('hardhearted', 'benevolent')",-0.1570288,-0.4240286,-0.2669998
27,-0.6884175,-0.7097499,"('hardhearted', 'softhearted')",-0.6884175,-0.7097499,-0.0213324
28,0.63523376,0.56032073,"('disloyal', 'loyal')",0.6352338,0.5603207,-0.0749131
29,-0.6582394,-0.57326776,"('unfair', 'fair')",-0.6582394,-0.5732678,0.0849716
30,0.7961739,0.78836286,"('intolerant', 'tolerant')",0.7961739,0.7883629,-0.007811
31,-3.1267867,-3.080081,"('evil', 'good')",-3.1267867,-3.080081,0.0467057
32,0.9475013,0.839172,"('unkind', 'kind')",0.9475013,0.839172,-0.1083293
33,-0.2428492,-0.19960578,"('wrong', 'right')",-0.2428492,-0.1996058,0.0432434
34,1.361569,1.6587596,"('mean', 'honorable')",1.361569,1.6587596,0.2971906
35,-1.7762752,-1.8128326,"('corrupt', 'incorrupt')",-1.7762752,-1.8128326,-0.0365574
36,-2.8316994,-2.8315437,"('hostile', 'amicable')",-2.8316994,-2.8315437,0.0001557
37,0.048975643,0.0889681,"('fake', 'genuine')",0.0489756,0.0889681,0.0399925
38,0.7449498,0.74789953,"('untruthful', 'truthful')",0.7449498,0.7478995,0.0029497
39,0.8976345,0.9543809,"('exploitative', 'cooperative')",0.8976345,0.9543809,0.0567464
40,-1.8897524,-1.9053617,"('stingy', 'generous')",-1.8897524,-1.9053617,-0.0156093
41,-0.3714491,-0.45982322,"('unforgiving', 'forgiving')",-0.3714491,-0.4598232,-0.0883741
42,-0.6012557,-0.52039135,"('unreliable', 'reliable')",-0.6012557,-0.5203913,0.0808644
43,1.0968779,1.1225448,"('irresponsible', 'responsible')",1.0968779,1.1225448,0.0256669
44,-0.4848538,-0.5469503,"('prejudiced', 'unprejudiced')",-0.4848538,-0.5469503,-0.0620965
45,0.22463697,0.2207999,"('incompetent', 'competent')",0.224637,0.2207999,-0.0038371
46,1.2166167,1.1732347,"('uncompetitive', 'competitive')",1.2166167,1.1732347,-0.043382
47,1.8363137,2.0290983,"('stupid', 'smart')",1.8363137,2.0290983,0.1927846
48,0.059021313,0.024398258,"('unintelligent', 'intelligent')",0.0590213,0.0243983,-0.034623
49,-0.4204822,-0.23919626,"('unable', 'able')",-0.4204822,-0.2391963,0.1812859
50,-0.32479006,-0.22778407,"('clumsy', 'skillful')",-0.3247901,-0.2277841,0.097006
51,0.48257986,0.45300737,"('uneducated', 'educated')",0.4825799,0.4530074,-0.0295725
52,-1.512857,-1.655229,"('irrational', 'rational')",-1.512857,-1.655229,-0.142372
53,-0.9706429,-0.933846,"('uncreative', 'creative')",-0.9706429,-0.933846,0.0367969
54,-0.05468063,0.026473843,"('incapable', 'capable')",-0.0546806,0.0264738,0.0811544
55,0.9213189,0.8987462,"('incompetent', 'clever')",0.9213189,0.8987462,-0.0225727
56,2.0901017,2.0889983,"('impractical', 'practical')",2.0901017,2.0889983,-0.0011034
57,-0.8978556,-1.0628928,"('unimaginative', 'imaginative')",-0.8978556,-1.0628928,-0.1650372
58,-0.18363965,-0.20830213,"('undiscriminating', 'discriminating')",-0.1836396,-0.2083021,-0.0246625
59,-0.7772267,-0.65866137,"('foolish', 'wise')",-0.7772267,-0.6586614,0.1185653
60,2.3608925,2.3725576,"('inefficient', 'efficient')",2.3608925,2.3725576,0.0116651
61,0.8790974,0.8312067,"('illogical', 'logical')",0.8790974,0.8312067,-0.0478907
62,1.6582322,1.8294172,"('incompetent', 'brilliant')",1.6582322,1.8294172,0.171185
63,0.6306894,0.75613976,"('unperceptive', 'insightful')",0.6306894,0.7561398,0.1254504
64,-1.4910609,-1.5918164,"('shy', 'confident')",-1.4910609,-1.5918164,-0.1007555
65,0.9770778,0.9341348,"('insecure', 'secure')",0.9770778,0.9341348,-0.042943
66,-1.4349644,-1.3927854,"('inactive', 'active')",-1.4349644,-1.3927854,0.042179
67,0.93551415,0.8900565,"('doubtful', 'determined')",0.9355142,0.8900565,-0.0454577
68,0.15584701,0.24569444,"('dependent', 'independent')",0.155847,0.2456944,0.0898474
69,-2.0929525,-2.0175579,"('lazy', 'industrious')",-2.0929525,-2.0175579,0.0753946
70,1.0093669,1.0101635,"('lethargic', 'energetic')",1.0093669,1.0101635,0.0007966
71,0.03651148,0.112079814,"('diffident', 'self-confident')",0.0365115,0.1120798,0.0755683
72,-0.21752967,-0.16653544,"('unambitious', 'ambitious')",-0.2175297,-0.1665354,0.0509943
73,-0.9504531,-0.936357,"('helpless', 'self-reliant')",-0.9504531,-0.936357,0.0140961
74,0.55668235,0.48771513,"('undedicated', 'dedicated')",0.5566823,0.4877151,-0.0689672
75,-0.7355652,-0.6605669,"('meek', 'impulsive')",-0.7355652,-0.6605669,0.0749983
76,0.37212586,0.27629703,"('anxious', 'daring')",0.3721259,0.276297,-0.0958289
77,-0.21533617,-0.19869335,"('unmotivated', 'motivated')",-0.2153362,-0.1986933,0.0166429
78,-0.36509222,-0.22861841,"('nonresilient', 'resilient')",-0.3650922,-0.2286184,0.1364738
79,-1.5360179,-1.4763874,"('wavering', 'unwavering')",-1.5360179,-1.4763874,0.0596305
80,1.4768641,1.4208337,"('dominated', 'dominating')",1.4768641,1.4208337,-0.0560304
81,1.7679836,1.7799362,"('submissive', 'aggressive')",1.7679836,1.7799362,0.0119526
82,1.7599754,1.9877646,"('poor', 'rich')",1.7599754,1.9877646,0.2277892
83,0.41152036,0.32217154,"('powerless', 'powerful')",0.4115204,0.3221715,-0.0893489
84,0.36602274,0.4351124,"('inferior', 'superior')",0.3660227,0.4351124,0.0690897
85,-1.7403667,-1.7893842,"('insignificant', 'prestigious')",-1.7403667,-1.7893842,-0.0490175
86,0.37513846,0.23529363,"('uninfluential', 'influential')",0.3751385,0.2352936,-0.1398449
87,0.38533998,0.31866342,"('unsuccessful', 'successful')",0.38534,0.3186634,-0.0666766
88,-0.029888384,-0.14051868,"('low', 'eminent')",-0.0298884,-0.1405187,-0.1106303
