,surfboard_male,surfboard_female,tuple,average_male,average_female,female-male
0,0.044896826,0.02221572,"('unsociable', 'sociable')",0.0448968,0.0222157,-0.0226811
1,0.78094953,0.6193759,"('unfriendly', 'friendly')",0.7809495,0.6193759,-0.1615736
2,0.8663373,0.8952234,"('unlikable', 'likable')",0.8663373,0.8952234,0.0288861
3,-0.62620115,-0.46905518,"('repellent', 'pleasant')",-0.6262012,-0.4690552,0.157146
4,-2.761012,-2.7326455,"('disliked', 'liked')",-2.7610121,-2.7326455,0.0283666
5,0.2454373,0.23922575,"('distant', 'outgoing')",0.2454373,0.2392257,-0.0062116
6,0.086199895,0.036997616,"('distant', 'open')",0.0861999,0.0369976,-0.0492023
7,0.09495985,0.17866074,"('insensitive', 'sensitive')",0.0949598,0.1786607,0.0837009
8,0.02919035,-0.15675667,"('unaffectionate', 'affectionate')",0.0291904,-0.1567567,-0.1859471
9,0.9136417,0.8145904,"('unaffectionate', 'caring')",0.9136417,0.8145904,-0.0990513
10,-0.52562,-0.54449075,"('unsympathetic', 'sympathetic')",-0.52562,-0.5444908,-0.0188708
11,1.4043431,1.4699144,"('unhelpful', 'helpful')",1.4043431,1.4699144,0.0655713
12,-0.0076681823,3.7156045e-05,"('unsupportive', 'supportive')",-0.0076682,3.72e-05,0.0077054
13,0.17806159,0.15546976,"('impolite', 'polite')",0.1780616,0.1554698,-0.0225918
14,0.26272523,0.25960976,"('antisocial', 'social')",0.2627252,0.2596098,-0.0031154
15,0.61905086,0.574708,"('boring', 'funny')",0.6190509,0.574708,-0.0443429
16,0.36432925,0.4348153,"('unpopular', 'popular')",0.3643292,0.4348153,0.0704861
17,-0.42363858,-0.3557492,"('nasty', 'nice')",-0.4236386,-0.3557492,0.0678894
18,-0.4872696,-0.5628822,"('disagreeable', 'welcoming')",-0.4872696,-0.5628822,-0.0756126
19,-0.92059124,-0.94362813,"('inhospitable', 'hospitable')",-0.9205912,-0.9436281,-0.0230369
20,-0.70231456,-0.612228,"('rough', 'thoughtful')",-0.7023146,-0.612228,0.0900866
21,0.0071892156,0.046773158,"('immoral', 'moral')",0.0071892,0.0467732,0.039584
22,-0.93314165,-0.9073214,"('untrustworthy', 'trustworthy')",-0.9331416,-0.9073214,0.0258202
23,3.3313868,3.301633,"('insincere', 'sincere')",3.3313868,3.3016329,-0.0297539
24,0.21103452,0.09094658,"('dishonest', 'honest')",0.2110345,0.0909466,-0.1200879
25,0.3167431,0.2773895,"('egoistic', 'altruistic')",0.3167431,0.2773895,-0.0393536
26,0.38591662,0.18452245,"('hardhearted', 'benevolent')",0.3859166,0.1845224,-0.2013942
27,-0.15362456,-0.18690106,"('hardhearted', 'softhearted')",-0.1536246,-0.1869011,-0.0332765
28,0.40699106,0.24834944,"('disloyal', 'loyal')",0.4069911,0.2483494,-0.1586417
29,0.08205892,0.0662108,"('unfair', 'fair')",0.0820589,0.0662108,-0.0158481
30,0.27839825,0.15797487,"('intolerant', 'tolerant')",0.2783982,0.1579749,-0.1204233
31,-0.9194867,-0.91613996,"('evil', 'good')",-0.9194867,-0.91614,0.0033467
32,0.6618216,0.54885685,"('unkind', 'kind')",0.6618216,0.5488569,-0.1129647
33,0.47329164,0.38367036,"('wrong', 'right')",0.4732916,0.3836704,-0.0896212
34,2.1573005,2.1825366,"('mean', 'honorable')",2.1573005,2.1825366,0.0252361
35,-0.6795106,-0.7591251,"('corrupt', 'incorrupt')",-0.6795106,-0.7591251,-0.0796145
36,-0.66853756,-0.7251098,"('hostile', 'amicable')",-0.6685376,-0.7251098,-0.0565722
37,-0.2579136,-0.35186678,"('fake', 'genuine')",-0.2579136,-0.3518668,-0.0939532
38,0.5565319,0.50565195,"('untruthful', 'truthful')",0.5565319,0.505652,-0.0508799
39,-0.14111999,-0.14601284,"('exploitative', 'cooperative')",-0.14112,-0.1460128,-0.0048928
40,-0.8225498,-0.8112608,"('stingy', 'generous')",-0.8225498,-0.8112608,0.011289
41,-0.10232991,-0.19260187,"('unforgiving', 'forgiving')",-0.1023299,-0.1926019,-0.090272
42,-1.0064859,-0.9455606,"('unreliable', 'reliable')",-1.0064859,-0.9455606,0.0609253
43,0.8945835,0.8271396,"('irresponsible', 'responsible')",0.8945835,0.8271396,-0.0674439
44,-0.965841,-0.9272753,"('prejudiced', 'unprejudiced')",-0.965841,-0.9272753,0.0385657
45,-0.032807607,0.051876746,"('incompetent', 'competent')",-0.0328076,0.0518767,0.0846843
46,-0.51457727,-0.4579083,"('uncompetitive', 'competitive')",-0.5145773,-0.4579083,0.056669
