,moose_male,moose_female,tuple,average_male,average_female,female-male
0,-0.016093379,-0.18505381,"('unsociable', 'sociable')",-0.0160934,-0.1850538,-0.1689604
1,1.5018076,1.5577031,"('unfriendly', 'friendly')",1.5018076,1.5577031,0.0558955
2,-0.30990213,-0.24809632,"('unlikable', 'likable')",-0.3099021,-0.2480963,0.0618058
3,0.51358753,0.5103086,"('repellent', 'pleasant')",0.5135875,0.5103086,-0.0032789
4,-7.646673,-7.7139945,"('disliked', 'liked')",-7.6466732,-7.7139945,-0.0673213
5,-0.36976182,-0.30720273,"('distant', 'outgoing')",-0.3697618,-0.3072027,0.0625591
6,0.20444344,0.2243336,"('distant', 'open')",0.2044434,0.2243336,0.0198902
7,0.67186505,0.73692095,"('insensitive', 'sensitive')",0.671865,0.736921,0.065056
8,1.3958323,1.363494,"('unaffectionate', 'affectionate')",1.3958323,1.363494,-0.0323383
9,1.829129,1.8619194,"('unaffectionate', 'caring')",1.829129,1.8619194,0.0327904
10,0.92544025,0.8096482,"('unsympathetic', 'sympathetic')",0.9254403,0.8096482,-0.1157921
11,1.6185575,1.6551121,"('unhelpful', 'helpful')",1.6185575,1.6551121,0.0365546
12,-1.7196934,-1.7493781,"('unsupportive', 'supportive')",-1.7196934,-1.7493781,-0.0296847
13,-0.44019622,-0.561926,"('impolite', 'polite')",-0.4401962,-0.561926,-0.1217298
14,-0.18015441,-0.2885395,"('antisocial', 'social')",-0.1801544,-0.2885395,-0.1083851
15,0.2966417,0.29062632,"('boring', 'funny')",0.2966417,0.2906263,-0.0060154
16,-0.50956833,-0.41938412,"('unpopular', 'popular')",-0.5095683,-0.4193841,0.0901842
17,-0.43815565,-0.38415235,"('nasty', 'nice')",-0.4381557,-0.3841524,0.0540033
18,0.0059315935,-0.07956357,"('disagreeable', 'welcoming')",0.0059316,-0.0795636,-0.0854952
19,-0.4216668,-0.41993508,"('inhospitable', 'hospitable')",-0.4216668,-0.4199351,0.0017317
20,0.7330035,0.7111105,"('rough', 'thoughtful')",0.7330035,0.7111105,-0.021893
21,-0.35108992,-0.371516,"('immoral', 'moral')",-0.3510899,-0.371516,-0.0204261
22,-0.72846997,-0.81677675,"('untrustworthy', 'trustworthy')",-0.72847,-0.8167768,-0.0883068
23,6.7129664,6.7155237,"('insincere', 'sincere')",6.7129664,6.7155237,0.0025573
24,1.693671,1.5300615,"('dishonest', 'honest')",1.693671,1.5300615,-0.1636095
25,1.0740775,1.057346,"('egoistic', 'altruistic')",1.0740775,1.057346,-0.0167315
26,0.7712845,0.7777575,"('hardhearted', 'benevolent')",0.7712845,0.7777575,0.006473
27,1.7306876,1.600437,"('hardhearted', 'softhearted')",1.7306876,1.600437,-0.1302506
28,1.2587526,1.2104105,"('disloyal', 'loyal')",1.2587526,1.2104105,-0.0483421
29,-0.65292215,-0.73863506,"('unfair', 'fair')",-0.6529222,-0.7386351,-0.0857129
30,0.92062855,0.82848555,"('intolerant', 'tolerant')",0.9206285,0.8284855,-0.092143
31,-1.3584418,-1.2384628,"('evil', 'good')",-1.3584418,-1.2384628,0.119979
32,0.779976,0.7197871,"('unkind', 'kind')",0.779976,0.7197871,-0.0601889
33,-0.51632226,-0.54180956,"('wrong', 'right')",-0.5163223,-0.5418096,-0.0254873
34,5.0778627,5.224145,"('mean', 'honorable')",5.0778627,5.2241449,0.1462822
35,-0.4904586,-0.6396682,"('corrupt', 'incorrupt')",-0.4904586,-0.6396682,-0.1492096
36,-0.41973007,-0.41951877,"('hostile', 'amicable')",-0.4197301,-0.4195188,0.0002113
