,pickaxe_male,pickaxe_female,tuple,average_male,average_female,female-male
0,-0.18082109,-0.3447887,"('unsociable', 'sociable')",-0.1808211,-0.3447887,-0.1639676
1,-0.62615687,-0.7710133,"('unfriendly', 'friendly')",-0.6261569,-0.7710133,-0.1448564
2,0.1917246,0.2398914,"('unlikable', 'likable')",0.1917246,0.2398914,0.0481668
3,-0.74229866,-0.7534166,"('repellent', 'pleasant')",-0.7422987,-0.7534166,-0.0111179
4,-1.906786,-1.8847429,"('disliked', 'liked')",-1.906786,-1.8847429,0.0220431
5,-0.9856488,-0.89892304,"('distant', 'outgoing')",-0.9856488,-0.898923,0.0867258
6,-1.0345422,-0.98972994,"('distant', 'open')",-1.0345422,-0.9897299,0.0448123
7,-0.049705155,0.00046043657,"('insensitive', 'sensitive')",-0.0497052,0.0004604,0.0501656
8,-0.21639296,-0.22752887,"('unaffectionate', 'affectionate')",-0.216393,-0.2275289,-0.0111359
9,-0.06826092,-0.112936035,"('unaffectionate', 'caring')",-0.0682609,-0.112936,-0.0446751
10,-0.94781226,-1.0102487,"('unsympathetic', 'sympathetic')",-0.9478123,-1.0102487,-0.0624364
11,0.2725893,0.2542233,"('unhelpful', 'helpful')",0.2725893,0.2542233,-0.018366
12,-1.2623254,-1.2215822,"('unsupportive', 'supportive')",-1.2623254,-1.2215822,0.0407432
13,-0.18260401,-0.21641609,"('impolite', 'polite')",-0.182604,-0.2164161,-0.0338121
14,0.38469404,0.33983642,"('antisocial', 'social')",0.384694,0.3398364,-0.0448576
15,0.52980715,0.4958284,"('boring', 'funny')",0.5298072,0.4958284,-0.0339788
16,-0.11181593,-0.20705646,"('unpopular', 'popular')",-0.1118159,-0.2070565,-0.0952406
17,-0.8156585,-0.721662,"('nasty', 'nice')",-0.8156585,-0.721662,0.0939965
18,-0.6703415,-0.7027392,"('disagreeable', 'welcoming')",-0.6703415,-0.7027392,-0.0323977
19,-1.2164997,-1.1541435,"('inhospitable', 'hospitable')",-1.2164997,-1.1541435,0.0623562
20,0.04072027,0.035770923,"('rough', 'thoughtful')",0.0407203,0.0357709,-0.0049494
21,0.43797976,0.37811866,"('immoral', 'moral')",0.4379798,0.3781187,-0.0598611
22,-0.36968666,-0.4124349,"('untrustworthy', 'trustworthy')",-0.3696867,-0.4124349,-0.0427482
23,1.4734973,1.3702501,"('insincere', 'sincere')",1.4734973,1.3702501,-0.1032472
24,-0.020509813,-0.07277139,"('dishonest', 'honest')",-0.0205098,-0.0727714,-0.0522616
25,0.45381233,0.424814,"('egoistic', 'altruistic')",0.4538123,0.424814,-0.0289983
26,-0.04000011,-0.15234491,"('hardhearted', 'benevolent')",-0.0400001,-0.1523449,-0.1123448
27,-0.6963435,-0.6518927,"('hardhearted', 'softhearted')",-0.6963435,-0.6518927,0.0444508
28,0.33211425,0.23338696,"('disloyal', 'loyal')",0.3321142,0.233387,-0.0987272
29,-0.43373612,-0.49435106,"('unfair', 'fair')",-0.4337361,-0.4943511,-0.060615
30,0.21421349,0.219465,"('intolerant', 'tolerant')",0.2142135,0.219465,0.0052515
31,-1.4066418,-1.3398983,"('evil', 'good')",-1.4066418,-1.3398983,0.0667435
32,0.3580523,0.20149171,"('unkind', 'kind')",0.3580523,0.2014917,-0.1565606
33,0.2170926,0.21693678,"('wrong', 'right')",0.2170926,0.2169368,-0.0001558
34,1.0373363,1.154566,"('mean', 'honorable')",1.0373363,1.154566,0.1172297
35,-0.6472576,-0.63865834,"('corrupt', 'incorrupt')",-0.6472576,-0.6386583,0.0085993
