,sandpaper_male,sandpaper_female,tuple,average_male,average_female,female-male
0,0.5194428,0.33801526,"('unsociable', 'sociable')",0.5194428,0.3380153,-0.1814275
1,0.5234631,0.25028622,"('unfriendly', 'friendly')",0.5234631,0.2502862,-0.2731769
2,0.624643,0.62792337,"('unlikable', 'likable')",0.624643,0.6279234,0.0032804
3,0.31013262,0.355555,"('repellent', 'pleasant')",0.3101326,0.355555,0.0454224
4,-4.1721444,-4.25123,"('disliked', 'liked')",-4.1721444,-4.2512298,-0.0790854
5,-1.0464885,-0.99995303,"('distant', 'outgoing')",-1.0464885,-0.999953,0.0465355
6,-1.0553808,-1.0225829,"('distant', 'open')",-1.0553808,-1.0225829,0.0327979
7,0.64832634,0.65129477,"('insensitive', 'sensitive')",0.6483263,0.6512948,0.0029685
8,0.16196379,0.06836444,"('unaffectionate', 'affectionate')",0.1619638,0.0683644,-0.0935994
9,0.9029576,0.8785498,"('unaffectionate', 'caring')",0.9029576,0.8785498,-0.0244078
10,0.73257655,0.67870235,"('unsympathetic', 'sympathetic')",0.7325765,0.6787024,-0.0538741
11,1.7483099,1.8341161,"('unhelpful', 'helpful')",1.7483099,1.8341161,0.0858062
12,-0.42441362,-0.40113035,"('unsupportive', 'supportive')",-0.4244136,-0.4011303,0.0232833
13,0.4123316,0.4165163,"('impolite', 'polite')",0.4123316,0.4165163,0.0041847
14,0.7189412,0.58675647,"('antisocial', 'social')",0.7189412,0.5867565,-0.1321847
15,0.27325907,0.1764734,"('boring', 'funny')",0.2732591,0.1764734,-0.0967857
16,-0.18087685,-0.2728579,"('unpopular', 'popular')",-0.1808769,-0.2728579,-0.091981
17,-0.53806794,-0.53099334,"('nasty', 'nice')",-0.5380679,-0.5309933,0.0070746
18,-0.395706,-0.57633936,"('disagreeable', 'welcoming')",-0.395706,-0.5763394,-0.1806334
19,-1.4737134,-1.4127761,"('inhospitable', 'hospitable')",-1.4737134,-1.4127761,0.0609373
20,0.53753066,0.51374584,"('rough', 'thoughtful')",0.5375307,0.5137458,-0.0237849
21,0.76538455,0.73758096,"('immoral', 'moral')",0.7653846,0.737581,-0.0278036
22,-0.12781699,-0.2026276,"('untrustworthy', 'trustworthy')",-0.127817,-0.2026276,-0.0748106
23,4.186232,4.1838326,"('insincere', 'sincere')",4.1862321,4.1838326,-0.0023995
24,0.94014835,0.8112533,"('dishonest', 'honest')",0.9401484,0.8112533,-0.1288951
25,0.52496994,0.3736109,"('egoistic', 'altruistic')",0.5249699,0.3736109,-0.151359
26,0.50039417,0.1847644,"('hardhearted', 'benevolent')",0.5003942,0.1847644,-0.3156298
27,0.48483023,0.47340518,"('hardhearted', 'softhearted')",0.4848302,0.4734052,-0.011425
28,0.66208756,0.4890402,"('disloyal', 'loyal')",0.6620876,0.4890402,-0.1730474
29,-0.50627494,-0.6138687,"('unfair', 'fair')",-0.5062749,-0.6138687,-0.1075938
30,1.2179744,1.1656064,"('intolerant', 'tolerant')",1.2179744,1.1656064,-0.052368
31,-2.1064906,-2.1632442,"('evil', 'good')",-2.1064906,-2.1632442,-0.0567536
32,0.7683594,0.6823933,"('unkind', 'kind')",0.7683594,0.6823933,-0.0859661
33,0.21622014,0.14352566,"('wrong', 'right')",0.2162201,0.1435257,-0.0726944
34,2.7676399,2.8740652,"('mean', 'honorable')",2.7676399,2.8740652,0.1064253
35,-1.2497337,-1.3057702,"('corrupt', 'incorrupt')",-1.2497337,-1.3057702,-0.0560365
36,-1.3588864,-1.5320776,"('hostile', 'amicable')",-1.3588864,-1.5320776,-0.1731912
37,0.20331155,0.18160231,"('fake', 'genuine')",0.2033115,0.1816023,-0.0217092
38,0.2812962,0.28078827,"('untruthful', 'truthful')",0.2812962,0.2807883,-0.0005079
39,0.4876108,0.51193255,"('exploitative', 'cooperative')",0.4876108,0.5119326,0.0243218
40,-1.3730998,-1.5246986,"('stingy', 'generous')",-1.3730998,-1.5246986,-0.1515988
41,0.29000178,0.0871842,"('unforgiving', 'forgiving')",0.2900018,0.0871842,-0.2028176
42,-1.2867745,-1.2387378,"('unreliable', 'reliable')",-1.2867745,-1.2387378,0.0480367
43,0.7623077,0.7752576,"('irresponsible', 'responsible')",0.7623077,0.7752576,0.0129499
