,meredith_male,meredith_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.09317779,0.16053784,"('unsociable', 'sociable')",-0.18549336,-0.2616045,-0.0461578,-0.0505333,-0.0043755
1,1.4136713,1.2646347,"('unfriendly', 'friendly')",1.4242711,1.2748004,1.4189712,1.2697176,-0.1492536
2,0.4985584,0.51974094,"('unlikable', 'likable')",0.6236729,0.58581865,0.5611156,0.5527798,-0.0083358
3,-1.2662668,-0.9424882,"('repellent', 'pleasant')",0.72936654,0.8338764,-0.2684501,-0.0543059,0.2141442
4,-1.0113857,-1.2135276,"('disliked', 'liked')",-6.950523,-7.2279606,-3.9809542,-4.2207441,-0.2397899
5,0.066744044,-0.08126034,"('distant', 'outgoing')",-0.50803685,-0.49935952,-0.2206464,-0.2903099,-0.0696635
6,0.01727492,-0.124740295,"('distant', 'open')",-0.35563496,-0.4095128,-0.16918,-0.2671265,-0.0979465
7,0.06338714,0.33417502,"('insensitive', 'sensitive')",0.3451472,0.454125,0.2042672,0.39415,0.1898828
8,0.9041723,0.6865615,"('unaffectionate', 'affectionate')",0.714139,0.5942128,0.8091556,0.6403872,-0.1687684
9,1.4801161,1.4080642,"('unaffectionate', 'caring')",1.1963743,1.1645241,1.3382452,1.2862942,-0.051951
10,-0.12963629,0.16689713,"('unsympathetic', 'sympathetic')",-0.16422361,-0.22974962,-0.1469299,-0.0314262,0.1155037
11,-0.33050442,-0.13848573,"('unhelpful', 'helpful')",1.778633,1.99672,0.7240643,0.9291171,0.2050528
12,1.4045355,1.4880275,"('unsupportive', 'supportive')",-1.4727001,-1.5653129,-0.0340823,-0.0386427,-0.0045604
13,-0.17706704,-0.01626749,"('impolite', 'polite')",-0.84578913,-0.7769856,-0.5114281,-0.3966265,0.1148016
14,0.64869577,0.79590064,"('antisocial', 'social')",-0.12654904,-0.1499228,0.2610734,0.3229889,0.0619155
15,-0.16802697,-0.33229247,"('boring', 'funny')",-0.22751078,-0.22102188,-0.1977689,-0.2766572,-0.0788883
16,-1.0197287,-1.0176098,"('unpopular', 'popular')",0.057370514,0.016966537,-0.4811791,-0.5003216,-0.0191425
17,-0.99136007,-0.8746611,"('nasty', 'nice')",-0.531515,-0.53521717,-0.7614375,-0.7049391,0.0564984
18,-0.6387737,-0.6666441,"('disagreeable', 'welcoming')",-0.6254854,-0.64099425,-0.6321295,-0.6538192,-0.0216897
19,0.66997063,0.5639142,"('inhospitable', 'hospitable')",-0.27704436,-0.27974615,0.1964631,0.142084,-0.0543791
20,-0.28890738,-0.26783067,"('rough', 'thoughtful')",0.7967618,0.7950894,0.2539272,0.2636294,0.0097022
21,-0.045553505,0.220124,"('immoral', 'moral')",-0.56024665,-0.42113015,-0.3029001,-0.1005031,0.202397
22,0.2749658,0.39853498,"('untrustworthy', 'trustworthy')",-0.704173,-0.71108603,-0.2146036,-0.1562755,0.0583281
23,0.94166756,1.2055274,"('insincere', 'sincere')",5.5636034,5.8082175,3.2526355,3.5068724,0.2542369
24,0.9496282,1.0505846,"('dishonest', 'honest')",0.6190858,0.66415435,0.784357,0.8573694,0.0730124
25,1.1328367,1.10974,"('egoistic', 'altruistic')",1.6219451,1.5354441,1.3773909,1.322592,-0.0547989
26,2.2701473,1.9824746,"('hardhearted', 'benevolent')",1.8739308,1.6036597,2.0720391,1.7930672,-0.2789719
27,0.6932392,0.64443433,"('hardhearted', 'softhearted')",1.2482497,1.1261759,0.9707444,0.8853051,-0.0854393
28,0.67408246,0.8301525,"('disloyal', 'loyal')",1.0778122,1.0923449,0.8759474,0.9612487,0.0853013
29,-0.92833674,-0.96096456,"('unfair', 'fair')",-0.0068591833,-0.12245245,-0.467598,-0.5417085,-0.0741105
30,0.05366408,0.28359446,"('intolerant', 'tolerant')",0.3842526,0.38968563,0.2189583,0.3366401,0.1176818
31,-0.6755993,-0.87565285,"('evil', 'good')",-0.81422526,-0.9455836,-0.7449123,-0.9106182,-0.1657059
32,0.6363601,0.78474045,"('unkind', 'kind')",0.66475046,0.51872754,0.6505553,0.651734,0.0011787
33,0.99095714,0.80411875,"('wrong', 'right')",-0.5167041,-0.5860846,0.2371265,0.1090171,-0.1281094
34,-0.032274023,0.15845878,"('mean', 'honorable')",5.119767,5.4780955,2.5437465,2.8182771,0.2745306
35,0.30425352,0.055482637,"('corrupt', 'incorrupt')",-0.37191454,-0.3842128,-0.0338305,-0.1643651,-0.1305346
36,0.31814602,0.09177603,"('hostile', 'amicable')",-0.3203418,-0.47970298,-0.0010979,-0.1939635,-0.1928656
37,1.2595651,1.3119025,"('fake', 'genuine')",0.39131436,0.46636203,0.8254398,0.8891323,0.0636925
38,0.7467324,0.7750506,"('untruthful', 'truthful')",0.08797193,0.19830212,0.4173522,0.4866763,0.0693241
39,1.7398143,1.7431444,"('exploitative', 'cooperative')",0.078560665,0.13723594,0.9091875,0.9401902,0.0310027
40,-0.06283752,0.09671766,"('stingy', 'generous')",-1.815015,-1.9689953,-0.9389262,-0.9361388,0.0027874
41,0.15063967,0.23578301,"('unforgiving', 'forgiving')",0.08488993,-0.029388376,0.1177648,0.1031973,-0.0145675
42,-0.2743078,-0.10750637,"('unreliable', 'reliable')",-3.2711914,-3.3664205,-1.7727495,-1.7369634,0.0357861
43,-0.137813,0.014108937,"('irresponsible', 'responsible')",0.3203987,0.40189436,0.0912928,0.2080016,0.1167088
44,-2.2905197,-2.3775678,"('prejudiced', 'unprejudiced')",-2.0389414,-2.088571,-2.1647305,-2.2330694,-0.0683389
45,0.1973396,0.4470337,"('incompetent', 'competent')",-0.14328928,-0.1947425,0.0270252,0.1261456,0.0991204
46,0.045383062,0.24056202,"('uncompetitive', 'competitive')",-0.66797775,-0.65131557,-0.3112974,-0.2053768,0.1059206
47,0.12937586,0.26822233,"('stupid', 'smart')",4.74348,4.9682784,2.4364281,2.6182504,0.1818223
48,0.19704604,0.35139194,"('unintelligent', 'intelligent')",0.43745574,0.39323118,0.3172509,0.3723116,0.0550607
49,-0.75870436,-0.7228677,"('unable', 'able')",-0.5542843,-0.4374498,-0.6564943,-0.5801588,0.0763355
50,0.14819479,0.06606512,"('clumsy', 'skillful')",-0.080106415,-0.13417767,0.0340442,-0.0340563,-0.0681005
51,-0.37741536,-0.24370196,"('uneducated', 'educated')",0.57499015,0.45395088,0.0987874,0.1051245,0.0063371
52,0.21526654,-0.014145747,"('irrational', 'rational')",-0.01498532,-0.16198015,0.1001406,-0.0880629,-0.1882035
53,1.2459619,1.2610371,"('uncreative', 'creative')",0.4645857,0.405845,0.8552738,0.833441,-0.0218328
54,0.51830256,0.4591493,"('incapable', 'capable')",0.7794026,0.78905535,0.6488526,0.6241024,-0.0247502
55,0.42556864,0.777183,"('incompetent', 'clever')",0.18968356,0.23779877,0.3076261,0.5074909,0.1998648
56,1.0755051,1.3640674,"('impractical', 'practical')",-0.9982143,-0.8525342,0.0386454,0.2557666,0.2171212
57,-0.9328589,-0.8033005,"('unimaginative', 'imaginative')",-3.0572853,-3.2364748,-1.9950721,-2.0198877,-0.0248156
58,1.1684161,1.2284882,"('undiscriminating', 'discriminating')",0.5535549,0.49330118,0.8609855,0.8608947,-9.08e-05
59,0.31031877,0.19484593,"('foolish', 'wise')",0.021675777,0.07502009,0.1659973,0.134933,-0.0310643
60,0.12033358,0.5448129,"('inefficient', 'efficient')",-0.36447152,-0.113975905,-0.122069,0.2154185,0.3374875
61,1.0645694,1.006603,"('illogical', 'logical')",0.8860671,0.7260546,0.9753182,0.8663288,-0.1089894
62,0.55452555,0.8236846,"('incompetent', 'brilliant')",0.058826044,0.22460587,0.3066758,0.5241452,0.2174694
63,0.56401646,0.6944548,"('unperceptive', 'insightful')",0.742702,0.81069064,0.6533592,0.7525727,0.0992135
64,-1.3595322,-1.3071369,"('shy', 'confident')",-6.088158,-6.26539,-3.7238452,-3.7862635,-0.0624183
65,0.11565859,0.26162258,"('insecure', 'secure')",-0.3412343,-0.24172041,-0.1127879,0.0099511,0.122739
66,0.45598716,0.27103275,"('inactive', 'active')",0.629871,0.595624,0.5429291,0.4333284,-0.1096007
67,-0.011576288,0.047510333,"('doubtful', 'determined')",-0.51475513,-0.50489956,-0.2631657,-0.2286946,0.0344711
68,-0.23296227,-0.16206999,"('dependent', 'independent')",-0.71208185,-0.64113146,-0.4725221,-0.4016007,0.0709214
69,1.283715,1.0149169,"('lazy', 'industrious')",-0.58169925,-0.66376,0.3510079,0.1755784,-0.1754295
70,-0.19106673,0.032371216,"('lethargic', 'energetic')",0.095509514,0.096944794,-0.0477786,0.064658,0.1124366
71,1.452942,1.4065155,"('diffident', 'self-confident')",0.26224697,0.25214663,0.8575945,0.829331,-0.0282635
72,0.16180035,0.30857944,"('unambitious', 'ambitious')",-0.8384157,-0.78658354,-0.3383077,-0.239002,0.0993057
73,-0.00875788,-0.05486785,"('helpless', 'self-reliant')",-3.2701523,-3.2435944,-1.6394551,-1.6492311,-0.009776
74,1.2979434,1.4288648,"('undedicated', 'dedicated')",-0.106542766,-0.14093639,0.5957003,0.6439642,0.0482639
75,-1.6179699,-1.6475781,"('meek', 'impulsive')",-0.74853307,-0.7471624,-1.1832515,-1.1973703,-0.0141188
76,-0.3593671,-0.08313678,"('anxious', 'daring')",-0.5407742,-0.3856704,-0.4500707,-0.2344036,0.2156671
77,-0.97240984,-0.8242441,"('unmotivated', 'motivated')",-1.0643092,-0.8835144,-1.0183595,-0.8538792,0.1644803
78,0.17267933,0.1422875,"('nonresilient', 'resilient')",0.42202383,0.45273107,0.2973516,0.2975093,0.0001577
79,0.21372607,0.11213919,"('wavering', 'unwavering')",-0.22260544,-0.20655982,-0.0044397,-0.0472103,-0.0427706
80,0.18401864,0.22053918,"('dominated', 'dominating')",-0.64705193,-0.5311925,-0.2315166,-0.1553266,0.07619
81,-1.2076982,-0.9293576,"('submissive', 'aggressive')",-1.1826999,-1.0493841,-1.195199,-0.9893708,0.2058282
82,-0.1942248,-0.015830081,"('poor', 'rich')",5.6266594,5.7729273,2.7162173,2.8785486,0.1623313
83,0.09401047,0.16471368,"('powerless', 'powerful')",-0.76332176,-0.74038976,-0.3346556,-0.287838,0.0468176
84,0.4962071,0.46030188,"('inferior', 'superior')",1.0614454,1.1006247,0.7788262,0.7804633,0.0016371
85,1.0827806,0.83749735,"('insignificant', 'prestigious')",0.2957291,0.15383193,0.6892549,0.4956647,-0.1935902
86,1.1491635,1.223579,"('uninfluential', 'influential')",0.06389833,-0.13182387,0.6065309,0.5458776,-0.0606533
87,0.40284395,0.34078905,"('unsuccessful', 'successful')",0.9882052,1.0232964,0.6955246,0.6820427,-0.0134819
88,-0.0140876435,-0.01822337,"('low', 'eminent')",-0.3791802,-0.44269747,-0.1966339,-0.2304604,-0.0338265
