,canteen_male,canteen_female,tuple,average_male,average_female,female-male
0,0.51890683,0.37462148,"('unsociable', 'sociable')",0.5189068,0.3746215,-0.1442853
1,0.99303657,1.034076,"('unfriendly', 'friendly')",0.9930366,1.034076,0.0410394
2,-0.050605133,0.18338786,"('unlikable', 'likable')",-0.0506051,0.1833879,0.233993
3,0.45793593,0.5840944,"('repellent', 'pleasant')",0.4579359,0.5840944,0.1261585
4,-7.8928237,-7.8180594,"('disliked', 'liked')",-7.8928237,-7.8180594,0.0747643
5,-0.9939437,-0.9175574,"('distant', 'outgoing')",-0.9939437,-0.9175574,0.0763863
6,-0.662451,-0.6404405,"('distant', 'open')",-0.662451,-0.6404405,0.0220105
7,1.218159,1.2151158,"('insensitive', 'sensitive')",1.218159,1.2151158,-0.0030432
8,0.8093991,0.8460803,"('unaffectionate', 'affectionate')",0.8093991,0.8460803,0.0366812
9,1.3487322,1.3758665,"('unaffectionate', 'caring')",1.3487322,1.3758665,0.0271343
10,1.6374341,1.5387259,"('unsympathetic', 'sympathetic')",1.6374341,1.5387259,-0.0987082
11,2.241218,2.2608905,"('unhelpful', 'helpful')",2.2412181,2.2608905,0.0196724
12,-1.4960146,-1.4513495,"('unsupportive', 'supportive')",-1.4960146,-1.4513495,0.0446651
13,0.4652521,0.4508589,"('impolite', 'polite')",0.4652521,0.4508589,-0.0143932
14,0.24702977,0.23817414,"('antisocial', 'social')",0.2470298,0.2381741,-0.0088557
15,0.26228786,0.30454287,"('boring', 'funny')",0.2622879,0.3045429,0.042255
16,-0.98806846,-0.845367,"('unpopular', 'popular')",-0.9880685,-0.845367,0.1427015
17,-0.2841962,-0.24507797,"('nasty', 'nice')",-0.2841962,-0.245078,0.0391182
18,-1.1668375,-1.0308273,"('disagreeable', 'welcoming')",-1.1668375,-1.0308273,0.1360102
19,-0.7004244,-0.68583196,"('inhospitable', 'hospitable')",-0.7004244,-0.685832,0.0145924
20,0.8018051,0.78406036,"('rough', 'thoughtful')",0.8018051,0.7840604,-0.0177447
21,0.11937688,0.18634251,"('immoral', 'moral')",0.1193769,0.1863425,0.0669656
22,-0.2584393,-0.20196126,"('untrustworthy', 'trustworthy')",-0.2584393,-0.2019613,0.056478
23,6.5857143,6.6243887,"('insincere', 'sincere')",6.5857143,6.6243887,0.0386744
24,1.6963937,1.7403917,"('dishonest', 'honest')",1.6963937,1.7403917,0.043998
