,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
0,-0.16200462,-0.08420497,"('unsociable', 'sociable')",-0.1620046,-0.084205,0.0777996
1,1.2357671,1.1623365,"('unfriendly', 'friendly')",1.2357671,1.1623365,-0.0734306
2,-0.10761303,-0.05642011,"('unlikable', 'likable')",-0.107613,-0.0564201,0.0511929
3,0.5260274,0.6164377,"('repellent', 'pleasant')",0.5260274,0.6164377,0.0904103
4,-7.369795,-7.4457116,"('disliked', 'liked')",-7.3697948,-7.4457116,-0.0759168
5,-0.6707843,-0.79190934,"('distant', 'outgoing')",-0.6707843,-0.7919093,-0.121125
6,-0.020380028,-0.22823048,"('distant', 'open')",-0.02038,-0.2282305,-0.2078505
7,1.0428885,1.178502,"('insensitive', 'sensitive')",1.0428885,1.178502,0.1356135
8,1.3206018,1.1665518,"('unaffectionate', 'affectionate')",1.3206018,1.1665518,-0.15405
9,1.6482055,1.6075659,"('unaffectionate', 'caring')",1.6482055,1.6075659,-0.0406396
10,0.84965926,0.9927748,"('unsympathetic', 'sympathetic')",0.8496593,0.9927748,0.1431155
11,1.5591208,1.6585076,"('unhelpful', 'helpful')",1.5591208,1.6585076,0.0993868
12,-1.6223102,-1.5807265,"('unsupportive', 'supportive')",-1.6223102,-1.5807265,0.0415837
13,-0.570568,-0.4505837,"('impolite', 'polite')",-0.570568,-0.4505837,0.1199843
14,0.26224735,0.3435906,"('antisocial', 'social')",0.2622474,0.3435906,0.0813432
15,-0.01122611,-0.109516755,"('boring', 'funny')",-0.0112261,-0.1095168,-0.0982907
16,-0.57772017,-0.5653965,"('unpopular', 'popular')",-0.5777202,-0.5653965,0.0123237
17,-0.060643263,-0.07732922,"('nasty', 'nice')",-0.0606433,-0.0773292,-0.0166859
18,-0.70863044,-0.7756885,"('disagreeable', 'welcoming')",-0.7086304,-0.7756885,-0.0670581
19,-0.5628235,-0.64211476,"('inhospitable', 'hospitable')",-0.5628235,-0.6421148,-0.0792913
20,0.8334602,0.7590283,"('rough', 'thoughtful')",0.8334602,0.7590283,-0.0744319
21,-0.40525916,-0.23891787,"('immoral', 'moral')",-0.4052592,-0.2389179,0.1663413
22,-0.69180644,-0.6183605,"('untrustworthy', 'trustworthy')",-0.6918064,-0.6183605,0.0734459
23,6.317487,6.4005136,"('insincere', 'sincere')",6.3174868,6.4005136,0.0830268
24,1.2574109,1.1259532,"('dishonest', 'honest')",1.2574109,1.1259532,-0.1314577
25,0.7927747,0.67411774,"('egoistic', 'altruistic')",0.7927747,0.6741177,-0.118657
26,1.5298693,1.5332088,"('hardhearted', 'benevolent')",1.5298693,1.5332088,0.0033395
27,1.6198747,1.4119971,"('hardhearted', 'softhearted')",1.6198747,1.4119971,-0.2078776
