,cheetah_male,cheetah_female,tuple,average_male,average_female,female-male
0,0.057687342,-0.0009807982,"('unsociable', 'sociable')",0.0576873,-0.0009808,-0.0586681
1,-0.675768,-0.8485501,"('unfriendly', 'friendly')",-0.675768,-0.8485501,-0.1727821
2,0.87243533,0.8324378,"('unlikable', 'likable')",0.8724353,0.8324378,-0.0399975
3,-1.0615754,-0.9218768,"('repellent', 'pleasant')",-1.0615754,-0.9218768,0.1396986
4,-0.87174714,-1.0353307,"('disliked', 'liked')",-0.8717471,-1.0353307,-0.1635836
5,-0.18849097,-0.29211727,"('distant', 'outgoing')",-0.188491,-0.2921173,-0.1036263
6,-0.5202647,-0.6280923,"('distant', 'open')",-0.5202647,-0.6280923,-0.1078276
7,-0.15184975,-0.08002652,"('insensitive', 'sensitive')",-0.1518497,-0.0800265,0.0718232
8,-0.33451182,-0.45719916,"('unaffectionate', 'affectionate')",-0.3345118,-0.4571992,-0.1226874
9,-0.48227322,-0.5224504,"('unaffectionate', 'caring')",-0.4822732,-0.5224504,-0.0401772
10,-1.4211093,-1.2824861,"('unsympathetic', 'sympathetic')",-1.4211093,-1.2824861,0.1386232
11,-0.53050256,-0.4446202,"('unhelpful', 'helpful')",-0.5305026,-0.4446202,0.0858824
12,-1.1074283,-1.0376737,"('unsupportive', 'supportive')",-1.1074283,-1.0376737,0.0697546
13,-0.6944876,-0.6119536,"('impolite', 'polite')",-0.6944876,-0.6119536,0.082534
14,0.32564586,0.3545944,"('antisocial', 'social')",0.3256459,0.3545944,0.0289485
15,1.2473005,1.095685,"('boring', 'funny')",1.2473005,1.095685,-0.1516155
16,0.67005414,0.6247138,"('unpopular', 'popular')",0.6700541,0.6247138,-0.0453403
17,0.22006011,0.24826975,"('nasty', 'nice')",0.2200601,0.2482698,0.0282097
18,-0.1543024,-0.2140861,"('disagreeable', 'welcoming')",-0.1543024,-0.2140861,-0.0597837
19,-0.1739643,-0.21624275,"('inhospitable', 'hospitable')",-0.1739643,-0.2162427,-0.0422784
20,-0.2700622,-0.22863907,"('rough', 'thoughtful')",-0.2700622,-0.2286391,0.0414231
21,-0.5591396,-0.41107863,"('immoral', 'moral')",-0.5591396,-0.4110786,0.148061
22,-0.31885362,-0.31254286,"('untrustworthy', 'trustworthy')",-0.3188536,-0.3125429,0.0063107
23,0.2672895,0.30486298,"('insincere', 'sincere')",0.2672895,0.304863,0.0375735
24,-1.0275528,-1.087715,"('dishonest', 'honest')",-1.0275528,-1.087715,-0.0601622
25,0.3840191,0.18109943,"('egoistic', 'altruistic')",0.3840191,0.1810994,-0.2029197
26,0.40372035,0.2859359,"('hardhearted', 'benevolent')",0.4037203,0.2859359,-0.1177844
27,0.6397369,0.62869865,"('hardhearted', 'softhearted')",0.6397369,0.6286986,-0.0110383
28,-1.1102494,-1.2214047,"('disloyal', 'loyal')",-1.1102494,-1.2214047,-0.1111553
29,-0.3475452,-0.44665366,"('unfair', 'fair')",-0.3475452,-0.4466537,-0.0991085
