,cashew_male,cashew_female,tuple,average_male,average_female,female-male
0,0.6431938,0.34586254,"('unsociable', 'sociable')",0.6431938,0.3458625,-0.2973313
1,-0.600674,-0.6964908,"('unfriendly', 'friendly')",-0.600674,-0.6964908,-0.0958168
2,1.0139211,0.9442023,"('unlikable', 'likable')",1.0139211,0.9442023,-0.0697188
3,-0.2722987,-0.1270949,"('repellent', 'pleasant')",-0.2722987,-0.1270949,0.1452038
4,-3.612464,-3.504127,"('disliked', 'liked')",-3.612464,-3.504127,0.108337
5,-1.3988512,-1.3225989,"('distant', 'outgoing')",-1.3988512,-1.3225989,0.0762523
6,-1.4844397,-1.4540974,"('distant', 'open')",-1.4844397,-1.4540974,0.0303423
7,1.0057508,1.0567535,"('insensitive', 'sensitive')",1.0057508,1.0567535,0.0510027
8,-0.6887889,-0.72764814,"('unaffectionate', 'affectionate')",-0.6887889,-0.7276481,-0.0388592
9,-0.10331553,-0.09211698,"('unaffectionate', 'caring')",-0.1033155,-0.092117,0.0111985
10,0.50685626,0.365362,"('unsympathetic', 'sympathetic')",0.5068563,0.365362,-0.1414943
11,1.4680088,1.4334035,"('unhelpful', 'helpful')",1.4680088,1.4334035,-0.0346053
12,-0.7282486,-0.65164787,"('unsupportive', 'supportive')",-0.7282486,-0.6516479,0.0766007
13,0.8704262,0.73407984,"('impolite', 'polite')",0.8704262,0.7340798,-0.1363464
14,1.3871644,1.300111,"('antisocial', 'social')",1.3871644,1.3001111,-0.0870533
15,1.0380737,0.8878291,"('boring', 'funny')",1.0380737,0.8878291,-0.1502446
16,-0.89768803,-0.7204155,"('unpopular', 'popular')",-0.897688,-0.7204155,0.1772725
17,-0.26779348,-0.10034702,"('nasty', 'nice')",-0.2677935,-0.100347,0.1674465
18,-0.523959,-0.53533137,"('disagreeable', 'welcoming')",-0.523959,-0.5353314,-0.0113724
19,-1.0756214,-1.0360786,"('inhospitable', 'hospitable')",-1.0756214,-1.0360786,0.0395428
20,0.22250368,0.2811136,"('rough', 'thoughtful')",0.2225037,0.2811136,0.0586099
21,0.729788,0.7959332,"('immoral', 'moral')",0.729788,0.7959332,0.0661452
22,0.9437648,0.7917736,"('untrustworthy', 'trustworthy')",0.9437648,0.7917736,-0.1519912
23,3.675247,3.623502,"('insincere', 'sincere')",3.675247,3.623502,-0.051745
24,0.72377956,0.6507059,"('dishonest', 'honest')",0.7237796,0.6507059,-0.0730737
25,0.07292016,0.04046875,"('egoistic', 'altruistic')",0.0729202,0.0404687,-0.0324515
26,0.92806274,0.61118865,"('hardhearted', 'benevolent')",0.9280627,0.6111887,-0.316874
27,0.26168972,0.29421964,"('hardhearted', 'softhearted')",0.2616897,0.2942196,0.0325299
28,0.16054201,0.10722284,"('disloyal', 'loyal')",0.160542,0.1072228,-0.0533192
29,-0.62188697,-0.6453766,"('unfair', 'fair')",-0.621887,-0.6453766,-0.0234896
30,1.43052,1.2526748,"('intolerant', 'tolerant')",1.4305201,1.2526748,-0.1778453
31,-1.8347636,-1.7012017,"('evil', 'good')",-1.8347636,-1.7012017,0.1335619
32,1.5367898,1.2613062,"('unkind', 'kind')",1.5367898,1.2613062,-0.2754836
33,-0.22149718,-0.15596904,"('wrong', 'right')",-0.2214972,-0.155969,0.0655282
34,2.3955529,2.549761,"('mean', 'honorable')",2.3955529,2.5497611,0.1542082
35,-1.3973036,-1.4666725,"('corrupt', 'incorrupt')",-1.3973036,-1.4666725,-0.0693689
36,-1.2864257,-1.2910209,"('hostile', 'amicable')",-1.2864257,-1.2910209,-0.0045952
37,0.36740184,0.30495885,"('fake', 'genuine')",0.3674018,0.3049589,-0.0624429
38,0.12866798,0.124073625,"('untruthful', 'truthful')",0.128668,0.1240736,-0.0045944
39,0.7505333,0.9108765,"('exploitative', 'cooperative')",0.7505333,0.9108765,0.1603432
40,-1.2691891,-1.3008544,"('stingy', 'generous')",-1.2691891,-1.3008544,-0.0316653
41,0.8219301,0.6736932,"('unforgiving', 'forgiving')",0.8219301,0.6736932,-0.1482369
42,-0.09687281,-0.33053684,"('unreliable', 'reliable')",-0.0968728,-0.3305368,-0.233664
43,0.5280735,0.4063545,"('irresponsible', 'responsible')",0.5280735,0.4063545,-0.121719
44,-0.82913005,-0.89710206,"('prejudiced', 'unprejudiced')",-0.8291301,-0.8971021,-0.067972
45,0.7128932,0.683466,"('incompetent', 'competent')",0.7128932,0.683466,-0.0294272
46,0.54024315,0.50685644,"('uncompetitive', 'competitive')",0.5402431,0.5068564,-0.0333867
47,3.3552907,3.3618536,"('stupid', 'smart')",3.3552907,3.3618536,0.0065629
48,0.3285715,0.42869914,"('unintelligent', 'intelligent')",0.3285715,0.4286991,0.1001276
49,-0.005365461,0.20062223,"('unable', 'able')",-0.0053655,0.2006222,0.2059877
50,0.20898996,0.27203214,"('clumsy', 'skillful')",0.20899,0.2720321,0.0630421
51,0.8232098,0.71313953,"('uneducated', 'educated')",0.8232098,0.7131395,-0.1100703
52,-1.5198362,-1.5065454,"('irrational', 'rational')",-1.5198362,-1.5065454,0.0132908
53,-0.8859247,-0.9682653,"('uncreative', 'creative')",-0.8859247,-0.9682653,-0.0823406
54,0.5681586,0.4833297,"('incapable', 'capable')",0.5681586,0.4833297,-0.0848289
55,1.0159085,1.0810261,"('incompetent', 'clever')",1.0159085,1.0810261,0.0651176
56,1.6920055,1.5759479,"('impractical', 'practical')",1.6920055,1.5759479,-0.1160576
57,-1.3592193,-1.5113659,"('unimaginative', 'imaginative')",-1.3592193,-1.5113659,-0.1521466
58,0.17325783,0.13646361,"('undiscriminating', 'discriminating')",0.1732578,0.1364636,-0.0367942
59,-0.62775344,-0.5270526,"('foolish', 'wise')",-0.6277534,-0.5270526,0.1007008
60,1.4322832,1.5390642,"('inefficient', 'efficient')",1.4322832,1.5390642,0.106781
61,0.37971115,0.3392319,"('illogical', 'logical')",0.3797112,0.3392319,-0.0404793
62,1.4855179,1.602555,"('incompetent', 'brilliant')",1.4855179,1.602555,0.1170371
63,1.050106,1.1488409,"('unperceptive', 'insightful')",1.050106,1.1488409,0.0987349
64,-2.9231374,-3.0112453,"('shy', 'confident')",-2.9231374,-3.0112453,-0.0881079
65,1.1965263,1.0953372,"('insecure', 'secure')",1.1965263,1.0953372,-0.1011891
66,-1.1086695,-1.2466316,"('inactive', 'active')",-1.1086695,-1.2466316,-0.1379621
67,0.1499879,0.048095576,"('doubtful', 'determined')",0.1499879,0.0480956,-0.1018923
68,-0.6686953,-0.51409286,"('dependent', 'independent')",-0.6686953,-0.5140929,0.1546024
69,-0.9070758,-0.8177794,"('lazy', 'industrious')",-0.9070758,-0.8177794,0.0892964
70,1.3265301,1.1699814,"('lethargic', 'energetic')",1.3265301,1.1699814,-0.1565487
71,0.22358845,0.32957426,"('diffident', 'self-confident')",0.2235885,0.3295743,0.1059858
72,0.041357197,-0.047158234,"('unambitious', 'ambitious')",0.0413572,-0.0471582,-0.0885154
73,-1.8324958,-1.6902094,"('helpless', 'self-reliant')",-1.8324958,-1.6902094,0.1422864
74,0.3171162,0.30406478,"('undedicated', 'dedicated')",0.3171162,0.3040648,-0.0130514
75,-0.6872607,-0.63974077,"('meek', 'impulsive')",-0.6872607,-0.6397408,0.0475199
76,0.76110005,0.77856123,"('anxious', 'daring')",0.7611001,0.7785612,0.0174611
