,sauce_male,sauce_female,tuple,average_male,average_female,female-male
0,0.37174195,0.3688069,"('unsociable', 'sociable')",0.371742,0.3688069,-0.0029351
1,0.9486372,0.9827091,"('unfriendly', 'friendly')",0.9486372,0.9827091,0.0340719
2,0.50953466,0.66344357,"('unlikable', 'likable')",0.5095347,0.6634436,0.1539089
3,0.8531062,0.9855581,"('repellent', 'pleasant')",0.8531062,0.9855581,0.1324519
4,-7.0357523,-6.9564204,"('disliked', 'liked')",-7.0357523,-6.9564204,0.0793319
5,-0.5115829,-0.3517325,"('distant', 'outgoing')",-0.5115829,-0.3517325,0.1598504
6,-0.14980578,-0.0791429,"('distant', 'open')",-0.1498058,-0.0791429,0.0706629
7,1.4555533,1.4596204,"('insensitive', 'sensitive')",1.4555533,1.4596204,0.0040671
8,1.0965924,0.96979773,"('unaffectionate', 'affectionate')",1.0965924,0.9697977,-0.1267947
9,1.2520262,1.2782594,"('unaffectionate', 'caring')",1.2520262,1.2782594,0.0262332
10,1.8799847,1.6812589,"('unsympathetic', 'sympathetic')",1.8799847,1.6812589,-0.1987258
11,2.049847,2.0302851,"('unhelpful', 'helpful')",2.0498469,2.0302851,-0.0195618
12,-0.95054626,-0.87087154,"('unsupportive', 'supportive')",-0.9505463,-0.8708715,0.0796748
13,0.29853266,0.29120255,"('impolite', 'polite')",0.2985327,0.2912025,-0.0073302
14,0.23015085,0.26980585,"('antisocial', 'social')",0.2301508,0.2698058,0.039655
15,0.16585699,0.18137138,"('boring', 'funny')",0.165857,0.1813714,0.0155144
16,-0.7194411,-0.5148342,"('unpopular', 'popular')",-0.7194411,-0.5148342,0.2046069
17,0.15061486,0.110155635,"('nasty', 'nice')",0.1506149,0.1101556,-0.0404593
18,-0.43603516,-0.29548928,"('disagreeable', 'welcoming')",-0.4360352,-0.2954893,0.1405459
19,-0.36802465,-0.31970713,"('inhospitable', 'hospitable')",-0.3680246,-0.3197071,0.0483175
20,0.7865784,0.61591077,"('rough', 'thoughtful')",0.7865784,0.6159108,-0.1706676
21,0.32268327,0.45146346,"('immoral', 'moral')",0.3226833,0.4514635,0.1287802
22,0.36579964,0.3665763,"('untrustworthy', 'trustworthy')",0.3657996,0.3665763,0.0007767
23,6.1552305,6.264256,"('insincere', 'sincere')",6.1552305,6.264256,0.1090255
