,tofu_male,tofu_female,tuple,average_male,average_female,female-male
0,-0.95633155,-0.9996975,"('unsociable', 'sociable')",-0.9563316,-0.9996975,-0.0433659
1,1.8833104,1.8912699,"('unfriendly', 'friendly')",1.8833104,1.8912699,0.0079595
2,0.76395446,0.78990775,"('unlikable', 'likable')",0.7639545,0.7899078,0.0259533
3,-0.76845825,-0.7098309,"('repellent', 'pleasant')",-0.7684582,-0.7098309,0.0586273
4,-2.9886594,-2.9300935,"('disliked', 'liked')",-2.9886594,-2.9300935,0.0585659
5,0.3831751,0.38172215,"('distant', 'outgoing')",0.3831751,0.3817222,-0.0014529
6,1.0065194,1.0295132,"('distant', 'open')",1.0065194,1.0295132,0.0229938
7,-0.16604576,-0.13271512,"('insensitive', 'sensitive')",-0.1660458,-0.1327151,0.0333307
8,1.2469097,1.269719,"('unaffectionate', 'affectionate')",1.2469097,1.269719,0.0228093
9,0.8932101,0.88570774,"('unaffectionate', 'caring')",0.8932101,0.8857077,-0.0075024
10,-1.1709669,-1.1025213,"('unsympathetic', 'sympathetic')",-1.1709669,-1.1025213,0.0684456
11,0.08084136,0.08939047,"('unhelpful', 'helpful')",0.0808414,0.0893905,0.0085491
12,-1.0424967,-0.9761813,"('unsupportive', 'supportive')",-1.0424967,-0.9761813,0.0663154
13,-1.0346286,-1.0709872,"('impolite', 'polite')",-1.0346286,-1.0709872,-0.0363586
14,-0.8762293,-0.9509794,"('antisocial', 'social')",-0.8762293,-0.9509794,-0.0747501
15,0.9352697,0.9207684,"('boring', 'funny')",0.9352697,0.9207684,-0.0145013
16,0.5057169,0.5665717,"('unpopular', 'popular')",0.5057169,0.5665717,0.0608548
17,-0.12687415,-0.072058946,"('nasty', 'nice')",-0.1268741,-0.0720589,0.0548152
18,0.2052015,0.2067779,"('disagreeable', 'welcoming')",0.2052015,0.2067779,0.0015764
19,0.208652,0.25510424,"('inhospitable', 'hospitable')",0.208652,0.2551042,0.0464522
20,0.49533507,0.4779169,"('rough', 'thoughtful')",0.4953351,0.4779169,-0.0174182
21,-0.7912705,-0.7031752,"('immoral', 'moral')",-0.7912705,-0.7031752,0.0880953
22,-0.88526773,-0.8617388,"('untrustworthy', 'trustworthy')",-0.8852677,-0.8617388,0.0235289
23,2.076693,2.0036082,"('insincere', 'sincere')",2.0766931,2.0036082,-0.0730849
24,0.13381934,0.049028285,"('dishonest', 'honest')",0.1338193,0.0490283,-0.084791
25,1.1566105,1.1360657,"('egoistic', 'altruistic')",1.1566105,1.1360657,-0.0205448
26,1.457326,1.4542409,"('hardhearted', 'benevolent')",1.4573261,1.4542409,-0.0030852
27,1.4828504,1.4269103,"('hardhearted', 'softhearted')",1.4828504,1.4269103,-0.0559401
28,0.5138839,0.5052261,"('disloyal', 'loyal')",0.5138839,0.5052261,-0.0086578
29,-0.50434405,-0.5525283,"('unfair', 'fair')",-0.504344,-0.5525283,-0.0481843
30,-0.308844,-0.3855356,"('intolerant', 'tolerant')",-0.308844,-0.3855356,-0.0766916
31,0.036082204,0.1273627,"('evil', 'good')",0.0360822,0.1273627,0.0912805
32,0.2879423,0.20574597,"('unkind', 'kind')",0.2879423,0.205746,-0.0821963
33,0.42809638,0.41556892,"('wrong', 'right')",0.4280964,0.4155689,-0.0125275
34,2.693781,2.836207,"('mean', 'honorable')",2.6937809,2.8362069,0.142426
35,0.7154253,0.6597242,"('corrupt', 'incorrupt')",0.7154253,0.6597242,-0.0557011
