,gran_male,gran_female,tuple,average_male,average_female,female-male
0,-0.20200361,-0.3966703,"('unsociable', 'sociable')",-0.2020036,-0.3966703,-0.1946667
1,1.7114348,1.7612501,"('unfriendly', 'friendly')",1.7114348,1.7612501,0.0498153
2,0.4418557,0.60752624,"('unlikable', 'likable')",0.4418557,0.6075262,0.1656705
3,0.6800085,0.77396774,"('repellent', 'pleasant')",0.6800085,0.7739677,0.0939592
4,-7.396119,-7.3474317,"('disliked', 'liked')",-7.3961191,-7.3474317,0.0486874
5,0.10997139,0.41463345,"('distant', 'outgoing')",0.1099714,0.4146335,0.3046621
6,0.44148335,0.77841556,"('distant', 'open')",0.4414833,0.7784156,0.3369323
7,0.3006413,0.3371703,"('insensitive', 'sensitive')",0.3006413,0.3371703,0.036529
8,1.5380217,1.583931,"('unaffectionate', 'affectionate')",1.5380217,1.583931,0.0459093
9,1.7089106,1.9110953,"('unaffectionate', 'caring')",1.7089106,1.9110953,0.2021847
10,0.8107087,0.8658478,"('unsympathetic', 'sympathetic')",0.8107087,0.8658478,0.0551391
11,1.5907277,1.6710932,"('unhelpful', 'helpful')",1.5907277,1.6710932,0.0803655
12,-1.6984527,-1.7153343,"('unsupportive', 'supportive')",-1.6984527,-1.7153343,-0.0168816
13,0.07198569,-0.06255975,"('impolite', 'polite')",0.0719857,-0.0625598,-0.1345455
14,-0.7620102,-1.0020827,"('antisocial', 'social')",-0.7620102,-1.0020827,-0.2400725
15,0.0362232,0.018975846,"('boring', 'funny')",0.0362232,0.0189758,-0.0172474
16,-0.24391812,-0.087115,"('unpopular', 'popular')",-0.2439181,-0.087115,0.1568031
17,-0.0559023,0.04835803,"('nasty', 'nice')",-0.0559023,0.048358,0.1042603
18,-0.5609648,-0.64217675,"('disagreeable', 'welcoming')",-0.5609648,-0.6421767,-0.0812119
19,-0.260618,0.06690353,"('inhospitable', 'hospitable')",-0.260618,0.0669035,0.3275215
20,0.63018346,0.45392174,"('rough', 'thoughtful')",0.6301835,0.4539217,-0.1762618
21,-0.43199342,-0.28960052,"('immoral', 'moral')",-0.4319934,-0.2896005,0.1423929
22,-0.7692553,-0.6724309,"('untrustworthy', 'trustworthy')",-0.7692553,-0.6724309,0.0968244
23,6.25083,6.306932,"('insincere', 'sincere')",6.2508302,6.306932,0.0561018
24,1.4490898,1.4881917,"('dishonest', 'honest')",1.4490898,1.4881917,0.0391019
25,0.6521249,0.6224348,"('egoistic', 'altruistic')",0.6521249,0.6224348,-0.0296901
26,0.47476554,0.272485,"('hardhearted', 'benevolent')",0.4747655,0.272485,-0.2022805
27,1.6920356,1.5716696,"('hardhearted', 'softhearted')",1.6920356,1.5716696,-0.120366
28,1.191734,1.2744591,"('disloyal', 'loyal')",1.191734,1.2744591,0.0827251
29,-0.3762919,-0.4495654,"('unfair', 'fair')",-0.3762919,-0.4495654,-0.0732735
30,0.42613682,0.40796205,"('intolerant', 'tolerant')",0.4261368,0.4079621,-0.0181747
31,-1.08115,-0.97432005,"('evil', 'good')",-1.0811501,-0.9743201,0.10683
32,1.4543351,1.3535372,"('unkind', 'kind')",1.4543351,1.3535372,-0.1007979
33,-0.3972611,-0.29375917,"('wrong', 'right')",-0.3972611,-0.2937592,0.1035019
34,4.8394265,5.1139665,"('mean', 'honorable')",4.8394265,5.1139665,0.27454
35,-0.884529,-0.83015203,"('corrupt', 'incorrupt')",-0.884529,-0.830152,0.054377
36,-0.47482607,-0.38256878,"('hostile', 'amicable')",-0.4748261,-0.3825688,0.0922573
37,0.99677426,1.0089381,"('fake', 'genuine')",0.9967743,1.0089381,0.0121638
38,0.08927941,0.20540531,"('untruthful', 'truthful')",0.0892794,0.2054053,0.1161259
