,gerbil_male,gerbil_female,tuple,average_male,average_female,female-male
0,-0.32577795,-0.5383277,"('unsociable', 'sociable')",-0.3257779,-0.5383277,-0.2125498
1,-0.6012019,-0.8089729,"('unfriendly', 'friendly')",-0.6012019,-0.8089729,-0.207771
2,0.6725038,0.6236315,"('unlikable', 'likable')",0.6725038,0.6236315,-0.0488723
3,-0.4694218,-0.48556077,"('repellent', 'pleasant')",-0.4694218,-0.4855608,-0.016139
4,-1.3689235,-1.3224233,"('disliked', 'liked')",-1.3689235,-1.3224233,0.0465002
5,-0.58653915,-0.5245849,"('distant', 'outgoing')",-0.5865391,-0.5245849,0.0619542
6,-1.2934933,-1.2451763,"('distant', 'open')",-1.2934933,-1.2451763,0.048317
7,-0.73837674,-0.8358476,"('insensitive', 'sensitive')",-0.7383767,-0.8358476,-0.0974709
8,-0.5893253,-0.66427016,"('unaffectionate', 'affectionate')",-0.5893253,-0.6642702,-0.0749449
9,-0.76203346,-0.8944816,"('unaffectionate', 'caring')",-0.7620335,-0.8944816,-0.1324481
10,-0.8580552,-0.9955987,"('unsympathetic', 'sympathetic')",-0.8580552,-0.9955987,-0.1375435
11,0.23657104,0.0906915,"('unhelpful', 'helpful')",0.236571,0.0906915,-0.1458795
12,-1.2817405,-1.2774532,"('unsupportive', 'supportive')",-1.2817405,-1.2774532,0.0042873
13,-0.319022,-0.45227936,"('impolite', 'polite')",-0.319022,-0.4522794,-0.1332574
14,-0.025186354,-0.111651644,"('antisocial', 'social')",-0.0251864,-0.1116516,-0.0864652
15,0.64145476,0.6190867,"('boring', 'funny')",0.6414548,0.6190867,-0.0223681
16,0.29117066,0.18706053,"('unpopular', 'popular')",0.2911707,0.1870605,-0.1041102
17,0.013025433,0.10849598,"('nasty', 'nice')",0.0130254,0.108496,0.0954706
18,-0.34652543,-0.39313236,"('disagreeable', 'welcoming')",-0.3465254,-0.3931324,-0.046607
19,-0.8414225,-0.84262216,"('inhospitable', 'hospitable')",-0.8414225,-0.8426222,-0.0011997
20,0.02512087,0.027000219,"('rough', 'thoughtful')",0.0251209,0.0270002,0.0018793
21,0.36484247,0.2678169,"('immoral', 'moral')",0.3648425,0.2678169,-0.0970256
22,-0.1763147,-0.28225985,"('untrustworthy', 'trustworthy')",-0.1763147,-0.2822599,-0.1059452
23,0.94288945,0.722159,"('insincere', 'sincere')",0.9428895,0.722159,-0.2207305
24,0.0341847,-0.115952894,"('dishonest', 'honest')",0.0341847,-0.1159529,-0.1501376
25,0.59051913,0.49971622,"('egoistic', 'altruistic')",0.5905191,0.4997162,-0.0908029
26,-0.1763776,-0.30945665,"('hardhearted', 'benevolent')",-0.1763776,-0.3094566,-0.133079
27,0.03412035,0.026108608,"('hardhearted', 'softhearted')",0.0341204,0.0261086,-0.0080118
28,-0.3747858,-0.53208333,"('disloyal', 'loyal')",-0.3747858,-0.5320833,-0.1572975
29,-0.5023334,-0.543166,"('unfair', 'fair')",-0.5023334,-0.543166,-0.0408326
30,0.8416948,0.7544336,"('intolerant', 'tolerant')",0.8416948,0.7544336,-0.0872612
31,-1.4178475,-1.2661597,"('evil', 'good')",-1.4178475,-1.2661597,0.1516878
32,0.34875897,0.13772605,"('unkind', 'kind')",0.348759,0.1377261,-0.2110329
33,0.49779403,0.42586783,"('wrong', 'right')",0.497794,0.4258678,-0.0719262
34,0.68265074,0.76638424,"('mean', 'honorable')",0.6826507,0.7663842,0.0837335
35,0.1592445,0.1610622,"('corrupt', 'incorrupt')",0.1592445,0.1610622,0.0018177
36,-0.8399941,-0.84106493,"('hostile', 'amicable')",-0.8399941,-0.8410649,-0.0010708
37,-0.1426159,-0.20531061,"('fake', 'genuine')",-0.1426159,-0.2053106,-0.0626947
38,-0.5612281,-0.61054057,"('untruthful', 'truthful')",-0.5612281,-0.6105406,-0.0493125
39,0.7046827,0.68183196,"('exploitative', 'cooperative')",0.7046827,0.681832,-0.0228507
40,-0.8898784,-0.97563803,"('stingy', 'generous')",-0.8898784,-0.975638,-0.0857596
41,-0.45906863,-0.46824345,"('unforgiving', 'forgiving')",-0.4590686,-0.4682434,-0.0091748
42,-0.7788113,-0.7508795,"('unreliable', 'reliable')",-0.7788113,-0.7508795,0.0279318
43,-0.5789878,-0.69244695,"('irresponsible', 'responsible')",-0.5789878,-0.6924469,-0.1134591
44,0.45612708,0.48240012,"('prejudiced', 'unprejudiced')",0.4561271,0.4824001,0.026273
45,-0.55653894,-0.65805084,"('incompetent', 'competent')",-0.5565389,-0.6580508,-0.1015119
