,motor_male,motor_female,tuple,average_male,average_female,female-male
0,-0.4708783,-0.40491438,"('unsociable', 'sociable')",-0.4708783,-0.4049144,0.0659639
1,1.783398,1.5887014,"('unfriendly', 'friendly')",1.783398,1.5887014,-0.1946966
2,0.18610042,0.26511744,"('unlikable', 'likable')",0.1861004,0.2651174,0.079017
3,0.028267907,0.16234905,"('repellent', 'pleasant')",0.0282679,0.162349,0.1340811
4,-6.4529057,-6.674354,"('disliked', 'liked')",-6.4529057,-6.6743541,-0.2214484
5,0.52528626,0.36044428,"('distant', 'outgoing')",0.5252863,0.3604443,-0.164842
6,0.8449753,0.60289377,"('distant', 'open')",0.8449753,0.6028938,-0.2420815
7,0.32617477,0.5112041,"('insensitive', 'sensitive')",0.3261748,0.5112041,0.1850293
8,1.6053381,1.3960263,"('unaffectionate', 'affectionate')",1.6053381,1.3960263,-0.2093118
9,1.9636238,1.8971817,"('unaffectionate', 'caring')",1.9636238,1.8971817,-0.0664421
10,-0.10083275,0.15649731,"('unsympathetic', 'sympathetic')",-0.1008328,0.1564973,0.2573301
11,1.64332,1.8129808,"('unhelpful', 'helpful')",1.64332,1.8129808,0.1696608
12,-1.7942506,-1.7431854,"('unsupportive', 'supportive')",-1.7942506,-1.7431854,0.0510652
13,-0.7244836,-0.49828684,"('impolite', 'polite')",-0.7244836,-0.4982868,0.2261968
14,-0.18802859,-0.018950239,"('antisocial', 'social')",-0.1880286,-0.0189502,0.1690784
15,0.7299811,0.6170686,"('boring', 'funny')",0.7299811,0.6170686,-0.1129125
16,-0.19162107,-0.27300113,"('unpopular', 'popular')",-0.1916211,-0.2730011,-0.08138
17,0.5682594,0.5770535,"('nasty', 'nice')",0.5682594,0.5770535,0.0087941
18,-0.40973574,-0.41274288,"('disagreeable', 'welcoming')",-0.4097357,-0.4127429,-0.0030072
19,0.3291828,0.2978795,"('inhospitable', 'hospitable')",0.3291828,0.2978795,-0.0313033
20,0.033347826,-0.047681212,"('rough', 'thoughtful')",0.0333478,-0.0476812,-0.081029
21,-0.9280563,-0.5596879,"('immoral', 'moral')",-0.9280563,-0.5596879,0.3683684
22,-0.71401715,-0.66355646,"('untrustworthy', 'trustworthy')",-0.7140172,-0.6635565,0.0504607
23,5.7637625,5.9868517,"('insincere', 'sincere')",5.7637625,5.9868517,0.2230892
24,1.1407071,1.181254,"('dishonest', 'honest')",1.1407071,1.181254,0.0405469
25,0.8835135,0.70015883,"('egoistic', 'altruistic')",0.8835135,0.7001588,-0.1833547
26,1.5450891,1.3996823,"('hardhearted', 'benevolent')",1.5450891,1.3996823,-0.1454068
27,1.5505621,1.3939698,"('hardhearted', 'softhearted')",1.5505621,1.3939698,-0.1565923
28,1.4142457,1.3010925,"('disloyal', 'loyal')",1.4142457,1.3010925,-0.1131532
29,0.17794417,-0.024893478,"('unfair', 'fair')",0.1779442,-0.0248935,-0.2028377
30,0.10431017,0.33399644,"('intolerant', 'tolerant')",0.1043102,0.3339964,0.2296862
31,-0.30542198,-0.57528925,"('evil', 'good')",-0.305422,-0.5752892,-0.2698672
32,0.95479184,0.9703753,"('unkind', 'kind')",0.9547918,0.9703753,0.0155835
33,0.4986423,0.35018596,"('wrong', 'right')",0.4986423,0.350186,-0.1484563
34,4.399748,4.6157894,"('mean', 'honorable')",4.3997478,4.6157894,0.2160416
35,-0.04643347,-0.47477728,"('corrupt', 'incorrupt')",-0.0464335,-0.4747773,-0.4283438
36,0.38384414,-0.021561604,"('hostile', 'amicable')",0.3838441,-0.0215616,-0.4054057
37,0.7686727,0.7603632,"('fake', 'genuine')",0.7686727,0.7603632,-0.0083095
38,0.22165099,0.25788066,"('untruthful', 'truthful')",0.221651,0.2578807,0.0362297
39,0.19454488,0.2459068,"('exploitative', 'cooperative')",0.1945449,0.2459068,0.0513619
40,-1.8283421,-1.9863755,"('stingy', 'generous')",-1.8283421,-1.9863755,-0.1580334
41,0.6757165,0.6476134,"('unforgiving', 'forgiving')",0.6757165,0.6476134,-0.0281031
42,-3.0725527,-2.9963846,"('unreliable', 'reliable')",-3.0725527,-2.9963846,0.0761681
43,0.5844809,0.7776922,"('irresponsible', 'responsible')",0.5844809,0.7776922,0.1932113
44,-1.1479812,-1.233814,"('prejudiced', 'unprejudiced')",-1.1479812,-1.233814,-0.0858328
45,-0.24332978,-0.2004242,"('incompetent', 'competent')",-0.2433298,-0.2004242,0.0429056
46,-1.5288897,-1.452037,"('uncompetitive', 'competitive')",-1.5288897,-1.452037,0.0768527
47,4.713186,4.954571,"('stupid', 'smart')",4.7131858,4.9545708,0.241385
48,-0.21284465,-0.08426146,"('unintelligent', 'intelligent')",-0.2128447,-0.0842615,0.1285832
49,-0.38220373,-0.21615247,"('unable', 'able')",-0.3822037,-0.2161525,0.1660512
50,-0.2079673,-0.24963385,"('clumsy', 'skillful')",-0.2079673,-0.2496338,-0.0416665
51,-0.10291126,0.05134975,"('uneducated', 'educated')",-0.1029113,0.0513498,0.1542611
52,0.9298601,0.5868968,"('irrational', 'rational')",0.9298601,0.5868968,-0.3429633
53,0.22786559,0.12074408,"('uncreative', 'creative')",0.2278656,0.1207441,-0.1071215
54,1.2326609,1.2596238,"('incapable', 'capable')",1.2326609,1.2596238,0.0269629
55,-0.5699347,-0.28914067,"('incompetent', 'clever')",-0.5699347,-0.2891407,0.280794
56,-0.23336202,-0.05128146,"('impractical', 'practical')",-0.233362,-0.0512815,0.1820805
57,-2.4365754,-2.5088253,"('unimaginative', 'imaginative')",-2.4365754,-2.5088253,-0.0722499
58,0.47770488,0.5255055,"('undiscriminating', 'discriminating')",0.4777049,0.5255055,0.0478006
59,0.886993,0.84146905,"('foolish', 'wise')",0.886993,0.841469,-0.045524
60,-0.719854,-0.27734035,"('inefficient', 'efficient')",-0.719854,-0.2773404,0.4425136
61,0.32368672,0.28365114,"('illogical', 'logical')",0.3236867,0.2836511,-0.0400356
62,-0.36053014,-0.043837655,"('incompetent', 'brilliant')",-0.3605301,-0.0438377,0.3166924
63,-0.38826162,-0.21623744,"('unperceptive', 'insightful')",-0.3882616,-0.2162374,0.1720242
64,-6.61198,-6.512629,"('shy', 'confident')",-6.61198,-6.512629,0.099351
65,-0.83050925,-0.5307535,"('insecure', 'secure')",-0.8305092,-0.5307535,0.2997557
66,0.39509907,0.20842917,"('inactive', 'active')",0.3950991,0.2084292,-0.1866699
67,-0.2517999,-0.08128136,"('doubtful', 'determined')",-0.2517999,-0.0812814,0.1705185
68,-1.4978071,-1.358827,"('dependent', 'independent')",-1.4978071,-1.358827,0.1389801
69,-0.8376683,-1.0956657,"('lazy', 'industrious')",-0.8376683,-1.0956657,-0.2579974
70,0.37009236,0.48871702,"('lethargic', 'energetic')",0.3700924,0.488717,0.1186246
71,0.5832342,0.53923935,"('diffident', 'self-confident')",0.5832342,0.5392393,-0.0439949
72,0.23164538,0.48276085,"('unambitious', 'ambitious')",0.2316454,0.4827608,0.2511154
73,-2.4870956,-2.4952204,"('helpless', 'self-reliant')",-2.4870956,-2.4952204,-0.0081248
74,-0.009710692,-0.06494142,"('undedicated', 'dedicated')",-0.0097107,-0.0649414,-0.0552307
75,-0.16863897,-0.25126576,"('meek', 'impulsive')",-0.168639,-0.2512658,-0.0826268
76,-0.39408827,-0.20708546,"('anxious', 'daring')",-0.3940883,-0.2070855,0.1870028
77,-1.6053302,-1.3717384,"('unmotivated', 'motivated')",-1.6053302,-1.3717384,0.2335918
78,-1.1771095,-1.3013246,"('nonresilient', 'resilient')",-1.1771095,-1.3013246,-0.1242151
79,0.65217054,0.4836147,"('wavering', 'unwavering')",0.6521705,0.4836147,-0.1685558
80,-0.59009,-0.5012154,"('dominated', 'dominating')",-0.59009,-0.5012154,0.0888746
81,-1.1147375,-0.79744047,"('submissive', 'aggressive')",-1.1147375,-0.7974405,0.317297
82,5.684059,5.8035326,"('poor', 'rich')",5.6840591,5.8035326,0.1194735
83,-0.49497306,-0.37791562,"('powerless', 'powerful')",-0.4949731,-0.3779156,0.1170575
84,0.5686028,0.50978583,"('inferior', 'superior')",0.5686028,0.5097858,-0.058817
85,0.57641333,0.27029383,"('insignificant', 'prestigious')",0.5764133,0.2702938,-0.3061195
86,0.10575949,0.13195376,"('uninfluential', 'influential')",0.1057595,0.1319538,0.0261943
87,-0.046683993,0.06872219,"('unsuccessful', 'successful')",-0.046684,0.0687222,0.1154062
88,-0.04915811,-0.035964176,"('low', 'eminent')",-0.0491581,-0.0359642,0.0131939
