,gel_male,gel_female,tuple,average_male,average_female,female-male
0,-0.13351725,-0.14296176,"('unsociable', 'sociable')",-0.1335173,-0.1429618,-0.0094445
1,1.1641068,1.2075428,"('unfriendly', 'friendly')",1.1641068,1.2075428,0.043436
2,0.03857995,0.022614412,"('unlikable', 'likable')",0.0385799,0.0226144,-0.0159655
3,0.7620165,0.80879563,"('repellent', 'pleasant')",0.7620165,0.8087956,0.0467791
4,-7.1617403,-7.3118105,"('disliked', 'liked')",-7.1617403,-7.3118105,-0.1500702
5,-0.6233685,-0.62573516,"('distant', 'outgoing')",-0.6233685,-0.6257352,-0.0023667
6,0.12299573,0.039158687,"('distant', 'open')",0.1229957,0.0391587,-0.083837
7,0.7931369,0.8608778,"('insensitive', 'sensitive')",0.7931369,0.8608778,0.0677409
8,1.1987587,1.1117699,"('unaffectionate', 'affectionate')",1.1987587,1.1117699,-0.0869888
9,1.2418365,1.2718779,"('unaffectionate', 'caring')",1.2418365,1.2718779,0.0300414
10,0.84745896,0.84491414,"('unsympathetic', 'sympathetic')",0.847459,0.8449141,-0.0025449
11,1.185017,1.2775347,"('unhelpful', 'helpful')",1.185017,1.2775347,0.0925177
12,-1.9590118,-1.9736869,"('unsupportive', 'supportive')",-1.9590118,-1.9736869,-0.0146751
13,-0.41763043,-0.3671381,"('impolite', 'polite')",-0.4176304,-0.3671381,0.0504923
14,0.22904468,0.24571475,"('antisocial', 'social')",0.2290447,0.2457148,0.0166701
15,0.3507981,0.29721862,"('boring', 'funny')",0.3507981,0.2972186,-0.0535795
16,-0.43987367,-0.46459645,"('unpopular', 'popular')",-0.4398737,-0.4645965,-0.0247228
17,-0.36726508,-0.34309164,"('nasty', 'nice')",-0.3672651,-0.3430916,0.0241735
18,-0.11925043,-0.16931179,"('disagreeable', 'welcoming')",-0.1192504,-0.1693118,-0.0500614
19,-0.49510992,-0.61608243,"('inhospitable', 'hospitable')",-0.4951099,-0.6160824,-0.1209725
20,1.0204561,0.9963504,"('rough', 'thoughtful')",1.0204561,0.9963504,-0.0241057
21,-0.47672677,-0.37892067,"('immoral', 'moral')",-0.4767268,-0.3789207,0.0978061
22,-0.4361861,-0.4690126,"('untrustworthy', 'trustworthy')",-0.4361861,-0.4690126,-0.0328265
23,6.2603407,6.3726153,"('insincere', 'sincere')",6.2603407,6.3726153,0.1122746
24,1.5327661,1.4415236,"('dishonest', 'honest')",1.5327661,1.4415236,-0.0912425
