,bust_male,bust_female,tuple,average_male,average_female,female-male
0,0.14604154,0.022953771,"('unsociable', 'sociable')",0.1460415,0.0229538,-0.1230877
1,1.7670621,1.712907,"('unfriendly', 'friendly')",1.7670621,1.712907,-0.0541551
2,0.8160663,0.9438509,"('unlikable', 'likable')",0.8160663,0.9438509,0.1277846
3,0.77012813,0.75672317,"('repellent', 'pleasant')",0.7701281,0.7567232,-0.0134049
4,-6.6003585,-6.501082,"('disliked', 'liked')",-6.6003585,-6.5010819,0.0992766
5,0.36019605,0.4954093,"('distant', 'outgoing')",0.3601961,0.4954093,0.1352132
6,0.5549117,0.68865436,"('distant', 'open')",0.5549117,0.6886544,0.1337427
7,0.5052897,0.53102434,"('insensitive', 'sensitive')",0.5052897,0.5310243,0.0257346
8,1.203384,1.2125287,"('unaffectionate', 'affectionate')",1.203384,1.2125287,0.0091447
9,1.7345043,1.8189356,"('unaffectionate', 'caring')",1.7345043,1.8189356,0.0844313
10,0.9380513,0.98949164,"('unsympathetic', 'sympathetic')",0.9380513,0.9894916,0.0514403
11,2.048144,2.0738328,"('unhelpful', 'helpful')",2.0481441,2.0738328,0.0256887
12,-1.4569787,-1.382864,"('unsupportive', 'supportive')",-1.4569787,-1.382864,0.0741147
13,0.35149628,0.28881493,"('impolite', 'polite')",0.3514963,0.2888149,-0.0626814
14,-0.4200189,-0.54928726,"('antisocial', 'social')",-0.4200189,-0.5492873,-0.1292684
15,1.0326772,0.99118227,"('boring', 'funny')",1.0326772,0.9911823,-0.0414949
16,-0.057018295,-0.054724865,"('unpopular', 'popular')",-0.0570183,-0.0547249,0.0022934
17,-0.09043704,-0.043696348,"('nasty', 'nice')",-0.090437,-0.0436963,0.0467407
18,-0.21155941,-0.3350404,"('disagreeable', 'welcoming')",-0.2115594,-0.3350404,-0.123481
19,-0.030172905,0.16428973,"('inhospitable', 'hospitable')",-0.0301729,0.1642897,0.1944626
20,0.41562498,0.24836737,"('rough', 'thoughtful')",0.415625,0.2483674,-0.1672576
21,0.12239627,0.21572174,"('immoral', 'moral')",0.1223963,0.2157217,0.0933254
22,-0.016433422,-0.006221587,"('untrustworthy', 'trustworthy')",-0.0164334,-0.0062216,0.0102118
23,6.274932,6.2356052,"('insincere', 'sincere')",6.2749319,6.2356052,-0.0393267
24,1.7156428,1.7527585,"('dishonest', 'honest')",1.7156428,1.7527585,0.0371157
25,0.6508021,0.5536951,"('egoistic', 'altruistic')",0.6508021,0.5536951,-0.097107
26,0.63886005,0.5622046,"('hardhearted', 'benevolent')",0.63886,0.5622046,-0.0766554
27,1.3594487,1.2198185,"('hardhearted', 'softhearted')",1.3594487,1.2198185,-0.1396302
28,0.88772964,0.90776557,"('disloyal', 'loyal')",0.8877296,0.9077656,0.020036
29,-0.72692704,-0.73457235,"('unfair', 'fair')",-0.726927,-0.7345724,-0.0076454
30,1.1076365,1.0710132,"('intolerant', 'tolerant')",1.1076365,1.0710132,-0.0366233
31,-1.2876387,-1.2083262,"('evil', 'good')",-1.2876387,-1.2083262,0.0793125
32,1.4024031,1.4617956,"('unkind', 'kind')",1.4024031,1.4617956,0.0593925
33,-0.21851254,-0.13432908,"('wrong', 'right')",-0.2185125,-0.1343291,0.0841834
34,4.5461874,4.662404,"('mean', 'honorable')",4.5461874,4.6624041,0.1162167
35,-1.0154743,-1.0807084,"('corrupt', 'incorrupt')",-1.0154743,-1.0807084,-0.0652341
36,-0.6858332,-0.69809335,"('hostile', 'amicable')",-0.6858332,-0.6980934,-0.0122602
37,0.49537185,0.5416121,"('fake', 'genuine')",0.4953718,0.5416121,0.0462403
38,0.01335144,0.11723506,"('untruthful', 'truthful')",0.0133514,0.1172351,0.1038837
39,-0.019864032,-0.060475796,"('exploitative', 'cooperative')",-0.019864,-0.0604758,-0.0406118
40,-1.5197303,-1.6777627,"('stingy', 'generous')",-1.5197303,-1.6777627,-0.1580324
41,-0.11394663,-0.05201101,"('unforgiving', 'forgiving')",-0.1139466,-0.052011,0.0619356
42,-1.8803564,-1.8926736,"('unreliable', 'reliable')",-1.8803564,-1.8926736,-0.0123172
43,1.192751,1.1866509,"('irresponsible', 'responsible')",1.192751,1.1866509,-0.0061001
44,-1.2760538,-1.3187257,"('prejudiced', 'unprejudiced')",-1.2760538,-1.3187257,-0.0426719
45,0.14651093,0.20164855,"('incompetent', 'competent')",0.1465109,0.2016485,0.0551376
46,-0.4111144,-0.42698482,"('uncompetitive', 'competitive')",-0.4111144,-0.4269848,-0.0158704
47,5.0384398,5.2066197,"('stupid', 'smart')",5.0384398,5.2066197,0.1681799
48,0.761757,0.6308286,"('unintelligent', 'intelligent')",0.761757,0.6308286,-0.1309284
49,0.56567115,0.7252601,"('unable', 'able')",0.5656711,0.7252601,0.159589
50,0.06218876,0.07206592,"('clumsy', 'skillful')",0.0621888,0.0720659,0.0098771
51,0.5783099,0.5537708,"('uneducated', 'educated')",0.5783099,0.5537708,-0.0245391
52,-0.71320033,-0.7063975,"('irrational', 'rational')",-0.7132003,-0.7063975,0.0068028
53,0.5663258,0.5579111,"('uncreative', 'creative')",0.5663258,0.5579111,-0.0084147
54,1.524909,1.7624948,"('incapable', 'capable')",1.524909,1.7624948,0.2375858
55,0.67751086,0.57180417,"('incompetent', 'clever')",0.6775109,0.5718042,-0.1057067
56,0.8044611,0.82339597,"('impractical', 'practical')",0.8044611,0.823396,0.0189349
57,-2.3864355,-2.321215,"('unimaginative', 'imaginative')",-2.3864355,-2.3212149,0.0652206
58,0.054093666,0.02615811,"('undiscriminating', 'discriminating')",0.0540937,0.0261581,-0.0279356
59,0.024197742,0.16293646,"('foolish', 'wise')",0.0241977,0.1629365,0.1387388
60,0.614708,0.5792716,"('inefficient', 'efficient')",0.614708,0.5792716,-0.0354364
61,0.15502284,-0.023554727,"('illogical', 'logical')",0.1550228,-0.0235547,-0.1785775
62,1.409439,1.4469429,"('incompetent', 'brilliant')",1.409439,1.4469429,0.0375039
63,0.815208,0.8802848,"('unperceptive', 'insightful')",0.815208,0.8802848,0.0650768
64,-5.928507,-5.834571,"('shy', 'confident')",-5.9285069,-5.8345709,0.093936
65,0.48446178,0.40167242,"('insecure', 'secure')",0.4844618,0.4016724,-0.0827894
66,-0.09809266,-0.05666889,"('inactive', 'active')",-0.0980927,-0.0566689,0.0414238
67,-0.8663939,-0.75070804,"('doubtful', 'determined')",-0.8663939,-0.750708,0.1156859
68,-0.36246416,-0.37511536,"('dependent', 'independent')",-0.3624642,-0.3751154,-0.0126512
69,-1.7236114,-1.6488729,"('lazy', 'industrious')",-1.7236114,-1.6488729,0.0747385
70,1.3285688,1.2850624,"('lethargic', 'energetic')",1.3285688,1.2850624,-0.0435064
71,0.53519213,0.6401238,"('diffident', 'self-confident')",0.5351921,0.6401238,0.1049317
72,0.711957,0.7887146,"('unambitious', 'ambitious')",0.711957,0.7887146,0.0767576
73,-2.7891455,-2.7612774,"('helpless', 'self-reliant')",-2.7891455,-2.7612774,0.0278681
74,0.096271925,0.035712853,"('undedicated', 'dedicated')",0.0962719,0.0357129,-0.060559
75,-0.60689086,-0.4502298,"('meek', 'impulsive')",-0.6068909,-0.4502298,0.1566611
76,0.8467443,0.74016565,"('anxious', 'daring')",0.8467443,0.7401657,-0.1065786
77,-1.1840066,-1.1243314,"('unmotivated', 'motivated')",-1.1840066,-1.1243314,0.0596752
78,-0.5641631,-0.59959495,"('nonresilient', 'resilient')",-0.5641631,-0.599595,-0.0354319
79,-0.070641354,0.0703169,"('wavering', 'unwavering')",-0.0706414,0.0703169,0.1409583
80,-0.52818847,-0.5803728,"('dominated', 'dominating')",-0.5281885,-0.5803728,-0.0521843
81,0.121733405,0.10881888,"('submissive', 'aggressive')",0.1217334,0.1088189,-0.0129145
82,7.0041003,7.0485983,"('poor', 'rich')",7.0041003,7.0485983,0.044498
83,-0.6795783,-0.6339957,"('powerless', 'powerful')",-0.6795783,-0.6339957,0.0455826
84,0.055011507,0.13316251,"('inferior', 'superior')",0.0550115,0.1331625,0.078151
85,-0.8318091,-0.89439505,"('insignificant', 'prestigious')",-0.8318091,-0.8943951,-0.062586
86,0.5371666,0.6163276,"('uninfluential', 'influential')",0.5371666,0.6163276,0.079161
87,0.17410254,0.25311673,"('unsuccessful', 'successful')",0.1741025,0.2531167,0.0790142
88,0.40799314,0.42581025,"('low', 'eminent')",0.4079931,0.4258102,0.0178171
