,guard_male,guard_female,tuple,average_male,average_female,female-male
0,0.91305417,0.8654028,"('unsociable', 'sociable')",0.9130542,0.8654028,-0.0476514
1,0.48934624,0.6464732,"('unfriendly', 'friendly')",0.4893462,0.6464732,0.157127
2,0.48283792,0.633176,"('unlikable', 'likable')",0.4828379,0.633176,0.1503381
3,0.2963919,0.5864451,"('repellent', 'pleasant')",0.2963919,0.5864451,0.2900532
4,-7.3682823,-7.4641933,"('disliked', 'liked')",-7.3682823,-7.4641933,-0.095911
5,-1.1326367,-1.1157701,"('distant', 'outgoing')",-1.1326367,-1.1157701,0.0168666
6,-0.5519094,-0.568217,"('distant', 'open')",-0.5519094,-0.568217,-0.0163076
7,1.6718307,1.7652966,"('insensitive', 'sensitive')",1.6718307,1.7652966,0.0934659
8,1.3556057,1.3463877,"('unaffectionate', 'affectionate')",1.3556057,1.3463877,-0.009218
9,1.6818771,1.7318914,"('unaffectionate', 'caring')",1.6818771,1.7318914,0.0500143
10,1.5076752,1.5237545,"('unsympathetic', 'sympathetic')",1.5076752,1.5237545,0.0160793
11,1.6674166,1.748516,"('unhelpful', 'helpful')",1.6674166,1.748516,0.0810994
12,-1.3185116,-1.2784258,"('unsupportive', 'supportive')",-1.3185116,-1.2784258,0.0400858
13,0.38222155,0.537494,"('impolite', 'polite')",0.3822215,0.537494,0.1552725
14,0.60444516,0.6807696,"('antisocial', 'social')",0.6044452,0.6807696,0.0763244
15,0.20761319,0.055674978,"('boring', 'funny')",0.2076132,0.055675,-0.1519382
16,-0.49862474,-0.47845316,"('unpopular', 'popular')",-0.4986247,-0.4784532,0.0201715
17,-0.032532744,-0.024080636,"('nasty', 'nice')",-0.0325327,-0.0240806,0.0084521
18,-1.173397,-0.91290414,"('disagreeable', 'welcoming')",-1.1733969,-0.9129041,0.2604928
19,-0.6056719,-0.5896336,"('inhospitable', 'hospitable')",-0.6056719,-0.5896336,0.0160383
20,0.28727967,0.2672416,"('rough', 'thoughtful')",0.2872797,0.2672416,-0.0200381
21,-0.25316024,0.06153932,"('immoral', 'moral')",-0.2531602,0.0615393,0.3146995
22,-0.12341222,-0.121462025,"('untrustworthy', 'trustworthy')",-0.1234122,-0.121462,0.0019502
23,6.0816565,6.411035,"('insincere', 'sincere')",6.0816565,6.4110351,0.3293786
24,1.130706,1.1949447,"('dishonest', 'honest')",1.130706,1.1949447,0.0642387
25,0.50908464,0.67606956,"('egoistic', 'altruistic')",0.5090846,0.6760696,0.166985
26,1.8134665,1.6529031,"('hardhearted', 'benevolent')",1.8134665,1.6529031,-0.1605634
27,1.1166052,1.0200492,"('hardhearted', 'softhearted')",1.1166052,1.0200492,-0.096556
28,1.7383465,1.611707,"('disloyal', 'loyal')",1.7383465,1.611707,-0.1266395
29,-0.5510528,-0.8087337,"('unfair', 'fair')",-0.5510528,-0.8087337,-0.2576809
30,1.1389015,1.3385375,"('intolerant', 'tolerant')",1.1389015,1.3385375,0.199636
31,-1.8456318,-1.9260219,"('evil', 'good')",-1.8456318,-1.9260219,-0.0803901
