,foodstuffs_male,foodstuffs_female,tuple,average_male,average_female,female-male
0,-1.0312994,-1.1487775,"('unsociable', 'sociable')",-1.0312994,-1.1487775,-0.1174781
1,0.24227105,0.40102553,"('unfriendly', 'friendly')",0.2422711,0.4010255,0.1587544
2,-0.033377122,0.070782065,"('unlikable', 'likable')",-0.0333771,0.0707821,0.1041592
3,-1.7269902,-1.5723898,"('repellent', 'pleasant')",-1.7269902,-1.5723898,0.1546004
4,-1.5716357,-1.4219607,"('disliked', 'liked')",-1.5716357,-1.4219607,0.149675
5,0.49423692,0.5622486,"('distant', 'outgoing')",0.4942369,0.5622486,0.0680117
6,0.77968013,0.8584814,"('distant', 'open')",0.7796801,0.8584814,0.0788013
7,-0.85139215,-0.72486454,"('insensitive', 'sensitive')",-0.8513921,-0.7248645,0.1265276
8,0.034280833,0.077250905,"('unaffectionate', 'affectionate')",0.0342808,0.0772509,0.0429701
9,-0.1992194,-0.14675158,"('unaffectionate', 'caring')",-0.1992194,-0.1467516,0.0524678
10,-1.6576867,-1.6879534,"('unsympathetic', 'sympathetic')",-1.6576867,-1.6879534,-0.0302667
11,-0.4492402,-0.39023164,"('unhelpful', 'helpful')",-0.4492402,-0.3902316,0.0590086
12,-1.1897304,-1.0258181,"('unsupportive', 'supportive')",-1.1897304,-1.0258181,0.1639123
13,-0.44584507,-0.48951477,"('impolite', 'polite')",-0.4458451,-0.4895148,-0.0436697
14,-0.9371439,-1.0591198,"('antisocial', 'social')",-0.9371439,-1.0591198,-0.1219759
15,1.2201663,1.1874441,"('boring', 'funny')",1.2201663,1.1874441,-0.0327222
16,-0.6382368,-0.4990538,"('unpopular', 'popular')",-0.6382368,-0.4990538,0.139183
17,-0.16069652,-0.04907513,"('nasty', 'nice')",-0.1606965,-0.0490751,0.1116214
18,-1.1620293,-1.0341573,"('disagreeable', 'welcoming')",-1.1620293,-1.0341573,0.127872
19,-0.40627417,-0.29546177,"('inhospitable', 'hospitable')",-0.4062742,-0.2954618,0.1108124
20,-0.6010001,-0.5338096,"('rough', 'thoughtful')",-0.6010001,-0.5338096,0.0671905
21,-1.717339,-1.6389256,"('immoral', 'moral')",-1.717339,-1.6389256,0.0784134
22,-0.7329363,-0.74919844,"('untrustworthy', 'trustworthy')",-0.7329363,-0.7491984,-0.0162621
23,0.38976997,0.4406713,"('insincere', 'sincere')",0.38977,0.4406713,0.0509013
24,-0.38517946,-0.47369963,"('dishonest', 'honest')",-0.3851795,-0.4736996,-0.0885201
25,1.147881,1.2330341,"('egoistic', 'altruistic')",1.147881,1.2330341,0.0851531
26,1.4589901,1.3901684,"('hardhearted', 'benevolent')",1.4589901,1.3901684,-0.0688217
27,0.38918927,0.48210877,"('hardhearted', 'softhearted')",0.3891893,0.4821088,0.0929195
28,0.6072294,0.5631523,"('disloyal', 'loyal')",0.6072294,0.5631523,-0.0440771
29,-1.0862145,-1.1831721,"('unfair', 'fair')",-1.0862145,-1.1831721,-0.0969576
30,-0.7326469,-0.7709341,"('intolerant', 'tolerant')",-0.7326469,-0.7709341,-0.0382872
31,-0.06321336,0.03439047,"('evil', 'good')",-0.0632134,0.0343905,0.0976039
32,0.25808242,0.26318133,"('unkind', 'kind')",0.2580824,0.2631813,0.0050989
33,0.6509836,0.64652544,"('wrong', 'right')",0.6509836,0.6465254,-0.0044582
34,1.4872134,1.6160846,"('mean', 'honorable')",1.4872134,1.6160846,0.1288712
35,1.152313,1.0749029,"('corrupt', 'incorrupt')",1.152313,1.0749029,-0.0774101
36,0.551152,0.60512537,"('hostile', 'amicable')",0.551152,0.6051254,0.0539734
37,0.18778509,0.26553452,"('fake', 'genuine')",0.1877851,0.2655345,0.0777494
38,-0.048496332,-0.0016147476,"('untruthful', 'truthful')",-0.0484963,-0.0016147,0.0468816
39,0.016014174,0.09644789,"('exploitative', 'cooperative')",0.0160142,0.0964479,0.0804337
40,-0.71747565,-0.643592,"('stingy', 'generous')",-0.7174757,-0.643592,0.0738837
41,0.23247981,0.16446532,"('unforgiving', 'forgiving')",0.2324798,0.1644653,-0.0680145
42,-0.4797243,-0.32714164,"('unreliable', 'reliable')",-0.4797243,-0.3271416,0.1525827
43,-1.2011325,-1.118014,"('irresponsible', 'responsible')",-1.2011325,-1.118014,0.0831185
44,0.24264811,0.24852066,"('prejudiced', 'unprejudiced')",0.2426481,0.2485207,0.0058726
45,-0.18933645,-0.20864056,"('incompetent', 'competent')",-0.1893364,-0.2086406,-0.0193042
46,-1.9524571,-1.9418904,"('uncompetitive', 'competitive')",-1.9524571,-1.9418904,0.0105667
47,2.0431442,2.0434122,"('stupid', 'smart')",2.0431442,2.0434122,0.000268
48,-1.5692245,-1.5735425,"('unintelligent', 'intelligent')",-1.5692245,-1.5735425,-0.004318
49,-0.67934626,-0.5461623,"('unable', 'able')",-0.6793463,-0.5461623,0.133184
50,0.2517428,0.38430023,"('clumsy', 'skillful')",0.2517428,0.3843002,0.1325574
51,-1.8848045,-2.019365,"('uneducated', 'educated')",-1.8848045,-2.0193651,-0.1345606
52,0.2064068,0.19530606,"('irrational', 'rational')",0.2064068,0.1953061,-0.0111007
53,-0.65686,-0.5151433,"('uncreative', 'creative')",-0.65686,-0.5151433,0.1417167
54,0.1764059,0.21552509,"('incapable', 'capable')",0.1764059,0.2155251,0.0391192
55,-1.6889725,-1.6454811,"('incompetent', 'clever')",-1.6889725,-1.6454811,0.0434914
56,0.20030047,0.21740776,"('impractical', 'practical')",0.2003005,0.2174078,0.0171073
57,-1.5623152,-1.5437272,"('unimaginative', 'imaginative')",-1.5623152,-1.5437272,0.018588
58,-0.8769605,-0.86553645,"('undiscriminating', 'discriminating')",-0.8769605,-0.8655365,0.011424
59,0.6036434,0.6291002,"('foolish', 'wise')",0.6036434,0.6291002,0.0254568
60,-1.340993,-1.1967802,"('inefficient', 'efficient')",-1.340993,-1.1967802,0.1442128
61,-0.7821411,-0.859364,"('illogical', 'logical')",-0.7821411,-0.859364,-0.0772229
62,-1.3184897,-1.1766901,"('incompetent', 'brilliant')",-1.3184897,-1.1766901,0.1417996
63,-1.0788475,-0.9105944,"('unperceptive', 'insightful')",-1.0788475,-0.9105944,0.1682531
64,-2.722914,-2.6345596,"('shy', 'confident')",-2.722914,-2.6345596,0.0883544
65,-1.0080367,-1.0160501,"('insecure', 'secure')",-1.0080367,-1.0160501,-0.0080134
66,0.1826506,0.13881442,"('inactive', 'active')",0.1826506,0.1388144,-0.0438362
67,0.3873043,0.26396245,"('doubtful', 'determined')",0.3873043,0.2639624,-0.1233419
68,-1.7247494,-1.7173364,"('dependent', 'independent')",-1.7247494,-1.7173364,0.007413
69,1.7862256,1.8225458,"('lazy', 'industrious')",1.7862256,1.8225458,0.0363202
70,-1.0157868,-0.933767,"('lethargic', 'energetic')",-1.0157868,-0.933767,0.0820198
71,1.1860518,1.3451551,"('diffident', 'self-confident')",1.1860518,1.3451551,0.1591033
72,-0.78402627,-0.84389234,"('unambitious', 'ambitious')",-0.7840263,-0.8438923,-0.059866
73,-0.6017638,-0.4744855,"('helpless', 'self-reliant')",-0.6017638,-0.4744855,0.1272783
74,0.0030103195,0.077308044,"('undedicated', 'dedicated')",0.0030103,0.077308,0.0742977
75,0.017174572,0.03191349,"('meek', 'impulsive')",0.0171746,0.0319135,0.0147389
76,-1.3193839,-1.2401818,"('anxious', 'daring')",-1.3193839,-1.2401818,0.0792021
