,beyond_male,beyond_female,tuple,average_male,average_female,female-male
0,-0.010339266,-0.29821587,"('unsociable', 'sociable')",-0.0103393,-0.2982159,-0.2878766
1,0.4983492,0.43501592,"('unfriendly', 'friendly')",0.4983492,0.4350159,-0.0633333
2,-0.040716648,0.019454187,"('unlikable', 'likable')",-0.0407166,0.0194542,0.0601708
3,0.13972616,0.17959315,"('repellent', 'pleasant')",0.1397262,0.1795931,0.0398669
4,-7.123189,-7.168572,"('disliked', 'liked')",-7.123189,-7.1685719,-0.0453829
5,-1.0638436,-0.99855846,"('distant', 'outgoing')",-1.0638436,-0.9985585,0.0652851
6,-0.5939618,-0.55718535,"('distant', 'open')",-0.5939618,-0.5571854,0.0367764
7,0.79072094,0.7300854,"('insensitive', 'sensitive')",0.7907209,0.7300854,-0.0606355
8,0.8842544,0.9031302,"('unaffectionate', 'affectionate')",0.8842544,0.9031302,0.0188758
9,1.5391908,1.626314,"('unaffectionate', 'caring')",1.5391908,1.626314,0.0871232
10,0.87145185,0.78790444,"('unsympathetic', 'sympathetic')",0.8714519,0.7879044,-0.0835475
11,2.1289923,2.2426832,"('unhelpful', 'helpful')",2.1289923,2.2426832,0.1136909
12,-1.3771161,-1.393064,"('unsupportive', 'supportive')",-1.3771161,-1.393064,-0.0159479
13,0.21945807,0.07659072,"('impolite', 'polite')",0.2194581,0.0765907,-0.1428674
14,0.45614976,0.18039186,"('antisocial', 'social')",0.4561498,0.1803919,-0.2757579
15,0.021557936,-0.055919517,"('boring', 'funny')",0.0215579,-0.0559195,-0.0774774
16,-0.57469344,-0.5857573,"('unpopular', 'popular')",-0.5746934,-0.5857573,-0.0110639
17,-0.7635416,-0.7279455,"('nasty', 'nice')",-0.7635416,-0.7279455,0.0355961
18,-0.55213994,-0.69842297,"('disagreeable', 'welcoming')",-0.5521399,-0.698423,-0.1462831
19,-0.9888722,-0.8886076,"('inhospitable', 'hospitable')",-0.9888722,-0.8886076,0.1002646
