,excitement_male,excitement_female,tuple,average_male,average_female,female-male
0,0.35696387,0.16245475,"('unsociable', 'sociable')",0.3569639,0.1624548,-0.1945091
1,1.2081352,1.2568187,"('unfriendly', 'friendly')",1.2081352,1.2568187,0.0486835
2,0.67283094,0.8648672,"('unlikable', 'likable')",0.6728309,0.8648672,0.1920363
3,1.0320827,0.9366967,"('repellent', 'pleasant')",1.0320827,0.9366967,-0.095386
4,-7.618396,-7.4830027,"('disliked', 'liked')",-7.6183958,-7.4830027,0.1353931
5,0.03564143,0.28939763,"('distant', 'outgoing')",0.0356414,0.2893976,0.2537562
6,0.06880334,0.32280248,"('distant', 'open')",0.0688033,0.3228025,0.2539992
7,0.824221,0.8817494,"('insensitive', 'sensitive')",0.824221,0.8817494,0.0575284
8,0.92503935,1.0645533,"('unaffectionate', 'affectionate')",0.9250394,1.0645533,0.1395139
9,1.6852497,1.8486661,"('unaffectionate', 'caring')",1.6852497,1.8486661,0.1634164
10,1.4487212,1.3796115,"('unsympathetic', 'sympathetic')",1.4487212,1.3796115,-0.0691097
11,2.4639435,2.4414842,"('unhelpful', 'helpful')",2.4639435,2.4414842,-0.0224593
12,-1.3708628,-1.2979246,"('unsupportive', 'supportive')",-1.3708628,-1.2979246,0.0729382
13,0.8082355,0.61943597,"('impolite', 'polite')",0.8082355,0.619436,-0.1887995
14,-0.09524283,-0.2923581,"('antisocial', 'social')",-0.0952428,-0.2923581,-0.1971153
15,0.59520435,0.6474187,"('boring', 'funny')",0.5952044,0.6474187,0.0522143
16,-0.037078932,0.15270689,"('unpopular', 'popular')",-0.0370789,0.1527069,0.1897858
17,-0.14687271,-0.11413178,"('nasty', 'nice')",-0.1468727,-0.1141318,0.0327409
18,-0.42603782,-0.4842651,"('disagreeable', 'welcoming')",-0.4260378,-0.4842651,-0.0582273
19,-0.53868663,-0.27266735,"('inhospitable', 'hospitable')",-0.5386866,-0.2726673,0.2660193
20,0.7593118,0.63536376,"('rough', 'thoughtful')",0.7593118,0.6353638,-0.123948
21,0.37564003,0.38475433,"('immoral', 'moral')",0.37564,0.3847543,0.0091143
22,-0.03872284,-0.048694663,"('untrustworthy', 'trustworthy')",-0.0387228,-0.0486947,-0.0099719
23,6.8815417,6.788599,"('insincere', 'sincere')",6.8815417,6.788599,-0.0929427
24,2.1274858,2.1807644,"('dishonest', 'honest')",2.1274858,2.1807644,0.0532786
25,0.057926945,-0.0014558136,"('egoistic', 'altruistic')",0.0579269,-0.0014558,-0.0593827
26,0.035914827,0.016776279,"('hardhearted', 'benevolent')",0.0359148,0.0167763,-0.0191385
27,1.4245858,1.3783752,"('hardhearted', 'softhearted')",1.4245858,1.3783752,-0.0462106
28,1.0004684,0.9415373,"('disloyal', 'loyal')",1.0004684,0.9415373,-0.0589311
29,-0.72142315,-0.7212824,"('unfair', 'fair')",-0.7214231,-0.7212824,0.0001407
30,0.9241314,0.8399716,"('intolerant', 'tolerant')",0.9241314,0.8399716,-0.0841598
31,-1.8587995,-1.6620638,"('evil', 'good')",-1.8587995,-1.6620638,0.1967357
32,1.3997705,1.4394069,"('unkind', 'kind')",1.3997705,1.4394069,0.0396364
33,-0.4323901,-0.3398176,"('wrong', 'right')",-0.4323901,-0.3398176,0.0925725
34,4.830056,4.9440465,"('mean', 'honorable')",4.8300562,4.9440465,0.1139903
35,-1.3754932,-1.2892106,"('corrupt', 'incorrupt')",-1.3754932,-1.2892106,0.0862826
36,-1.4263247,-1.3290318,"('hostile', 'amicable')",-1.4263247,-1.3290318,0.0972929
37,0.61270475,0.6658953,"('fake', 'genuine')",0.6127048,0.6658953,0.0531905
38,-0.17303516,-0.07694602,"('untruthful', 'truthful')",-0.1730352,-0.076946,0.0960892
39,0.10395308,0.05410426,"('exploitative', 'cooperative')",0.1039531,0.0541043,-0.0498488
40,-1.6393582,-1.8592935,"('stingy', 'generous')",-1.6393582,-1.8592935,-0.2199353
41,-0.20554253,-0.18855336,"('unforgiving', 'forgiving')",-0.2055425,-0.1885534,0.0169891
42,-1.9662749,-1.9767313,"('unreliable', 'reliable')",-1.9662749,-1.9767313,-0.0104564
43,1.6236063,1.5814935,"('irresponsible', 'responsible')",1.6236063,1.5814935,-0.0421128
44,-1.2951533,-1.358755,"('prejudiced', 'unprejudiced')",-1.2951533,-1.358755,-0.0636017
45,0.5056501,0.5257815,"('incompetent', 'competent')",0.5056501,0.5257815,0.0201314
46,0.010707643,-0.0825851,"('uncompetitive', 'competitive')",0.0107076,-0.0825851,-0.0932927
47,5.543676,5.7050624,"('stupid', 'smart')",5.5436759,5.7050624,0.1613865
48,1.2119896,1.0474052,"('unintelligent', 'intelligent')",1.2119896,1.0474052,-0.1645844
49,0.35035443,0.599187,"('unable', 'able')",0.3503544,0.599187,0.2488326
50,0.21809165,0.34185886,"('clumsy', 'skillful')",0.2180917,0.3418589,0.1237672
51,0.623866,0.5567226,"('uneducated', 'educated')",0.623866,0.5567226,-0.0671434
52,-0.7960918,-0.71735466,"('irrational', 'rational')",-0.7960918,-0.7173547,0.0787371
53,0.15198752,0.23484507,"('uncreative', 'creative')",0.1519875,0.2348451,0.0828576
54,1.2270656,1.4912522,"('incapable', 'capable')",1.2270656,1.4912522,0.2641866
55,1.1786212,0.99316,"('incompetent', 'clever')",1.1786212,0.99316,-0.1854612
56,1.1823496,1.0944512,"('impractical', 'practical')",1.1823496,1.0944512,-0.0878984
57,-2.493386,-2.4934256,"('unimaginative', 'imaginative')",-2.493386,-2.4934256,-3.96e-05
58,-0.13894978,-0.13414282,"('undiscriminating', 'discriminating')",-0.1389498,-0.1341428,0.004807
59,-0.20998237,-0.01724638,"('foolish', 'wise')",-0.2099824,-0.0172464,0.192736
60,1.4547666,1.2994612,"('inefficient', 'efficient')",1.4547666,1.2994612,-0.1553054
61,0.42001325,0.28573212,"('illogical', 'logical')",0.4200132,0.2857321,-0.1342811
62,1.8270631,1.8094971,"('incompetent', 'brilliant')",1.8270631,1.8094971,-0.017566
63,1.0196339,1.0434059,"('unperceptive', 'insightful')",1.0196339,1.0434059,0.023772
64,-5.8758984,-5.92253,"('shy', 'confident')",-5.8758984,-5.9225302,-0.0466318
65,0.96517503,0.76354355,"('insecure', 'secure')",0.965175,0.7635435,-0.2016315
66,-0.19442414,-0.09278989,"('inactive', 'active')",-0.1944241,-0.0927899,0.1016342
67,-0.6890863,-0.6144052,"('doubtful', 'determined')",-0.6890863,-0.6144052,0.0746811
68,-0.06065405,-0.07107931,"('dependent', 'independent')",-0.0606541,-0.0710793,-0.0104252
69,-2.0889375,-1.9014434,"('lazy', 'industrious')",-2.0889375,-1.9014434,0.1874941
70,1.7869934,1.7271771,"('lethargic', 'energetic')",1.7869934,1.7271771,-0.0598163
71,0.4396594,0.5292843,"('diffident', 'self-confident')",0.4396594,0.5292843,0.0896249
72,1.1859438,1.2316921,"('unambitious', 'ambitious')",1.1859438,1.2316921,0.0457483
73,-3.1998801,-3.1742585,"('helpless', 'self-reliant')",-3.1998801,-3.1742585,0.0256216
