,predecessor_male,predecessor_female,tuple,average_male,average_female,female-male
0,0.34908563,0.28420964,"('unsociable', 'sociable')",0.3490856,0.2842096,-0.064876
1,1.4281023,1.3912724,"('unfriendly', 'friendly')",1.4281023,1.3912724,-0.0368299
2,-0.009696871,0.12878639,"('unlikable', 'likable')",-0.0096969,0.1287864,0.1384833
3,0.90395147,0.99296606,"('repellent', 'pleasant')",0.9039515,0.9929661,0.0890146
4,-7.14584,-7.3458285,"('disliked', 'liked')",-7.1458402,-7.3458285,-0.1999883
5,-0.56605947,-0.5327978,"('distant', 'outgoing')",-0.5660595,-0.5327978,0.0332617
6,-0.18772818,-0.24719802,"('distant', 'open')",-0.1877282,-0.247198,-0.0594698
7,1.7395468,1.6574986,"('insensitive', 'sensitive')",1.7395468,1.6574986,-0.0820482
8,1.0560825,1.0274073,"('unaffectionate', 'affectionate')",1.0560825,1.0274073,-0.0286752
9,1.2589166,1.2214649,"('unaffectionate', 'caring')",1.2589166,1.2214649,-0.0374517
10,1.0444925,1.0619841,"('unsympathetic', 'sympathetic')",1.0444925,1.0619841,0.0174916
11,1.5980798,1.6768115,"('unhelpful', 'helpful')",1.5980798,1.6768115,0.0787317
12,-1.4239962,-1.4386765,"('unsupportive', 'supportive')",-1.4239962,-1.4386765,-0.0146803
13,0.082091,0.19756818,"('impolite', 'polite')",0.082091,0.1975682,0.1154772
14,0.15460773,0.16212617,"('antisocial', 'social')",0.1546077,0.1621262,0.0075185
15,0.21134259,0.1620296,"('boring', 'funny')",0.2113426,0.1620296,-0.049313
16,-0.82349855,-0.8555672,"('unpopular', 'popular')",-0.8234985,-0.8555672,-0.0320687
17,-0.327143,-0.21538624,"('nasty', 'nice')",-0.327143,-0.2153862,0.1117568
18,-0.42417032,-0.39043775,"('disagreeable', 'welcoming')",-0.4241703,-0.3904378,0.0337325
19,-0.7155438,-0.6605928,"('inhospitable', 'hospitable')",-0.7155438,-0.6605928,0.054951
20,0.7950208,0.6191019,"('rough', 'thoughtful')",0.7950208,0.6191019,-0.1759189
21,-0.106585614,0.04058786,"('immoral', 'moral')",-0.1065856,0.0405879,0.1471735
22,-0.17377016,-0.16810781,"('untrustworthy', 'trustworthy')",-0.1737702,-0.1681078,0.0056624
23,6.33923,6.4545484,"('insincere', 'sincere')",6.3392301,6.4545484,0.1153183
24,1.317753,1.2792661,"('dishonest', 'honest')",1.317753,1.2792661,-0.0384869
25,0.835657,0.86395,"('egoistic', 'altruistic')",0.835657,0.86395,0.028293
26,1.3823935,1.1607181,"('hardhearted', 'benevolent')",1.3823935,1.1607181,-0.2216754
27,1.730005,1.5290327,"('hardhearted', 'softhearted')",1.730005,1.5290327,-0.2009723
28,1.5780703,1.3987138,"('disloyal', 'loyal')",1.5780703,1.3987138,-0.1793565
29,-0.33500108,-0.5269315,"('unfair', 'fair')",-0.3350011,-0.5269315,-0.1919304
30,0.6353307,0.7912856,"('intolerant', 'tolerant')",0.6353307,0.7912856,0.1559549
31,-1.1108634,-1.2246807,"('evil', 'good')",-1.1108634,-1.2246807,-0.1138173
32,1.418675,1.2529267,"('unkind', 'kind')",1.4186749,1.2529267,-0.1657482
33,-0.22956944,-0.31070966,"('wrong', 'right')",-0.2295694,-0.3107097,-0.0811403
34,4.2456226,4.5235224,"('mean', 'honorable')",4.2456226,4.5235224,0.2778998
35,-1.0893881,-1.4243301,"('corrupt', 'incorrupt')",-1.0893881,-1.4243301,-0.334942
36,-0.8868893,-1.0758877,"('hostile', 'amicable')",-0.8868893,-1.0758877,-0.1889984
37,1.0762687,1.042452,"('fake', 'genuine')",1.0762687,1.042452,-0.0338167
38,-0.38620302,-0.33118537,"('untruthful', 'truthful')",-0.386203,-0.3311854,0.0550176
39,0.5563201,0.56407565,"('exploitative', 'cooperative')",0.5563201,0.5640756,0.0077555
40,-0.911652,-1.060321,"('stingy', 'generous')",-0.911652,-1.060321,-0.148669
41,0.4968283,0.31739014,"('unforgiving', 'forgiving')",0.4968283,0.3173901,-0.1794382
42,-1.8697565,-1.9270527,"('unreliable', 'reliable')",-1.8697565,-1.9270527,-0.0572962
43,1.1016197,1.2209537,"('irresponsible', 'responsible')",1.1016197,1.2209537,0.119334
44,-0.9535429,-0.96177953,"('prejudiced', 'unprejudiced')",-0.9535429,-0.9617795,-0.0082366
45,0.5565469,0.34030077,"('incompetent', 'competent')",0.5565469,0.3403008,-0.2162461
46,-0.5903593,-0.6368697,"('uncompetitive', 'competitive')",-0.5903593,-0.6368697,-0.0465104
47,4.663061,4.8481936,"('stupid', 'smart')",4.6630611,4.8481936,0.1851325
48,0.43859768,0.4796498,"('unintelligent', 'intelligent')",0.4385977,0.4796498,0.0410521
49,-0.24484077,-0.17165807,"('unable', 'able')",-0.2448408,-0.1716581,0.0731827
50,-0.4177993,-0.5003331,"('clumsy', 'skillful')",-0.4177993,-0.5003331,-0.0825338
51,0.7117693,0.68356866,"('uneducated', 'educated')",0.7117693,0.6835687,-0.0282006
52,-0.22234924,-0.36520568,"('irrational', 'rational')",-0.2223492,-0.3652057,-0.1428565
53,0.10480285,-0.06256463,"('uncreative', 'creative')",0.1048028,-0.0625646,-0.1673674
54,1.0197206,1.0628985,"('incapable', 'capable')",1.0197206,1.0628985,0.0431779
55,0.84615576,0.92451847,"('incompetent', 'clever')",0.8461558,0.9245185,0.0783627
56,0.2820429,0.29442936,"('impractical', 'practical')",0.2820429,0.2944294,0.0123865
57,-1.8029889,-1.969282,"('unimaginative', 'imaginative')",-1.8029889,-1.969282,-0.1662931
58,0.47807968,0.35536438,"('undiscriminating', 'discriminating')",0.4780797,0.3553644,-0.1227153
59,-0.24328922,-0.21570313,"('foolish', 'wise')",-0.2432892,-0.2157031,0.0275861
60,0.2741544,0.54431266,"('inefficient', 'efficient')",0.2741544,0.5443127,0.2701583
61,0.6255588,0.3803953,"('illogical', 'logical')",0.6255588,0.3803953,-0.2451635
62,0.6242617,0.7717069,"('incompetent', 'brilliant')",0.6242617,0.7717069,0.1474452
63,0.3777271,0.39918882,"('unperceptive', 'insightful')",0.3777271,0.3991888,0.0214617
64,-6.3156238,-6.1608443,"('shy', 'confident')",-6.3156238,-6.1608443,0.1547795
65,0.08341208,0.28505886,"('insecure', 'secure')",0.0834121,0.2850589,0.2016468
66,-0.081397235,-0.2851829,"('inactive', 'active')",-0.0813972,-0.2851829,-0.2037857
67,-0.6408022,-0.5196601,"('doubtful', 'determined')",-0.6408022,-0.5196601,0.1211421
68,-0.92309964,-0.8733123,"('dependent', 'independent')",-0.9230996,-0.8733123,0.0497873
69,-2.0668297,-2.1119552,"('lazy', 'industrious')",-2.0668297,-2.1119552,-0.0451255
70,1.6735197,1.6348538,"('lethargic', 'energetic')",1.6735197,1.6348538,-0.0386659
71,0.29336303,0.28701198,"('diffident', 'self-confident')",0.293363,0.287012,-0.006351
72,0.8523011,1.0382254,"('unambitious', 'ambitious')",0.8523011,1.0382254,0.1859243
73,-2.6016605,-2.5833268,"('helpless', 'self-reliant')",-2.6016605,-2.5833268,0.0183337
74,0.54994553,0.3889084,"('undedicated', 'dedicated')",0.5499455,0.3889084,-0.1610371
75,-0.83305025,-0.8109726,"('meek', 'impulsive')",-0.8330503,-0.8109726,0.0220777
76,0.5577667,0.65177107,"('anxious', 'daring')",0.5577667,0.6517711,0.0940044
77,-1.4087694,-1.2618916,"('unmotivated', 'motivated')",-1.4087694,-1.2618916,0.1468778
78,-0.9332207,-0.94536066,"('nonresilient', 'resilient')",-0.9332207,-0.9453607,-0.01214
79,-0.12199996,-0.15893489,"('wavering', 'unwavering')",-0.122,-0.1589349,-0.0369349
80,0.24343595,0.116819374,"('dominated', 'dominating')",0.2434359,0.1168194,-0.1266165
81,-0.089572534,0.03520389,"('submissive', 'aggressive')",-0.0895725,0.0352039,0.1247764
82,6.2827406,6.2921963,"('poor', 'rich')",6.2827406,6.2921963,0.0094557
