,illegal_male,illegal_female,tuple,average_male,average_female,female-male
0,-0.03563391,-0.31257427,"('unsociable', 'sociable')",-0.0356339,-0.3125743,-0.2769404
1,1.1881719,1.2413925,"('unfriendly', 'friendly')",1.1881719,1.2413925,0.0532206
2,0.22458598,0.26764676,"('unlikable', 'likable')",0.224586,0.2676468,0.0430608
3,0.7442306,0.72953904,"('repellent', 'pleasant')",0.7442306,0.729539,-0.0146916
4,-7.895051,-7.8426056,"('disliked', 'liked')",-7.895051,-7.8426056,0.0524454
5,-0.89937866,-0.5640663,"('distant', 'outgoing')",-0.8993787,-0.5640663,0.3353124
6,-0.48676193,-0.163509,"('distant', 'open')",-0.4867619,-0.163509,0.3232529
7,0.3354688,0.47780836,"('insensitive', 'sensitive')",0.3354688,0.4778084,0.1423396
8,1.039471,1.1695795,"('unaffectionate', 'affectionate')",1.039471,1.1695795,0.1301085
9,1.5574588,1.7670873,"('unaffectionate', 'caring')",1.5574588,1.7670873,0.2096285
10,1.2774125,1.3027446,"('unsympathetic', 'sympathetic')",1.2774125,1.3027446,0.0253321
11,2.2010722,2.2032127,"('unhelpful', 'helpful')",2.2010722,2.2032127,0.0021405
12,-2.2756948,-2.115561,"('unsupportive', 'supportive')",-2.2756948,-2.115561,0.1601338
13,0.25035822,0.041036323,"('impolite', 'polite')",0.2503582,0.0410363,-0.2093219
14,-0.44061655,-0.70323795,"('antisocial', 'social')",-0.4406165,-0.703238,-0.2626215
15,0.044749893,0.02382818,"('boring', 'funny')",0.0447499,0.0238282,-0.0209217
16,-0.8716383,-0.830722,"('unpopular', 'popular')",-0.8716383,-0.830722,0.0409163
17,-1.3674608,-1.2648146,"('nasty', 'nice')",-1.3674608,-1.2648146,0.1026462
18,-1.0760897,-1.0993215,"('disagreeable', 'welcoming')",-1.0760897,-1.0993215,-0.0232318
19,-0.88715327,-0.67170167,"('inhospitable', 'hospitable')",-0.8871533,-0.6717017,0.2154516
20,0.3476956,0.3116951,"('rough', 'thoughtful')",0.3476956,0.3116951,-0.0360005
21,-0.033995092,-0.039206855,"('immoral', 'moral')",-0.0339951,-0.0392069,-0.0052118
22,-0.90983254,-0.9444493,"('untrustworthy', 'trustworthy')",-0.9098325,-0.9444493,-0.0346168
23,6.626328,6.5923495,"('insincere', 'sincere')",6.626328,6.5923495,-0.0339785
